,year,age,sex,race,cause,mort
14104,2013,25,1,3,v,0
14105,2013,25,1,4,a,26.629798379595
14106,2013,25,1,4,c,6.20145989661802
14107,2013,25,1,4,d,32.5880637704633
14108,2013,25,1,4,h,4.74229286211966
14109,2013,25,1,4,n,50.0980681844436
14110,2013,25,1,4,o,12.402919793236
14111,2013,25,1,4,t,82.6861319549069
14112,2013,25,1,4,v,0
14113,2013,25,1,5,a,48.7645263164873
14114,2013,25,1,5,c,6.80037262078831
14115,2013,25,1,5,d,51.1063764905336
14116,2013,25,1,5,h,6.98051494186879
14117,2013,25,1,5,n,83.8382362308577
14118,2013,25,1,5,o,21.2838152356593
14119,2013,25,1,5,t,134.944612721391
14120,2013,25,1,5,v,0
14121,2013,25,2,1,a,13.2819021710292
14122,2013,25,2,1,c,5.45564685753767
14123,2013,25,2,1,d,23.1053139234408
14124,2013,25,2,1,h,3.36106815330446
14125,2013,25,2,1,n,37.8485500741676
14126,2013,25,2,1,o,15.7499328922962
14127,2013,25,2,1,t,60.9538639976084
14128,2013,25,2,1,v,0
14129,2013,25,2,2,a,20.1926790547475
14130,2013,25,2,2,c,6.51789007463368
14131,2013,25,2,2,d,8.43491656717299
14132,2013,25,2,2,h,7.79590773632655
14133,2013,25,2,2,n,70.6743766916161
14134,2013,25,2,2,o,36.1678998259084
14135,2013,25,2,2,t,79.1092932587891
14136,2013,25,2,2,v,0
14137,2013,25,2,3,a,9.98324388740239
14138,2013,25,2,3,c,6.04896058202214
14139,2013,25,2,3,d,6.73746016046368
14140,2013,25,2,3,h,2.01632019400738
14141,2013,25,2,3,n,29.1136964598139
14142,2013,25,2,3,o,11.065171796382
14143,2013,25,2,3,t,35.8511566202775
14144,2013,25,2,3,v,0
14145,2013,25,2,4,a,8.9980889881387
14146,2013,25,2,4,c,4.89769400620207
14147,2013,25,2,4,d,10.3648873154509
14148,2013,25,2,4,h,1.13899860609351
14149,2013,25,2,4,n,23.2355715643075
14150,2013,25,2,4,o,8.20078996387324
14151,2013,25,2,4,t,33.6004588797584
14152,2013,25,2,4,v,0
14153,2013,25,2,5,a,13.3144631534174
14154,2013,25,2,5,c,5.67933315301137
14155,2013,25,2,5,d,16.7653162447339
14156,2013,25,2,5,h,3.57309039427868
14157,2013,25,2,5,n,39.8023464183727
14158,2013,25,2,5,o,17.2354597176653
14159,2013,25,2,5,t,56.5676626631066
14160,2013,25,2,5,v,0
14161,2013,30,0,1,a,24.3062075346059
14162,2013,30,0,1,c,10.717051667858
14163,2013,30,0,1,d,52.4200046357403
14164,2013,30,0,1,h,9.47794385633689
14165,2013,30,0,1,n,70.2516687048486
14166,2013,30,0,1,o,25.7504656460478
14167,2013,30,0,1,t,122.671673340589
14168,2013,30,0,1,v,0
14169,2013,30,0,2,a,60.6066263475294
14170,2013,30,0,2,c,14.0366744421546
14171,2013,30,0,2,d,20.5709884066058
14172,2013,30,0,2,h,21.5736080096169
14173,2013,30,0,2,n,151.879583311293
14174,2013,30,0,2,o,55.6626745119922
14175,2013,30,0,2,t,172.450571717899
14176,2013,30,0,2,v,0
14177,2013,30,0,3,a,23.7814401768383
14178,2013,30,0,3,c,10.7075055771577
14179,2013,30,0,3,d,19.5406119285548
14180,2013,30,0,3,h,5.48261773534992
14181,2013,30,0,3,n,58.8561356888846
14182,2013,30,0,3,o,18.8845721995386
14183,2013,30,0,3,t,78.3967476174394
14184,2013,30,0,3,v,0
14185,2013,30,0,4,a,14.7260136798777
14186,2013,30,0,4,c,8.24656766073149
14187,2013,30,0,4,d,19.5561461668775
14188,2013,30,0,4,h,5.06574870587792
14189,2013,30,0,4,n,43.2944802188403
14190,2013,30,0,4,o,15.2561501723533
14191,2013,30,0,4,t,62.8506263857179
14192,2013,30,0,4,v,0
14193,2013,30,0,5,a,28.4162179129698
14194,2013,30,0,5,c,10.9720814650581
14195,2013,30,0,5,d,38.7230367513029
14196,2013,30,0,5,h,9.97418752497051
14197,2013,30,0,5,n,76.9851415398034
14198,2013,30,0,5,o,27.6226546368049
14199,2013,30,0,5,t,115.708178291106
14200,2013,30,0,5,v,0
14201,2013,30,1,1,a,36.1067794355683
14202,2013,30,1,1,c,10.4369889228432
14203,2013,30,1,1,d,74.6683646769767
14204,2013,30,1,1,h,13.1356496100582
14205,2013,30,1,1,n,88.2917240497845
14206,2013,30,1,1,o,28.6123060813148
14207,2013,30,1,1,t,162.960088726761
14208,2013,30,1,1,v,0
14209,2013,30,1,2,a,107.126815467234
14210,2013,30,1,2,c,12.7136342024499
14211,2013,30,1,2,d,31.206193042377
14212,2013,30,1,2,h,29.18356941926
14213,2013,30,1,2,n,209.558254666518
14214,2013,30,1,2,o,60.5342355775739
14215,2013,30,1,2,t,240.764447708895
14216,2013,30,1,2,v,0
14217,2013,30,1,3,a,37.7021638441897
14218,2013,30,1,3,c,9.81780485359994
14219,2013,30,1,3,d,28.4671510595249
14220,2013,30,1,3,h,7.21765562296617
14221,2013,30,1,3,n,77.6010054866735
14222,2013,30,1,3,o,22.8633811659177
14223,2013,30,1,3,t,106.068156546198
14224,2013,30,1,3,v,0
14225,2013,30,1,4,a,22.6255712956752
14226,2013,30,1,4,c,8.00020200510063
14227,2013,30,1,4,d,28.2507133305116
14228,2013,30,1,4,h,7.87519884877093
14229,2013,30,1,4,n,56.2514203483638
14230,2013,30,1,4,o,17.750448198817
14231,2013,30,1,4,t,84.5021336788754
14232,2013,30,1,4,v,0
14233,2013,30,1,5,a,44.7276924892589
14234,2013,30,1,5,c,10.4200570102992
14235,2013,30,1,5,d,55.706135842526
14236,2013,30,1,5,h,13.5905557373203
14237,2013,30,1,5,n,99.4968749766353
14238,2013,30,1,5,o,30.7585697397569
14239,2013,30,1,5,t,155.203010819161
14240,2013,30,1,5,v,0
14241,2013,30,2,1,a,12.2784005535719
14242,2013,30,2,1,c,11.0025073786394
14243,2013,30,2,1,d,29.7432240130386
14244,2013,30,2,1,h,5.74980430781304
14245,2013,30,2,1,n,51.8642290589476
14246,2013,30,2,1,o,22.8335168189233
14247,2013,30,2,1,t,81.6074530719862
14248,2013,30,2,1,v,0
14249,2013,30,2,2,a,17.9035310006933
14250,2013,30,2,2,c,15.2511560376277
14251,2013,30,2,2,d,10.8084279744926
14252,2013,30,2,2,h,14.5880622968612
14253,2013,30,2,2,n,98.9335861223498
14254,2013,30,2,2,o,51.1908367871676
14255,2013,30,2,2,t,109.742014096842
14256,2013,30,2,2,v,0
14257,2013,30,2,3,a,8.54032579870452
14258,2013,30,2,3,c,11.6815950579981
14259,2013,30,2,3,d,9.76738410311609
14260,2013,30,2,3,h,3.58301024888178
14261,2013,30,2,3,n,38.3333014298174
14262,2013,30,2,3,o,14.528370324233
14263,2013,30,2,3,t,48.1006855329335
14264,2013,30,2,3,v,0
14265,2013,30,2,4,a,7.68634199409555
14266,2013,30,2,4,c,8.46611581958351
14267,2013,30,2,4,d,11.8080036431033
14268,2013,30,2,4,h,2.56211399803185
14269,2013,30,2,4,n,31.7479343234381
14270,2013,30,2,4,o,13.0333625117272
14271,2013,30,2,4,t,43.5559379665415
14272,2013,30,2,4,v,0
14273,2013,30,2,5,a,11.9677505198527
14274,2013,30,2,5,c,11.5287421275774
14275,2013,30,2,5,d,21.5973041678044
14276,2013,30,2,5,h,6.3274470451853
14277,2013,30,2,5,n,54.284342070911
14278,2013,30,2,5,o,24.4604023782955
14279,2013,30,2,5,t,75.8816462387154
14280,2013,30,2,5,v,0
14281,2013,35,0,1,a,23.3868080682558
14282,2013,35,0,1,c,20.0708990473253
14283,2013,35,0,1,d,54.2124808183874
14284,2013,35,0,1,h,16.4479614133457
14285,2013,35,0,1,n,95.5209876426247
14286,2013,35,0,1,o,35.6153191136979
14287,2013,35,0,1,t,149.733468461012
14288,2013,35,0,1,v,0
14289,2013,35,0,2,a,48.4979188264381
14290,2013,35,0,2,c,23.9841501840575
14291,2013,35,0,2,d,23.2653822763334
14292,2013,35,0,2,h,38.5864876778213
14293,2013,35,0,2,n,190.360005877252
14294,2013,35,0,2,o,79.2914491889347
14295,2013,35,0,2,t,213.625388153585
14296,2013,35,0,2,v,0
14297,2013,35,0,3,a,21.5187190466287
14298,2013,35,0,3,c,15.1750504259462
14299,2013,35,0,3,d,21.4192105192454
14300,2013,35,0,3,h,9.57769576063821
14301,2013,35,0,3,n,72.5417164623922
14302,2013,35,0,3,o,26.2702512291791
14303,2013,35,0,3,t,93.9609269816377
14304,2013,35,0,3,v,0
14305,2013,35,0,4,a,12.6632720940758
14306,2013,35,0,4,c,14.2538280092737
14307,2013,35,0,4,d,20.677226897573
14308,2013,35,0,4,h,8.07513003100483
14309,2013,35,0,4,n,56.4647349895262
14310,2013,35,0,4,o,21.4725048551719
14311,2013,35,0,4,t,77.1419618870992
14312,2013,35,0,4,v,0
14313,2013,35,0,5,a,25.4855893207461
14314,2013,35,0,5,c,19.1141919905596
14315,2013,35,0,5,d,40.5840241095706
14316,2013,35,0,5,h,17.3220778411127
14317,2013,35,0,5,n,100.317777884052
14318,2013,35,0,5,o,38.395918731634
14319,2013,35,0,5,t,140.901801993623
14320,2013,35,0,5,v,0
14321,2013,35,1,1,a,33.4801387216381
14322,2013,35,1,1,c,17.8630381322937
14323,2013,35,1,1,d,73.8373730205238
14324,2013,35,1,1,h,22.2156302697921
14325,2013,35,1,1,n,112.31428751601
14326,2013,35,1,1,o,38.7554803922863
14327,2013,35,1,1,t,186.151660536534
14328,2013,35,1,1,v,0
14329,2013,35,1,2,a,85.7701929555264
14330,2013,35,1,2,c,20.394604152019
14331,2013,35,1,2,d,33.9372661976284
14332,2013,35,1,2,h,53.5257595135992
14333,2013,35,1,2,n,247.556637750396
14334,2013,35,1,2,o,87.8660811292517
14335,2013,35,1,2,t,281.493903948025
14336,2013,35,1,2,v,0
14337,2013,35,1,3,a,33.2697819774619
14338,2013,35,1,3,c,11.5533392745941
14339,2013,35,1,3,d,31.8316069640269
14340,2013,35,1,3,h,14.7652634712655
14341,2013,35,1,3,n,90.1735733423715
14342,2013,35,1,3,o,30.58518861905
14343,2013,35,1,3,t,122.005180306398
14344,2013,35,1,3,v,0
14345,2013,35,1,4,a,18.5437862884391
14346,2013,35,1,4,c,13.6160668551476
14347,2013,35,1,4,d,29.5663165997491
14348,2013,35,1,4,h,12.059944928845
14349,2013,35,1,4,n,69.8958098564244
14350,2013,35,1,4,o,25.6760117839926
14351,2013,35,1,4,t,99.4621264561735
14352,2013,35,1,4,v,0
14353,2013,35,1,5,a,38.8564466462375
14354,2013,35,1,5,c,16.5119575837176
14355,2013,35,1,5,d,56.4353307199799
14356,2013,35,1,5,h,23.7873801252202
14357,2013,35,1,5,n,121.345106132157
14358,2013,35,1,5,o,42.1893217769817
14359,2013,35,1,5,t,177.780436852137
14360,2013,35,1,5,v,0
14361,2013,35,2,1,a,13.1367588578354
14362,2013,35,2,1,c,22.3130412901591
14363,2013,35,2,1,d,34.2828740583348
14364,2013,35,2,1,h,10.5907382985779
14365,2013,35,2,1,n,78.4669391804487
14366,2013,35,2,1,o,32.4264007338763
14367,2013,35,2,1,t,112.749813238784
14368,2013,35,2,1,v,0
14369,2013,35,2,2,a,15.5393708493663
14370,2013,35,2,2,c,27.1582582275623
14371,2013,35,2,2,d,13.8286144255829
14372,2013,35,2,2,h,25.3762202861212
14373,2013,35,2,2,n,139.783056126639
14374,2013,35,2,2,o,71.7092067635896
14375,2013,35,2,2,t,153.611670552222
14376,2013,35,2,2,v,0
14377,2013,35,2,3,a,8.84278917084114
14378,2013,35,2,3,c,19.0818082107624
14379,2013,35,2,3,d,10.187306822548
14380,2013,35,2,3,h,3.98184073774718
14381,2013,35,2,3,n,53.5221449814069
14382,2013,35,2,3,o,21.6157068620561
14383,2013,35,2,3,t,63.7094518039548
14384,2013,35,2,3,v,0
14385,2013,35,2,4,a,7.41168971702169
14386,2013,35,2,4,c,14.8233794340434
14387,2013,35,2,4,d,12.738841701131
14388,2013,35,2,4,h,4.51649842131009
14389,2013,35,2,4,n,44.4701383021301
14390,2013,35,2,4,o,17.718570729755
14391,2013,35,2,4,t,57.2089800032611
14392,2013,35,2,4,v,0
14393,2013,35,2,5,a,12.1346747600754
14394,2013,35,2,5,c,21.7125451392653
14395,2013,35,2,5,d,24.7563598784146
14396,2013,35,2,5,h,10.8664186187631
14397,2013,35,2,5,n,79.3218121022317
14398,2013,35,2,5,o,34.608173584128
14399,2013,35,2,5,t,104.078171980646
14400,2013,35,2,5,v,0
14401,2013,40,0,1,a,24.1195475737075
14402,2013,40,0,1,c,37.7151989838383
14403,2013,40,0,1,d,60.5182800233084
14404,2013,40,0,1,h,33.4288466372438
14405,2013,40,0,1,n,149.975315468872
14406,2013,40,0,1,o,54.7117222740825
14407,2013,40,0,1,t,210.49359549218
14408,2013,40,0,1,v,0
14409,2013,40,0,2,a,39.6305307461196
14410,2013,40,0,2,c,46.034356120608
14411,2013,40,0,2,d,27.4449658906645
14412,2013,40,0,2,h,64.0382537448839
14413,2013,40,0,2,n,262.812993369003
14414,2013,40,0,2,o,113.109852757392
14415,2013,40,0,2,t,290.257959259668
14416,2013,40,0,2,v,0
14417,2013,40,0,3,a,20.839076918087
14418,2013,40,0,3,c,27.2718918422176
14419,2013,40,0,3,d,25.9745174037375
14420,2013,40,0,3,h,16.4063809199466
14421,2013,40,0,3,n,107.03339117461
14422,2013,40,0,3,o,42.5160414943591
14423,2013,40,0,3,t,133.007908578348
14424,2013,40,0,3,v,0
14425,2013,40,0,4,a,15.389053797961
14426,2013,40,0,4,c,30.5226876158729
14427,2013,40,0,4,d,24.0094781246197
14428,2013,40,0,4,h,18.070963588477
14429,2013,40,0,4,n,97.2511574037121
14430,2013,40,0,4,o,33.2684524014012
14431,2013,40,0,4,t,121.260635528332
14432,2013,40,0,4,v,0
14433,2013,40,0,5,a,24.9181079124304
14434,2013,40,0,5,c,36.4065454479313
14435,2013,40,0,5,d,47.2543279762115
14436,2013,40,0,5,h,33.2658908260669
14437,2013,40,0,5,n,153.198434959779
14438,2013,40,0,5,o,58.6078907733502
14439,2013,40,0,5,t,200.45276293599
14440,2013,40,0,5,v,0
14441,2013,40,1,1,a,35.2272767037442
14442,2013,40,1,1,c,32.8215114654397
14443,2013,40,1,1,d,79.6402024991964
14444,2013,40,1,1,h,46.865556590347
14445,2013,40,1,1,n,178.198468008696
14446,2013,40,1,1,o,63.2841232491653
14447,2013,40,1,1,t,257.838670507893
14448,2013,40,1,1,v,0
14449,2013,40,1,2,a,64.9910812598919
14450,2013,40,1,2,c,35.4567649559362
14451,2013,40,1,2,d,38.6517701497678
14452,2013,40,1,2,h,87.9795332642901
14453,2013,40,1,2,n,320.825277634262
14454,2013,40,1,2,o,132.397898154144
14455,2013,40,1,2,t,359.47704778403
14456,2013,40,1,2,v,0
14457,2013,40,1,3,a,32.642824221292
14458,2013,40,1,3,c,21.832195844289
14459,2013,40,1,3,d,38.3381796589326
14460,2013,40,1,3,h,23.7306476568359
14461,2013,40,1,3,n,129.516601433753
14462,2013,40,1,3,o,51.3109337113362
14463,2013,40,1,3,t,167.854781092686
14464,2013,40,1,3,v,0
14465,2013,40,1,4,a,23.2635124909018
14466,2013,40,1,4,c,28.878843092154
14467,2013,40,1,4,d,33.1571902169176
14468,2013,40,1,4,h,29.1462397874517
14469,2013,40,1,4,n,118.323037669242
14470,2013,40,1,4,o,37.0344422987345
14471,2013,40,1,4,t,151.48022788616
14472,2013,40,1,4,v,0
14473,2013,40,1,5,a,37.5843141932486
14474,2013,40,1,5,c,30.8458590983231
14475,2013,40,1,5,d,63.5990108025374
14476,2013,40,1,5,h,46.4430590378706
14477,2013,40,1,5,n,182.645050812889
14478,2013,40,1,5,o,67.7718184834468
14479,2013,40,1,5,t,246.244061615426
14480,2013,40,1,5,v,0
14481,2013,40,2,1,a,12.9399589990402
14482,2013,40,2,1,c,42.6405453285506
14483,2013,40,2,1,d,41.272651728409
14484,2013,40,2,1,h,19.9052103193013
14485,2013,40,2,1,n,121.569578348213
14486,2013,40,2,1,o,46.0838637013207
14487,2013,40,2,1,t,162.842230076622
14488,2013,40,2,1,v,0
14489,2013,40,2,2,a,17.1784724626327
14490,2013,40,2,2,c,55.3988489457592
14491,2013,40,2,2,d,17.5234217088703
14492,2013,40,2,2,h,42.8426963827104
14493,2013,40,2,2,n,211.453887943651
14494,2013,40,2,2,o,96.033870152549
14495,2013,40,2,2,t,228.977309652522
14496,2013,40,2,2,v,0
14497,2013,40,2,3,a,8.42806590303954
14498,2013,40,2,3,c,32.9914421862403
14499,2013,40,2,3,d,12.9747856665214
14500,2013,40,2,3,h,8.70530491300794
14501,2013,40,2,3,n,83.3934941984965
14502,2013,40,2,3,o,33.2686811962087
14503,2013,40,2,3,t,96.3682798650179
14504,2013,40,2,3,v,0
14505,2013,40,2,4,a,8.18974990459552
14506,2013,40,2,4,c,32.0255891791646
14507,2013,40,2,4,d,15.6460893699735
14508,2013,40,2,4,h,7.94527975818969
14509,2013,40,2,4,n,77.9859767034619
14510,2013,40,2,4,o,29.8253578615121
14511,2013,40,2,4,t,93.6320660734354
14512,2013,40,2,4,v,0
14513,2013,40,2,5,a,12.3763014553361
14514,2013,40,2,5,c,41.9126180966146
14515,2013,40,2,5,d,31.0701727472845
14516,2013,40,2,5,h,20.2181407972919
14517,2013,40,2,5,n,124.041025972575
14518,2013,40,2,5,o,49.533965623332
14519,2013,40,2,5,t,155.111198719859
14520,2013,40,2,5,v,0
14521,2013,45,0,1,a,26.8658809490812
14522,2013,45,0,1,c,73.9958615361168
14523,2013,45,0,1,d,71.6232343765261
14524,2013,45,0,1,h,58.806746880006
14525,2013,45,0,1,n,248.179668116339
14526,2013,45,0,1,o,88.5111787511353
14527,2013,45,0,1,t,319.802902492865
14528,2013,45,0,1,v,0
14529,2013,45,0,2,a,38.878196086228
14530,2013,45,0,2,c,90.9555577262448
14531,2013,45,0,2,d,34.0229172040441
14532,2013,45,0,2,h,103.795072992464
14533,2013,45,0,2,n,408.922376966154
14534,2013,45,0,2,o,175.293550161217
14535,2013,45,0,2,t,442.945294170198
14536,2013,45,0,2,v,0
14537,2013,45,0,3,a,21.6186186195434
14538,2013,45,0,3,c,49.7043453731383
14539,2013,45,0,3,d,39.8189086539453
14540,2013,45,0,3,h,30.7649572662733
14541,2013,45,0,3,n,175.320221938833
14542,2013,45,0,3,o,73.2323006798778
14543,2013,45,0,3,t,215.139130592778
14544,2013,45,0,3,v,0
14545,2013,45,0,4,a,14.9066221455552
14546,2013,45,0,4,c,52.5545097038643
14547,2013,45,0,4,d,31.5465724475703
14548,2013,45,0,4,h,31.7545718263455
14549,2013,45,0,4,n,153.91954029364
14550,2013,45,0,4,o,54.7038366178746
14551,2013,45,0,4,t,185.46611274121
14552,2013,45,0,4,v,0
14553,2013,45,0,5,a,26.8244300438845
14554,2013,45,0,5,c,71.0712013553946
14555,2013,45,0,5,d,59.2228888856106
14556,2013,45,0,5,h,58.5739860356107
14557,2013,45,0,5,n,251.652928288486
14558,2013,45,0,5,o,95.1833108535957
14559,2013,45,0,5,t,310.875817174096
14560,2013,45,0,5,v,0
14561,2013,45,1,1,a,39.0850015431018
14562,2013,45,1,1,c,71.2311556667652
14563,2013,45,1,1,d,93.2137697943219
14564,2013,45,1,1,h,85.008078862621
14565,2013,45,1,1,n,297.233159064612
14566,2013,45,1,1,o,101.908922992124
14567,2013,45,1,1,t,390.446928858934
14568,2013,45,1,1,v,0
14569,2013,45,1,2,a,62.200564033489
14570,2013,45,1,2,c,85.0278646270601
14571,2013,45,1,2,d,44.5055759894792
14572,2013,45,1,2,h,139.568260676129
14573,2013,45,1,2,n,496.149080350872
14574,2013,45,1,2,o,209.352391014194
14575,2013,45,1,2,t,540.654656340352
14576,2013,45,1,2,v,0
14577,2013,45,1,3,a,34.5939998669369
14578,2013,45,1,3,c,45.3404780105926
14579,2013,45,1,3,d,58.6830154810866
14580,2013,45,1,3,h,44.8574902288553
14581,2013,45,1,3,n,217.40487525452
14582,2013,45,1,3,o,92.6129071481347
14583,2013,45,1,3,t,276.087890735606
14584,2013,45,1,3,v,0
14585,2013,45,1,4,a,21.9809331105932
14586,2013,45,1,4,c,48.3865995096825
14587,2013,45,1,4,d,43.8191328892994
14588,2013,45,1,4,h,49.5284661647782
14589,2013,45,1,4,n,186.409731444381
14590,2013,45,1,4,o,66.5137326593275
14591,2013,45,1,4,t,230.228864333681
14592,2013,45,1,4,v,0
14593,2013,45,1,5,a,40.098722413606
14594,2013,45,1,5,c,67.3779190908453
14595,2013,45,1,5,d,78.5667257445712
14596,2013,45,1,5,h,83.1101164834895
14597,2013,45,1,5,n,301.928109457032
14598,2013,45,1,5,o,111.341351469091
14599,2013,45,1,5,t,380.494835201603
14600,2013,45,1,5,v,0
14601,2013,45,2,1,a,14.7479115072771
14602,2013,45,2,1,c,76.7376808824922
14603,2013,45,2,1,d,50.2114276583674
14604,2013,45,2,1,h,32.8223122509487
14605,2013,45,2,1,n,199.532247072318
14606,2013,45,2,1,o,75.2243424316002
14607,2013,45,2,1,t,249.743674730686
14608,2013,45,2,1,v,0
14609,2013,45,2,2,a,18.2369864525631
14610,2013,45,2,2,c,96.2017984244871
14611,2013,45,2,2,d,24.745353365002
14612,2013,45,2,2,h,72.1343999461975
14613,2013,45,2,2,n,331.723326068369
14614,2013,45,2,2,o,145.150141245121
14615,2013,45,2,2,t,356.468679433371
14616,2013,45,2,2,v,0
14617,2013,45,2,3,a,8.10890115966087
14618,2013,45,2,3,c,54.2479201611421
14619,2013,45,2,3,d,20.177963350784
14620,2013,45,2,3,h,16.0920829214975
14621,2013,45,2,3,n,131.502490124113
14622,2013,45,2,3,o,53.0535858818122
14623,2013,45,2,3,t,151.680453474897
14624,2013,45,2,3,v,0
14625,2013,45,2,4,a,8.22429624292575
14626,2013,45,2,4,c,56.4914774718999
14627,2013,45,2,4,d,19.9540302287379
14628,2013,45,2,4,h,14.9655226715534
14629,2013,45,2,4,n,123.229619115314
14630,2013,45,2,4,o,43.5483227289347
14631,2013,45,2,4,t,143.183649344052
14632,2013,45,2,4,v,0
14633,2013,45,2,5,a,13.7995392359746
14634,2013,45,2,5,c,74.6950930762273
14635,2013,45,2,5,d,40.2424900909689
14636,2013,45,2,5,h,34.4988480899366
14637,2013,45,2,5,n,202.322332967121
14638,2013,45,2,5,o,79.3288525649829
14639,2013,45,2,5,t,242.56482305809
14640,2013,45,2,5,v,0
14641,2013,50,0,1,a,30.4388275239009
14642,2013,50,0,1,c,142.260180803419
14643,2013,50,0,1,d,81.3503562063418
14644,2013,50,0,1,h,99.7963757605637
14645,2013,50,0,1,n,419.954164054124
14646,2013,50,0,1,o,147.458779966241
14647,2013,50,0,1,t,501.304520260466
14648,2013,50,0,1,v,0
14649,2013,50,0,2,a,38.8214149430714
14650,2013,50,0,2,c,182.054086758055
14651,2013,50,0,2,d,48.2119518292082
14652,2013,50,0,2,h,169.065643018992
14653,2013,50,0,2,n,651.365056653721
14654,2013,50,0,2,o,261.423911933602
14655,2013,50,0,2,t,699.577008482929
14656,2013,50,0,2,v,0
14657,2013,50,0,3,a,23.0151689233409
14658,2013,50,0,3,c,91.0789860236478
14659,2013,50,0,3,d,51.8477581116654
14660,2013,50,0,3,h,58.937739059614
14661,2013,50,0,3,n,290.216553469364
14662,2013,50,0,3,o,117.184659462761
14663,2013,50,0,3,t,342.064311581029
14664,2013,50,0,3,v,0
14665,2013,50,0,4,a,17.9160149026707
14666,2013,50,0,4,c,83.9678288811916
14667,2013,50,0,4,d,31.9466289830755
14668,2013,50,0,4,h,46.3370023988752
14669,2013,50,0,4,n,229.95816718448
14670,2013,50,0,4,o,81.7373210017427
14671,2013,50,0,4,t,261.904796167556
14672,2013,50,0,4,v,0
14673,2013,50,0,5,a,29.7922461841751
14674,2013,50,0,5,c,137.31055724126
14675,2013,50,0,5,d,70.5807338619115
14676,2013,50,0,5,h,100.056893752142
14677,2013,50,0,5,n,420.946808980647
14678,2013,50,0,5,o,153.78711180307
14679,2013,50,0,5,t,491.527542842559
14680,2013,50,0,5,v,0
14681,2013,50,1,1,a,44.5184675798026
14682,2013,50,1,1,c,148.749862210927
14683,2013,50,1,1,d,107.413140417896
14684,2013,50,1,1,h,146.386279626469
14685,2013,50,1,1,n,513.819477769805
14686,2013,50,1,1,o,174.164868352606
14687,2013,50,1,1,t,621.2326181877
14688,2013,50,1,1,v,0
14689,2013,50,1,2,a,62.9743531517966
14690,2013,50,1,2,c,187.371967013227
14691,2013,50,1,2,d,67.7051851003921
14692,2013,50,1,2,h,227.390152021019
14693,2013,50,1,2,n,786.481422798484
14694,2013,50,1,2,o,308.744950612441
14695,2013,50,1,2,t,854.186607898876
14696,2013,50,1,2,v,0
14697,2013,50,1,3,a,36.6422762879978
14698,2013,50,1,3,c,93.6413727359944
14699,2013,50,1,3,d,77.2832136788526
14700,2013,50,1,3,h,87.7524354754234
14701,2013,50,1,3,n,366.931683383978
14702,2013,50,1,3,o,148.895598884563
14703,2013,50,1,3,t,444.214897062831
14704,2013,50,1,3,v,0
14705,2013,50,1,4,a,26.6512830384534
14706,2013,50,1,4,c,88.7868457795332
14707,2013,50,1,4,d,39.748484988779
14708,2013,50,1,4,h,75.6896438292076
14709,2013,50,1,4,n,291.488889917713
14710,2013,50,1,4,o,100.361117270519
14711,2013,50,1,4,t,331.237374906492
14712,2013,50,1,4,v,0
14713,2013,50,1,5,a,44.6302270011839
14714,2013,50,1,5,c,142.818541009481
14715,2013,50,1,5,d,94.9764619329931
14716,2013,50,1,5,h,144.33373676252
14717,2013,50,1,5,n,514.141303817054
14718,2013,50,1,5,o,182.35879904387
14719,2013,50,1,5,t,609.117765750047
14720,2013,50,1,5,v,0
14721,2013,50,2,1,a,16.6146562894303
14722,2013,50,2,1,c,135.888251785464
14723,2013,50,2,1,d,55.7604696497919
14724,2013,50,2,1,h,54.0518250275481
14725,2013,50,2,1,n,327.791994806128
14726,2013,50,2,1,o,121.237261703687
14727,2013,50,2,1,t,383.55246445592
14728,2013,50,2,1,v,0
14729,2013,50,2,2,a,17.9197036201828
14730,2013,50,2,2,c,177.452046336192
14731,2013,50,2,2,d,31.3427025866119
14732,2013,50,2,2,h,118.592195868401
14733,2013,50,2,2,n,534.436703848374
14734,2013,50,2,2,o,220.472758023598
14735,2013,50,2,2,t,565.779406434986
14736,2013,50,2,2,v,0
14737,2013,50,2,3,a,9.38250327514824
14738,2013,50,2,3,c,88.5155541539178
14739,2013,50,2,3,d,26.401927820766
14740,2013,50,2,3,h,30.1112895807083
14741,2013,50,2,3,n,213.470132655504
14742,2013,50,2,3,o,85.46078564573
14743,2013,50,2,3,t,239.87206047627
14744,2013,50,2,3,v,0
14745,2013,50,2,4,a,10.0928928031128
14746,2013,50,2,4,c,79.6520188786196
14747,2013,50,2,4,d,24.9594511212113
14748,2013,50,2,4,h,20.0493951629402
14749,2013,50,2,4,n,174.852548291764
14750,2013,50,2,4,o,65.0582414470917
14751,2013,50,2,4,t,199.811999412976
14752,2013,50,2,4,v,0
14753,2013,50,2,5,a,15.4975172417965
14754,2013,50,2,5,c,132.004233156012
14755,2013,50,2,5,d,47.0781883047466
14756,2013,50,2,5,h,57.4011256214762
14757,2013,50,2,5,n,331.16437435981
14758,2013,50,2,5,o,126.261498340524
14759,2013,50,2,5,t,378.242562664556
14760,2013,50,2,5,v,0
14761,2013,55,0,1,a,32.6476872479155
14762,2013,55,0,1,c,238.932261599664
14763,2013,55,0,1,d,78.9035512646148
14764,2013,55,0,1,h,149.006882952146
14765,2013,55,0,1,n,648.258526073174
14766,2013,55,0,1,o,227.671694273448
14767,2013,55,0,1,t,727.162077337789
14768,2013,55,0,1,v,0
14769,2013,55,0,2,a,42.5320145781354
14770,2013,55,0,2,c,323.875543442963
