,year,age,sex,race,cause,mort
4526,2004,30,2,1,o,20.7929758555163
4527,2004,30,2,1,t,69.096658227562
4528,2004,30,2,1,v,0
4529,2004,30,2,2,a,20.4476054452852
4530,2004,30,2,2,c,18.3814710971553
4531,2004,30,2,2,d,9.11948953657319
4532,2004,30,2,2,h,17.0277968690703
4533,2004,30,2,2,n,124.25304493581
4534,2004,30,2,2,o,68.3961715242989
4535,2004,30,2,2,t,133.372534472383
4536,2004,30,2,2,v,0
4537,2004,30,2,3,a,11.692878687838
4538,2004,30,2,3,c,9.65680528448308
4539,2004,30,2,3,d,4.94474969386182
4540,2004,30,2,3,h,2.15242045497515
4541,2004,30,2,3,n,38.918088766983
4542,2004,30,2,3,o,15.4159843396869
4543,2004,30,2,3,t,43.8628384608449
4544,2004,30,2,3,v,0
4545,2004,30,2,4,a,10.0399859172464
4546,2004,30,2,4,c,10.173852396143
4547,2004,30,2,4,d,9.63838648055656
4548,2004,30,2,4,h,1.60639774675943
4549,2004,30,2,4,n,34.6714180342243
4550,2004,30,2,4,o,12.8511819740754
4551,2004,30,2,4,t,44.3098045147809
4552,2004,30,2,4,v,0
4553,2004,30,2,5,a,14.7010780790591
4554,2004,30,2,5,c,12.586810129517
4555,2004,30,2,5,d,12.339816210178
4556,2004,30,2,5,h,6.372443118947
4557,2004,30,2,5,n,59.5551738310272
4558,2004,30,2,5,o,25.894842503504
4559,2004,30,2,5,t,71.8949900412052
4560,2004,30,2,5,v,0
4561,2004,35,0,1,a,27.2533684633951
4562,2004,35,0,1,c,21.4220491413508
4563,2004,35,0,1,d,37.9143080828382
4564,2004,35,0,1,h,18.3668671161815
4565,2004,35,0,1,n,105.421667350922
4566,2004,35,0,1,o,38.3793826299951
4567,2004,35,0,1,t,143.335975433761
4568,2004,35,0,1,v,0
4569,2004,35,0,2,a,50.8180727546015
4570,2004,35,0,2,c,28.4101036659583
4571,2004,35,0,2,d,23.0991239793643
4572,2004,35,0,2,h,38.3045315752293
4573,2004,35,0,2,n,231.646018111168
4574,2004,35,0,2,o,114.113310115379
4575,2004,35,0,2,t,254.745142090533
4576,2004,35,0,2,v,0
4577,2004,35,0,3,a,29.9703422318895
4578,2004,35,0,3,c,15.9351512889392
4579,2004,35,0,3,d,20.1334507631405
4580,2004,35,0,3,h,9.95946955558702
4581,2004,35,0,3,n,92.822256258071
4582,2004,35,0,3,o,36.9572931816552
4583,2004,35,0,3,t,112.955707021212
4584,2004,35,0,3,v,0
4585,2004,35,0,4,a,18.0060827025939
4586,2004,35,0,4,c,15.5275126139778
4587,2004,35,0,4,d,16.7667976582859
4588,2004,35,0,4,h,9.1123900316771
4589,2004,35,0,4,n,64.6615196647807
4590,2004,35,0,4,o,22.0155343165319
4591,2004,35,0,4,t,81.4283173230666
4592,2004,35,0,4,v,0
4593,2004,35,0,5,a,30.1073104881897
4594,2004,35,0,5,c,21.1046113638251
4595,2004,35,0,5,d,31.9331309034275
4596,2004,35,0,5,h,19.0540745897889
4597,2004,35,0,5,n,117.124038842098
4598,2004,35,0,5,o,46.8580424002941
4599,2004,35,0,5,t,149.057169745525
4600,2004,35,0,5,v,0
4601,2004,35,1,1,a,40.0059966161951
4602,2004,35,1,1,c,18.8036750690682
4603,2004,35,1,1,d,53.3984394520235
4604,2004,35,1,1,h,25.5427294598048
4605,2004,35,1,1,n,130.212237380335
4606,2004,35,1,1,o,45.8598362352672
4607,2004,35,1,1,t,183.610676832359
4608,2004,35,1,1,v,0
4609,2004,35,1,2,a,83.4563498819891
4610,2004,35,1,2,c,19.9367946940307
4611,2004,35,1,2,d,32.3779727782902
4612,2004,35,1,2,h,51.2329258997767
4613,2004,35,1,2,n,292.097224586962
4614,2004,35,1,2,o,137.471154111165
4615,2004,35,1,2,t,324.475197365252
4616,2004,35,1,2,v,0
4617,2004,35,1,3,a,46.8950893977298
4618,2004,35,1,3,c,13.0937088478286
4619,2004,35,1,3,d,30.2251252698775
4620,2004,35,1,3,h,14.131976509771
4621,2004,35,1,3,n,121.823405667903
4622,2004,35,1,3,o,47.7026309125738
4623,2004,35,1,3,t,152.048530937781
4624,2004,35,1,3,v,0
4625,2004,35,1,4,a,24.7132599879082
4626,2004,35,1,4,c,15.4457874924426
4627,2004,35,1,4,d,22.948027131629
4628,2004,35,1,4,h,13.3863491601169
4629,2004,35,1,4,n,82.2304305550039
4630,2004,35,1,4,o,28.6850339145362
4631,2004,35,1,4,t,105.178457686633
4632,2004,35,1,4,v,0
4633,2004,35,1,5,a,45.3998307923504
4634,2004,35,1,5,c,17.8033060499717
4635,2004,35,1,5,d,45.1757724047263
4636,2004,35,1,5,h,26.0281160290095
4637,2004,35,1,5,n,145.367214737341
4638,2004,35,1,5,o,56.1359618660093
4639,2004,35,1,5,t,190.542987142067
4640,2004,35,1,5,v,0
4641,2004,35,2,1,a,14.4428584869507
4642,2004,35,2,1,c,24.0523075299069
4643,2004,35,2,1,d,22.3598971014459
4644,2004,35,2,1,h,11.1584348588358
4645,2004,35,2,1,n,80.5185775032184
4646,2004,35,2,1,o,30.8649766275251
4647,2004,35,2,1,t,102.878474604664
4648,2004,35,2,1,v,0
4649,2004,35,2,2,a,21.7879548579235
4650,2004,35,2,2,c,35.9466889296341
4651,2004,35,2,2,d,14.8460512596577
4652,2004,35,2,2,h,26.8053703299375
4653,2004,35,2,2,n,177.877688240713
4654,2004,35,2,2,o,93.3376741232181
4655,2004,35,2,2,t,192.723739500371
4656,2004,35,2,2,v,0
4657,2004,35,2,3,a,10.7873525156433
4658,2004,35,2,3,c,19.1557229520211
4659,2004,35,2,3,d,8.69525990654884
4660,2004,35,2,3,h,5.23023152273614
4661,2004,35,2,3,n,59.951528829363
4662,2004,35,2,3,o,24.7782218389625
4663,2004,35,2,3,t,68.6467887359119
4664,2004,35,2,3,v,0
4665,2004,35,2,4,a,11.4168174055885
4666,2004,35,2,4,c,15.6078010101716
4667,2004,35,2,4,d,10.6942340254879
4668,2004,35,2,4,h,4.91356698468364
4669,2004,35,2,4,n,47.4014697345951
4670,2004,35,2,4,o,15.4632843341515
4671,2004,35,2,4,t,58.0957037600831
4672,2004,35,2,4,v,0
4673,2004,35,2,5,a,14.7247094428867
4674,2004,35,2,5,c,24.4253630490741
4675,2004,35,2,5,d,18.6124834922203
4676,2004,35,2,5,h,12.0389524909316
4677,2004,35,2,5,n,88.7144962416776
4678,2004,35,2,5,o,37.5254712587852
4679,2004,35,2,5,t,107.326979733898
4680,2004,35,2,5,v,0
4681,2004,40,0,1,a,30.0579023014715
4682,2004,40,0,1,c,44.4082887681439
4683,2004,40,0,1,d,50.0629944686716
4684,2004,40,0,1,h,36.7178890154263
4685,2004,40,0,1,n,173.046560448814
4686,2004,40,0,1,o,61.8624803637727
4687,2004,40,0,1,t,223.109554917486
4688,2004,40,0,1,v,0
4689,2004,40,0,2,a,46.4197022602049
4690,2004,40,0,2,c,64.9528118517323
4691,2004,40,0,2,d,31.6071231120047
4692,2004,40,0,2,h,74.7235506795358
4693,2004,40,0,2,n,359.013802124805
4694,2004,40,0,2,o,172.917737333332
4695,2004,40,0,2,t,390.62092523681
4696,2004,40,0,2,v,0
4697,2004,40,0,3,a,29.0245912340821
4698,2004,40,0,3,c,28.9543987522584
4699,2004,40,0,3,d,29.3053611613767
4700,2004,40,0,3,h,21.3736107153035
4701,2004,40,0,3,n,141.262369670109
4702,2004,40,0,3,o,61.9097689684653
4703,2004,40,0,3,t,170.567730831486
4704,2004,40,0,3,v,0
4705,2004,40,0,4,a,19.5476500695749
4706,2004,40,0,4,c,32.6812274600705
4707,2004,40,0,4,d,20.3875881585019
4708,2004,40,0,4,h,15.5770336491925
4709,2004,40,0,4,n,103.846890994617
4710,2004,40,0,4,o,36.0409798157787
4711,2004,40,0,4,t,124.234479153118
4712,2004,40,0,4,v,0
4713,2004,40,0,5,a,31.3801560816372
4714,2004,40,0,5,c,44.3949472807278
4715,2004,40,0,5,d,43.4799468951205
4716,2004,40,0,5,h,38.3690161697997
4717,2004,40,0,5,n,188.455222277558
4718,2004,40,0,5,o,74.3111027453933
4719,2004,40,0,5,t,231.935169172678
4720,2004,40,0,5,v,0
4721,2004,40,1,1,a,43.9411204103859
4722,2004,40,1,1,c,39.6830645908015
4723,2004,40,1,1,d,68.103697516785
4724,2004,40,1,1,h,54.0571524314695
4725,2004,40,1,1,n,213.998799429824
4726,2004,40,1,1,o,76.3174619971667
4727,2004,40,1,1,t,282.102496946609
4728,2004,40,1,1,v,0
4729,2004,40,1,2,a,73.4321930389838
4730,2004,40,1,2,c,56.8339980432902
4731,2004,40,1,2,d,44.2371536269155
4732,2004,40,1,2,h,94.3281349532052
4733,2004,40,1,2,n,426.514332121484
4734,2004,40,1,2,o,201.920006086005
4735,2004,40,1,2,t,470.751485748399
4736,2004,40,1,2,v,0
4737,2004,40,1,3,a,42.8070684751813
4738,2004,40,1,3,c,25.3347956281685
4739,2004,40,1,3,d,44.6886978587058
4740,2004,40,1,3,h,31.5844932234462
4741,2004,40,1,3,n,179.561204027762
4742,2004,40,1,3,o,79.8348467009661
4743,2004,40,1,3,t,224.249901886468
4744,2004,40,1,3,v,0
4745,2004,40,1,4,a,27.2224585282858
4746,2004,40,1,4,c,30.4705927845018
4747,2004,40,1,4,d,27.067785468466
4748,2004,40,1,4,h,24.1289973318897
4749,2004,40,1,4,n,124.666486214764
4750,2004,40,1,4,o,42.8444375700862
4751,2004,40,1,4,t,151.73427168323
4752,2004,40,1,4,v,0
4753,2004,40,1,5,a,46.3314933131159
4754,2004,40,1,5,c,39.3187332708245
4755,2004,40,1,5,d,59.9105080766538
4756,2004,40,1,5,h,54.1934889660218
4757,2004,40,1,5,n,229.565020061075
4758,2004,40,1,5,o,89.7213045111133
4759,2004,40,1,5,t,289.475528137729
4760,2004,40,1,5,v,0
4761,2004,40,2,1,a,16.2445656120428
4762,2004,40,2,1,c,49.1097284475184
4763,2004,40,2,1,d,32.1130996126958
4764,2004,40,2,1,h,19.4659030829495
4765,2004,40,2,1,n,132.300455274006
4766,2004,40,2,1,o,47.4802581314956
4767,2004,40,2,1,t,164.413554886702
4768,2004,40,2,1,v,0
4769,2004,40,2,2,a,22.5368401996083
4770,2004,40,2,2,c,72.130991452816
4771,2004,40,2,2,d,20.4403899484819
4772,2004,40,2,2,h,57.3903256245839
4773,2004,40,2,2,n,299.333787418634
4774,2004,40,2,2,o,147.275630141626
4775,2004,40,2,2,t,319.774177367116
4776,2004,40,2,2,v,0
4777,2004,40,2,3,a,13.9579029646586
4778,2004,40,2,3,c,32.9112659377213
4779,2004,40,2,3,d,12.4886500210103
4780,2004,40,2,3,h,10.2113079583555
4781,2004,40,2,3,n,99.3949616378057
4782,2004,40,2,3,o,42.3144847770702
4783,2004,40,2,3,t,111.883611658816
4784,2004,40,2,3,v,0
4785,2004,40,2,4,a,12.0646302241106
4786,2004,40,2,4,c,34.8366197721192
4787,2004,40,2,4,d,13.8743247577271
4788,2004,40,2,4,h,7.23877813446634
4789,2004,40,2,4,n,83.5475643019656
4790,2004,40,2,4,o,29.4075361712695
4791,2004,40,2,4,t,97.4218890596928
4792,2004,40,2,4,v,0
4793,2004,40,2,5,a,16.5672434486455
4794,2004,40,2,5,c,49.4241639635508
4795,2004,40,2,5,d,27.201505473797
4796,2004,40,2,5,h,22.6910517600296
4797,2004,40,2,5,n,147.726033075331
4798,2004,40,2,5,o,59.0435739031046
4799,2004,40,2,5,t,174.927538549128
4800,2004,40,2,5,v,0
4801,2004,45,0,1,a,31.9759131105344
4802,2004,45,0,1,c,86.2063086332288
4803,2004,45,0,1,d,56.2324203082214
4804,2004,45,0,1,h,65.6651577773349
4805,2004,45,0,1,n,278.042959477136
4806,2004,45,0,1,o,94.1955799560375
4807,2004,45,0,1,t,334.275379785357
4808,2004,45,0,1,v,0
4809,2004,45,0,2,a,48.7670197844145
4810,2004,45,0,2,c,131.028287265721
4811,2004,45,0,2,d,43.2098477624696
4812,2004,45,0,2,h,136.094008700692
4813,2004,45,0,2,n,569.629034195006
4814,2004,45,0,2,o,253.739718444178
4815,2004,45,0,2,t,612.838881957475
4816,2004,45,0,2,v,0
4817,2004,45,0,3,a,30.1032968015389
4818,2004,45,0,3,c,56.046702663192
4819,2004,45,0,3,d,39.5413289339679
4820,2004,45,0,3,h,39.8097089946057
4821,2004,45,0,3,n,224.499920723512
4822,2004,45,0,3,o,98.5402122641756
4823,2004,45,0,3,t,264.04124965748
4824,2004,45,0,3,v,0
4825,2004,45,0,4,a,18.693517827969
4826,2004,45,0,4,c,58.7510560307597
4827,2004,45,0,4,d,24.4517889446202
4828,2004,45,0,4,h,32.0460305622326
4829,2004,45,0,4,n,164.653172654388
4830,2004,45,0,4,o,55.1625682334264
4831,2004,45,0,4,t,189.104961599008
4832,2004,45,0,4,v,0
4833,2004,45,0,5,a,33.0804361298291
4834,2004,45,0,5,c,87.0348909381207
4835,2004,45,0,5,d,51.2424223488701
4836,2004,45,0,5,h,69.6724318762961
4837,2004,45,0,5,n,301.471708717914
4838,2004,45,0,5,o,111.683949773668
4839,2004,45,0,5,t,352.714131066784
4840,2004,45,0,5,v,0
4841,2004,45,1,1,a,46.5269060249678
4842,2004,45,1,1,c,85.1587186595013
4843,2004,45,1,1,d,76.3696035294803
4844,2004,45,1,1,h,98.2416565106357
4845,2004,45,1,1,n,345.016840347529
4846,2004,45,1,1,o,115.089559152424
4847,2004,45,1,1,t,421.386443877009
4848,2004,45,1,1,v,0
4849,2004,45,1,2,a,76.9601599132959
4850,2004,45,1,2,c,134.9228013606
4851,2004,45,1,2,d,60.9537400993961
4852,2004,45,1,2,h,183.427103826963
4853,2004,45,1,2,n,706.626846430798
4854,2004,45,1,2,o,311.31678132994
4855,2004,45,1,2,t,767.580586530194
4856,2004,45,1,2,v,0
4857,2004,45,1,3,a,48.2235137495169
4858,2004,45,1,3,c,54.3073707717194
4859,2004,45,1,3,d,62.3595344775756
4860,2004,45,1,3,h,60.838570222025
4861,2004,45,1,3,n,294.082912234994
4862,2004,45,1,3,o,130.713457491733
4863,2004,45,1,3,t,356.44244671257
4864,2004,45,1,3,v,0
4865,2004,45,1,4,a,26.8555367757824
4866,2004,45,1,4,c,60.4694205547417
4867,2004,45,1,4,d,36.8152060436222
4868,2004,45,1,4,h,51.7547099453819
4869,2004,45,1,4,n,207.018839781528
4870,2004,45,1,4,o,67.9391725056216
4871,2004,45,1,4,t,243.83404582515
4872,2004,45,1,4,v,0
4873,2004,45,1,5,a,49.1498708522755
4874,2004,45,1,5,c,86.3737378159063
4875,2004,45,1,5,d,71.1231876695004
4876,2004,45,1,5,h,101.688752848197
4877,2004,45,1,5,n,373.822663975186
4878,2004,45,1,5,o,136.610302458807
4879,2004,45,1,5,t,444.945851644686
4880,2004,45,1,5,v,0
4881,2004,45,2,1,a,17.5170192439471
4882,2004,45,2,1,c,87.2472679914594
4883,2004,45,2,1,d,36.222693365162
4884,2004,45,2,1,h,33.2948487201023
4885,2004,45,2,1,n,211.492983057456
4886,2004,45,2,1,o,73.4338471019468
4887,2004,45,2,1,t,247.715676422618
4888,2004,45,2,1,v,0
4889,2004,45,2,2,a,24.0018178891656
4890,2004,45,2,2,c,127.607298067546
4891,2004,45,2,2,d,27.6233939611994
4892,2004,45,2,2,h,94.5160343505307
4893,2004,45,2,2,n,449.288466818789
4894,2004,45,2,2,o,203.163316511546
4895,2004,45,2,2,t,476.911860779988
4896,2004,45,2,2,v,0
4897,2004,45,2,3,a,11.9865085584566
4898,2004,45,2,3,c,57.7857054385294
4899,2004,45,2,3,d,16.7274410479953
4900,2004,45,2,3,h,18.7848268453424
4901,2004,45,2,3,n,154.930095695871
4902,2004,45,2,3,o,66.3730548535431
4903,2004,45,2,3,t,171.657536743867
4904,2004,45,2,3,v,0
4905,2004,45,2,4,a,11.4778310148814
4906,2004,45,2,4,c,57.2319245125591
4907,2004,45,2,4,d,13.5218283189013
4908,2004,45,2,4,h,14.6224422518351
4909,2004,45,2,4,n,127.199524534781
4910,2004,45,2,4,o,43.8673267555054
4911,2004,45,2,4,t,140.721352853682
4912,2004,45,2,4,v,0
4913,2004,45,2,5,a,17.4370867668182
4914,2004,45,2,5,c,87.6785134084742
4915,2004,45,2,5,d,31.8888008378265
4916,2004,45,2,5,h,38.5050322177297
4917,2004,45,2,5,n,231.039158389549
4918,2004,45,2,5,o,87.4185259965268
4919,2004,45,2,5,t,262.927959227376
4920,2004,45,2,5,v,0
4921,2004,50,0,1,a,31.1933324853934
4922,2004,50,0,1,c,153.317327989094
4923,2004,50,0,1,d,53.5991323028302
4924,2004,50,0,1,h,105.925207797851
4925,2004,50,0,1,n,426.542844497487
4926,2004,50,0,1,o,136.106976225148
4927,2004,50,0,1,t,480.141976800317
4928,2004,50,0,1,v,0
4929,2004,50,0,2,a,49.8930406518626
4930,2004,50,0,2,c,237.35745987768
4931,2004,50,0,2,d,48.2482151358672
4932,2004,50,0,2,h,227.168679598041
4933,2004,50,0,2,n,867.188563710946
4934,2004,50,0,2,o,352.769383583362
4935,2004,50,0,2,t,915.436778846813
4936,2004,50,0,2,v,0
4937,2004,50,0,3,a,28.9564042011062
4938,2004,50,0,3,c,104.114877882046
4939,2004,50,0,3,d,47.8334161953887
4940,2004,50,0,3,h,71.0801068920515
4941,2004,50,0,3,n,343.98110745137
4942,2004,50,0,3,o,139.829718476167
4943,2004,50,0,3,t,391.814523646759
4944,2004,50,0,3,v,0
4945,2004,50,0,4,a,22.9650851248845
4946,2004,50,0,4,c,97.8680842874826
4947,2004,50,0,4,d,22.4805896581148
4948,2004,50,0,4,h,48.1588493969097
4949,2004,50,0,4,n,254.84461552087
4950,2004,50,0,4,o,85.8525967115936
4951,2004,50,0,4,t,277.325205178985
4952,2004,50,0,4,v,0
4953,2004,50,0,5,a,32.6621668107144
4954,2004,50,0,5,c,155.488144943222
4955,2004,50,0,5,d,50.8397746646409
4956,2004,50,0,5,h,113.421287547444
4957,2004,50,0,5,n,459.69983761474
4958,2004,50,0,5,o,158.12823831336
4959,2004,50,0,5,t,510.53961227938
4960,2004,50,0,5,v,0
4961,2004,50,1,1,a,46.3587122098629
4962,2004,50,1,1,c,163.734139889462
4963,2004,50,1,1,d,76.0427273954535
4964,2004,50,1,1,h,160.040993004819
4965,2004,50,1,1,n,538.685736756655
4966,2004,50,1,1,o,168.551891652512
4967,2004,50,1,1,t,614.728464152109
4968,2004,50,1,1,v,0
4969,2004,50,1,2,a,81.5927485434935
4970,2004,50,1,2,c,274.286302749365
4971,2004,50,1,2,d,73.8691631231143
4972,2004,50,1,2,h,309.339498118779
4973,2004,50,1,2,n,1109.81981271296
4974,2004,50,1,2,o,444.601263301318
4975,2004,50,1,2,t,1183.68897583607
4976,2004,50,1,2,v,0
4977,2004,50,1,3,a,45.7721514208832
4978,2004,50,1,3,c,113.132714465533
4979,2004,50,1,3,d,77.7418757380465
4980,2004,50,1,3,h,104.874852095786
4981,2004,50,1,3,n,449.227712914235
4982,2004,50,1,3,o,185.447994932032
4983,2004,50,1,3,t,526.969588652281
4984,2004,50,1,3,v,0
4985,2004,50,1,4,a,33.5874235578912
4986,2004,50,1,4,c,97.6902502263055
4987,2004,50,1,4,d,30.1058003842074
4988,2004,50,1,4,h,74.7524975526237
4989,2004,50,1,4,n,312.93648290523
4990,2004,50,1,4,o,106.90631156841
4991,2004,50,1,4,t,343.042283289438
4992,2004,50,1,4,v,0
4993,2004,50,1,5,a,49.3801128882793
4994,2004,50,1,5,c,167.55724837743
4995,2004,50,1,5,d,73.6145945899714
4996,2004,50,1,5,h,166.572788014439
4997,2004,50,1,5,n,579.606275201705
4998,2004,50,1,5,o,196.096125921557
4999,2004,50,1,5,t,653.220869791677
5000,2004,50,1,5,v,0
5001,2004,50,2,1,a,16.290506945841
5002,2004,50,2,1,c,143.080859582106
5003,2004,50,2,1,d,31.544097201662
5004,2004,50,2,1,h,52.74631478444
5005,2004,50,2,1,n,316.341452300059
5006,2004,50,2,1,o,104.223770987671
5007,2004,50,2,1,t,347.885549501721
5008,2004,50,2,1,v,0
5009,2004,50,2,2,a,22.735209742207
5010,2004,50,2,2,c,205.719715018105
5011,2004,50,2,2,d,26.2981903734484
5012,2004,50,2,2,h,156.771147774622
5013,2004,50,2,2,n,659.321082524004
5014,2004,50,2,2,o,274.095009989071
5015,2004,50,2,2,t,685.619272897453
5016,2004,50,2,2,v,0
5017,2004,50,2,3,a,12.5475377088043
5018,2004,50,2,3,c,95.3152405769718
5019,2004,50,2,3,d,18.6486340259293
5020,2004,50,2,3,h,38.1030732258184
5021,2004,50,2,3,n,241.281092088566
5022,2004,50,2,3,o,95.3152405769718
5023,2004,50,2,3,t,259.929726114496
5024,2004,50,2,3,v,0
5025,2004,50,2,4,a,13.4259441473367
5026,2004,50,2,4,c,98.0277839798692
5027,2004,50,2,4,d,15.6329486647071
5028,2004,50,2,4,h,24.2770496910745
5029,2004,50,2,4,n,202.67658151185
5030,2004,50,2,4,o,66.9458036935692
5031,2004,50,2,4,t,218.309530176557
5032,2004,50,2,4,v,0
5033,2004,50,2,5,a,16.5715281081173
5034,2004,50,2,5,c,143.871910393648
5035,2004,50,2,5,d,28.9195341497497
5036,2004,50,2,5,h,62.2641904646231
5037,2004,50,2,5,n,344.292648455507
5038,2004,50,2,5,o,121.585019489118
5039,2004,50,2,5,t,373.212182605257
5040,2004,50,2,5,v,0
5041,2004,55,0,1,a,30.7846030059967
5042,2004,55,0,1,c,265.049473571372
5043,2004,55,0,1,d,44.4728277748566
5044,2004,55,0,1,h,164.449363154614
5045,2004,55,0,1,n,663.374431021092
5046,2004,55,0,1,o,203.090991289109
5047,2004,55,0,1,t,707.847258795949
5048,2004,55,0,1,v,0
5049,2004,55,0,2,a,47.2118176757147
5050,2004,55,0,2,c,389.824059780902
5051,2004,55,0,2,d,46.9630070423776
5052,2004,55,0,2,h,348.397089330274
5053,2004,55,0,2,n,1265.26427317749
5054,2004,55,0,2,o,479.831306390597
5055,2004,55,0,2,t,1312.22728021987
5056,2004,55,0,2,v,0
5057,2004,55,0,3,a,28.4757609809977
5058,2004,55,0,3,c,168.676092368314
5059,2004,55,0,3,d,46.5259701274225
5060,2004,55,0,3,h,118.182188333704
5061,2004,55,0,3,n,517.38746044709
5062,2004,55,0,3,o,202.053418764074
5063,2004,55,0,3,t,563.913430574513
5064,2004,55,0,3,v,0
5065,2004,55,0,4,a,20.5864635578504
5066,2004,55,0,4,c,151.378306880481
5067,2004,55,0,4,d,23.1751805321909
5068,2004,55,0,4,h,83.2087598895152
5069,2004,55,0,4,n,385.472284702984
5070,2004,55,0,4,o,130.298754375137
5071,2004,55,0,4,t,408.647465235175
5072,2004,55,0,4,v,0
5073,2004,55,0,5,a,31.715680190547
5074,2004,55,0,5,c,264.098868952675
5075,2004,55,0,5,d,43.8200582311428
5076,2004,55,0,5,h,174.905807437514
5077,2004,55,0,5,n,697.413505564147
5078,2004,55,0,5,o,226.69314898341
5079,2004,55,0,5,t,741.23356379529
5080,2004,55,0,5,v,0
5081,2004,55,1,1,a,44.7745939869018
5082,2004,55,1,1,c,290.98619287792
5083,2004,55,1,1,d,63.8849098262389
5084,2004,55,1,1,h,243.680860970019
5085,2004,55,1,1,n,816.146756843132
5086,2004,55,1,1,o,236.705109008291
5087,2004,55,1,1,t,880.031666669371
5088,2004,55,1,1,v,0
5089,2004,55,1,2,a,76.9063965540054
5090,2004,55,1,2,c,471.637435497861
5091,2004,55,1,2,d,77.595521971156
5092,2004,55,1,2,h,486.384719424883
5093,2004,55,1,2,n,1644.94237073845
5094,2004,55,1,2,o,610.013819261699
5095,2004,55,1,2,t,1722.5378927096
5096,2004,55,1,2,v,0
5097,2004,55,1,3,a,40.7430730144516
5098,2004,55,1,3,c,181.43399701748
5099,2004,55,1,3,d,70.9820725173649
5100,2004,55,1,3,h,170.611618248016
5101,2004,55,1,3,n,635.337294819104
5102,2004,55,1,3,o,242.548606539157
5103,2004,55,1,3,t,706.319367336469
5104,2004,55,1,3,v,0
5105,2004,55,1,4,a,32.2615619355879
5106,2004,55,1,4,c,167.389907419895
5107,2004,55,1,4,d,31.7326838710701
5108,2004,55,1,4,h,129.839564839129
5109,2004,55,1,4,n,479.427965485417
5110,2004,55,1,4,o,149.936931290806
5111,2004,55,1,4,t,511.160649356488
5112,2004,55,1,4,v,0
5113,2004,55,1,5,a,46.807004941837
5114,2004,55,1,5,c,292.949036340523
5115,2004,55,1,5,d,64.1696683009437
5116,2004,55,1,5,h,254.71571709826
5117,2004,55,1,5,n,861.788387252994
5118,2004,55,1,5,o,267.316628872374
5119,2004,55,1,5,t,925.958055553937
5120,2004,55,1,5,v,0
5121,2004,55,2,1,a,17.3588100813326
5122,2004,55,2,1,c,240.158748264249
5123,2004,55,2,1,d,25.8436096278136
5124,2004,55,2,1,h,88.4131681182853
5125,2004,55,2,1,n,516.763213479529
5126,2004,55,2,1,o,170.832487015662
5127,2004,55,2,1,t,542.606823107342
5128,2004,55,2,1,v,0
5129,2004,55,2,2,a,22.7867646308601
5130,2004,55,2,2,c,322.529081466651
5131,2004,55,2,2,d,21.766461736941
5132,2004,55,2,2,h,234.896399577821
5133,2004,55,2,2,n,952.962902920447
5134,2004,55,2,2,o,372.750657245114
5135,2004,55,2,2,t,974.729364657388
5136,2004,55,2,2,v,0
5137,2004,55,2,3,a,16.743381797813
5138,2004,55,2,3,c,156.474513528652
5139,2004,55,2,3,d,23.1363093933416
5140,2004,55,2,3,h,68.0390151238401
5141,2004,55,2,3,n,404.580989259882
5142,2004,55,2,3,o,163.324078809576
5143,2004,55,2,3,t,427.717298653223
5144,2004,55,2,3,v,0
5145,2004,55,2,4,a,10.3913217838282
5146,2004,55,2,4,c,137.396365808395
5147,2004,55,2,4,d,15.7024418066737
5148,2004,55,2,4,h,42.4889601827641
5149,2004,55,2,4,n,303.426596087783
5150,2004,55,2,4,o,113.149948312796
5151,2004,55,2,4,t,319.129037894457
5152,2004,55,2,4,v,0
5153,2004,55,2,5,a,17.5215583061715
5154,2004,55,2,5,c,236.963889152262
5155,2004,55,2,5,d,24.6802643170547
5156,2004,55,2,5,h,99.840721769089
5157,2004,55,2,5,n,542.810967756998
5158,2004,55,2,5,o,188.484798529476
5159,2004,55,2,5,t,567.491232074052
5160,2004,55,2,5,v,0
5161,2004,60,0,1,a,35.056736077506
5162,2004,60,0,1,c,446.371819694563
5163,2004,60,0,1,d,42.4622122784939
5164,2004,60,0,1,h,272.094205401565
5165,2004,60,0,1,n,1095.76155417643
5166,2004,60,0,1,o,342.2387930028
5167,2004,60,0,1,t,1138.22376645493
5168,2004,60,0,1,v,0
5169,2004,60,0,2,a,46.9002673122232
5170,2004,60,0,2,c,569.25509637164
5171,2004,60,0,2,d,36.1471196039533
5172,2004,60,0,2,h,491.3361337471
5173,2004,60,0,2,n,1775.51011967702
5174,2004,60,0,2,o,668.018622246057
5175,2004,60,0,2,t,1811.65723928097
5176,2004,60,0,2,v,0
5177,2004,60,0,3,a,34.6360702760846
5178,2004,60,0,3,c,267.945500179276
5179,2004,60,0,3,d,48.2968806023664
5180,2004,60,0,3,h,208.676945141628
5181,2004,60,0,3,n,806.848332735748
5182,2004,60,0,3,o,295.589817138759
5183,2004,60,0,3,t,855.145213338114
5184,2004,60,0,3,v,0
5185,2004,60,0,4,a,25.5395283677104
5186,2004,60,0,4,c,230.205611862376
5187,2004,60,0,4,d,27.1138828561309
5188,2004,60,0,4,h,136.444055663111
5189,2004,60,0,4,n,597.205135940845
5190,2004,60,0,4,o,205.015940047648
5191,2004,60,0,4,t,624.319018796976
5192,2004,60,0,4,v,0
5193,2004,60,0,5,a,35.7438027357035
5194,2004,60,0,5,c,434.965242531916
5195,2004,60,0,5,d,41.5729166586269
