"year","race","sex","age","edclass","non_inst","inst","inst_rate","tpop"
2007,3,1,"40-44",3,315,5.527,0.0172434771485709,320.527
2007,3,1,"40-44",4,240,0.449,0.00186733985169412,240.449
2007,3,1,"45-49",1,455.333333333333,14.184,0.0302097473149731,469.517333333333
2007,3,1,"45-49",2,391.666666666667,10.38,0.0258178984197523,402.046666666667
2007,3,1,"45-49",3,258,3.383,0.0129426932891581,261.383
2007,3,1,"45-49",4,166,0.937,0.00561289588287797,166.937
2007,3,1,"50-54",1,368,7.091,0.0189047457816903,375.091
2007,3,1,"50-54",2,334,5.909,0.0173840645584554,339.909
2007,3,1,"50-54",3,237,2.293,0.0095823948046955,239.293
2007,3,1,"50-54",4,132,0.627,0.00472754416521523,132.627
2007,3,1,"55-59",1,330.333333333333,3.851,0.0115235802994954,334.184333333333
2007,3,1,"55-59",2,192.666666666667,3.416,0.017421223701568,196.082666666667
2007,3,1,"55-59",3,107,1.671,0.0153766874327097,108.671
2007,3,1,"55-59",4,114,1.129,0.00980639109173188,115.129
2007,3,1,"60-64",1,220,2.625,0.0117911285794497,222.625
2007,3,1,"60-64",2,138,1.531,0.0109724720671392,139.531
2007,3,1,"60-64",3,97,1.447,0.0146982640405497,98.447
2007,3,1,"60-64",4,66,0.207,0.00312655761475373,66.207
2007,3,1,"65-69",1,177.333333333333,2.168,0.0120779047137997,179.501333333333
2007,3,1,"65-69",2,84.6666666666667,1.956,0.0225806948142903,86.6226666666667
2007,3,1,"65-69",3,45,1.264,0.0273214594501124,46.264
2007,3,1,"65-69",4,45,0.556,0.0122047589779612,45.556
2007,3,2,"25-29",1,492,3.425,0.00691325629510017,495.425
2007,3,2,"25-29",2,603,2.471,0.00408112031790127,605.471
2007,3,2,"25-29",3,477,1.136,0.00237589305134941,478.136
2007,3,2,"25-29",4,286,0.093,0.000325069120880273,286.093
2007,3,2,"30-34",1,599,3.676,0.00609946306141277,602.676
2007,3,2,"30-34",2,554,1.848,0.00332464990429038,555.848
2007,3,2,"30-34",3,368,0.798,0.00216378613766886,368.798
2007,3,2,"30-34",4,296,NA,NA,NA
2007,3,2,"35-39",1,526.666666666667,1.863,0.00352487309132442,528.529666666667
2007,3,2,"35-39",2,512.333333333333,1.023,0.00199276785650513,513.356333333333
2007,3,2,"35-39",3,376,0.801,0.00212579053664932,376.801
2007,3,2,"35-39",4,269,0.073,0.00027130184002111,269.073
2007,3,2,"40-44",1,459,1.774,0.00385004362225299,460.774
2007,3,2,"40-44",2,484,1.79,0.00368471973486486,485.79
2007,3,2,"40-44",3,342,2.172,0.00631079808932743,344.172
2007,3,2,"40-44",4,226,0.083,0.000367121809247046,226.083
2007,3,2,"45-49",1,416.333333333333,2.705,0.00645525667898323,419.038333333333
2007,3,2,"45-49",2,417.666666666667,1.343,0.00320517665065802,419.009666666667
2007,3,2,"45-49",3,263,NA,NA,NA
2007,3,2,"45-49",4,188,0.075,0.000398777083610262,188.075
2007,3,2,"50-54",1,352.666666666667,0.184,0.000521467060664001,352.850666666667
2007,3,2,"50-54",2,332.333333333333,0.245,0.000736668554275434,332.578333333333
2007,3,2,"50-54",3,210,0.194,0.000922956887446835,210.194
2007,3,2,"50-54",4,125,NA,NA,NA
2007,3,2,"55-59",1,330.333333333333,1.19,0.00358949093578129,331.523333333333
2007,3,2,"55-59",2,209.666666666667,0.875,0.00415594696220067,210.541666666667
2007,3,2,"55-59",3,150,0.645,0.00428158916658369,150.645
2007,3,2,"55-59",4,81,0.267,0.00328546642548636,81.267
2007,3,2,"60-64",1,254.666666666667,0.837,0.00327588253788921,255.503666666667
2007,3,2,"60-64",2,172.333333333333,1.682,0.0096658148898756,174.015333333333
2007,3,2,"60-64",3,115,0.054,0.000469344829384463,115.054
2007,3,2,"60-64",4,61,NA,NA,NA
2007,3,2,"65-69",1,249.333333333333,2.376,0.00943945927048129,251.709333333333
2007,3,2,"65-69",2,126.666666666667,0.513,0.00403366366216822,127.179666666667
2007,3,2,"65-69",3,64,0.251,0.00390655398359559,64.251
2007,3,2,"65-69",4,41,0.214,0.00519241034599893,41.214
2008,3,1,"25-29",1,766.333333333333,43.661,0.0539028462339037,809.994333333333
2008,3,1,"25-29",2,903.666666666667,28.019,0.0300734475182438,931.685666666667
2008,3,1,"25-29",3,502,9.305,0.0181985312093564,511.305
2008,3,1,"25-29",4,240,0.741,0.00307799668523434,240.741
2008,3,1,"30-34",1,726.666666666667,37.243,0.0487531466416841,763.909666666667
2008,3,1,"30-34",2,707.333333333333,27.088,0.0368834601754488,734.421333333333
2008,3,1,"30-34",3,362,9.495,0.0255588904292117,371.495
2008,3,1,"30-34",4,234,1.689,0.00716622328577066,235.689
2008,3,1,"35-39",1,677.666666666667,28.129,0.03985431099747,705.795666666667
2008,3,1,"35-39",2,637.333333333333,19.719,0.030011308079468,657.052333333333
2008,3,1,"35-39",3,351,6.5,0.0181818181818182,357.5
2008,3,1,"35-39",4,256,1.328,0.00516072871976621,257.328
2008,3,1,"40-44",1,667.666666666667,19.981,0.0290570316290852,687.647666666667
2008,3,1,"40-44",2,546.333333333333,13.901,0.0248128312973797,560.234333333333
2008,3,1,"40-44",3,268,6.091,0.0222225465265186,274.091
2008,3,1,"40-44",4,233,1.226,0.0052342609274803,234.226
2008,3,1,"45-49",1,497.333333333333,15.301,0.029847786238794,512.634333333333
2008,3,1,"45-49",2,452.666666666667,9.404,0.0203518653712419,462.070666666667
2008,3,1,"45-49",3,262,3.896,0.014652345277853,265.896
2008,3,1,"45-49",4,197,1.665,0.00838094279314424,198.665
2008,3,1,"50-54",1,398.333333333333,7.726,0.0190267760540742,406.059333333333
2008,3,1,"50-54",2,332.666666666667,4.754,0.0140892377665071,337.420666666667
2008,3,1,"50-54",3,198,2.381,0.0118823640963964,200.381
2008,3,1,"50-54",4,140,0.86,0.00610535283259974,140.86
2008,3,1,"55-59",1,302.333333333333,5.984,0.0194085747152285,308.317333333333
2008,3,1,"55-59",2,212.666666666667,4.658,0.0214333700423637,217.324666666667
2008,3,1,"55-59",3,154,1.923,0.0123330105244255,155.923
2008,3,1,"55-59",4,121,0.448,0.00368882155325736,121.448
2008,3,1,"60-64",1,206,4.037,0.0192204230683165,210.037
2008,3,1,"60-64",2,171,2.644,0.0152265554813296,173.644
2008,3,1,"60-64",3,90,0.838,0.00922521411743984,90.838
2008,3,1,"60-64",4,89,0.224,0.00251053528198691,89.224
2008,3,1,"65-69",1,157.333333333333,2.096,0.0131468905763891,159.429333333333
2008,3,1,"65-69",2,103.666666666667,1.741,0.0165168251518707,105.407666666667
2008,3,1,"65-69",3,58,0.148,0.00254522941459723,58.148
2008,3,1,"65-69",4,59,0.341,0.00574644849261051,59.341
2008,3,2,"25-29",1,472,3.478,0.00731474432045226,475.478
2008,3,2,"25-29",2,599,3.121,0.00518334354722722,602.121
2008,3,2,"25-29",3,503,2.253,0.00445915214753797,505.253
2008,3,2,"25-29",4,288,0.131,0.000454654306548063,288.131
2008,3,2,"30-34",1,524.666666666667,2.888,0.00547431419429519,527.554666666667
2008,3,2,"30-34",2,587.333333333333,2.374,0.00402572575548775,589.707333333333
2008,3,2,"30-34",3,395,1.21,0.00305393604401706,396.21
2008,3,2,"30-34",4,324,0.144,0.000444247001332741,324.144
2008,3,2,"35-39",1,568.666666666667,2.445,0.00428112424015152,571.111666666667
2008,3,2,"35-39",2,523.333333333333,1.194,0.00227633513855649,524.527333333333
2008,3,2,"35-39",3,374,0.551,0.00147109472408297,374.551
2008,3,2,"35-39",4,260,0.157,0.000603481743716294,260.157
2008,3,2,"40-44",1,475.333333333333,1.912,0.00400632518844256,477.245333333333
2008,3,2,"40-44",2,485.666666666667,1.495,0.00306879646387065,487.161666666667
2008,3,2,"40-44",3,333,1.724,0.00515051206367037,334.724
2008,3,2,"40-44",4,247,0.377,0.00152398969993168,247.377
2008,3,2,"45-49",1,439.333333333333,1.745,0.00395621337101875,441.078333333333
2008,3,2,"45-49",2,395.666666666667,0.783,0.00197503003744065,396.449666666667
2008,3,2,"45-49",3,282,1.148,0.00405441677144108,283.148
2008,3,2,"45-49",4,220,0.143,0.00064957777444661,220.143
2008,3,2,"50-54",1,388,1.434,0.00368226708505164,389.434
2008,3,2,"50-54",2,323,0.923,0.0028494426144485,323.923
2008,3,2,"50-54",3,240,0.243,0.00101147588067082,240.243
2008,3,2,"50-54",4,123,0.333,0.00270000729731702,123.333
2008,3,2,"55-59",1,313.333333333333,0.781,0.00248635581736162,314.114333333333
2008,3,2,"55-59",2,232.666666666667,0.615,0.00263629803742257,233.281666666667
2008,3,2,"55-59",3,173,0.246,0.00141994620366415,173.246
2008,3,2,"55-59",4,104,NA,NA,NA
2008,3,2,"60-64",1,247.333333333333,1.937,0.00777068002476562,249.270333333333
2008,3,2,"60-64",2,207.666666666667,0.494,0.00237316688071073,208.160666666667
2008,3,2,"60-64",3,112,0.299,0.00266253484002529,112.299
2008,3,2,"60-64",4,60,NA,NA,NA
2008,3,2,"65-69",1,238.333333333333,1.108,0.00462743831474377,239.441333333333
2008,3,2,"65-69",2,158.666666666667,0.811,0.00508535155392709,159.477666666667
2008,3,2,"65-69",3,70,NA,NA,NA
2008,3,2,"65-69",4,45,0.191,0.00422650527759952,45.191
2009,3,1,"25-29",1,738.666666666667,43.444,0.055547126323129,782.110666666667
2009,3,1,"25-29",2,936.333333333333,26.095,0.0271137071678064,962.428333333333
2009,3,1,"25-29",3,475,12.09,0.0248208749923012,487.09
2009,3,1,"25-29",4,266,0.396,0.00148650880643854,266.396
2009,3,1,"30-34",1,758.666666666667,32.422,0.040984027917646,791.088666666667
2009,3,1,"30-34",2,698.333333333333,22.33,0.0309853422078733,720.663333333333
2009,3,1,"30-34",3,364,12.722,0.0337702602980447,376.722
2009,3,1,"30-34",4,206,1.041,0.00502798962524331,207.041
2009,3,1,"35-39",1,741,27.062,0.0352341347443305,768.062
2009,3,1,"35-39",2,617,18.46,0.0290498221760614,635.46
2009,3,1,"35-39",3,381,8.246,0.0211845465335546,389.246
2009,3,1,"35-39",4,270,0.881,0.00325235066320635,270.881
2009,3,1,"40-44",1,596.333333333333,18.587,0.0302266797704418,614.920333333333
2009,3,1,"40-44",2,556.666666666667,14.012,0.0245532220116867,570.678666666667
2009,3,1,"40-44",3,318,6.807,0.020957060654481,324.807
2009,3,1,"40-44",4,229,1.159,0.00503564926854913,230.159
2009,3,1,"45-49",1,512.333333333333,15.946,0.0301847886029992,528.279333333333
2009,3,1,"45-49",2,475.666666666667,13.491,0.0275800645054458,489.157666666667
2009,3,1,"45-49",3,256,6.589,0.0250924448472708,262.589
2009,3,1,"45-49",4,198,1.445,0.00724510516683798,199.445
2009,3,1,"50-54",1,444,8.996,0.0198588950012804,452.996
2009,3,1,"50-54",2,350,7.287,0.0203953684293019,357.287
2009,3,1,"50-54",3,232,3.516,0.014928922026529,235.516
2009,3,1,"50-54",4,139,0.48,0.00344135359908231,139.48
2009,3,1,"55-59",1,327.666666666667,7.354,0.0219508846220432,335.020666666667
2009,3,1,"55-59",2,220.333333333333,3.441,0.015377098654448,223.774333333333
2009,3,1,"55-59",3,165,2.428,0.0145017559786893,167.428
2009,3,1,"55-59",4,136,0.445,0.00326138737220125,136.445
2009,3,1,"60-64",1,245,3.128,0.0126063966984782,248.128
2009,3,1,"60-64",2,159,2.491,0.0154250082047916,161.491
2009,3,1,"60-64",3,96,0.763,0.00788524539338383,96.763
2009,3,1,"60-64",4,81,0.229,0.00281919019069544,81.229
2009,3,1,"65-69",1,181.666666666667,3.639,0.0196378236319451,185.305666666667
2009,3,1,"65-69",2,138.333333333333,1.235,0.00884871210040482,139.568333333333
2009,3,1,"65-69",3,52,0.374,0.00714094779852599,52.374
2009,3,1,"65-69",4,62,0.623,0.00994842150647526,62.623
2009,3,2,"25-29",1,471.333333333333,2.331,0.00492120650840645,473.664333333333
2009,3,2,"25-29",2,646.666666666667,1.728,0.00266504351259315,648.394666666667
2009,3,2,"25-29",3,474,1.632,0.00343122413967101,475.632
2009,3,2,"25-29",4,254,0.079,0.000310926916431504,254.079
2009,3,2,"30-34",1,555.666666666667,3.166,0.00566538105026072,558.832666666667
2009,3,2,"30-34",2,558.333333333333,1.528,0.00272924724217425,559.861333333333
2009,3,2,"30-34",3,406,0.741,0.0018217981467322,406.741
2009,3,2,"30-34",4,321,NA,NA,NA
2009,3,2,"35-39",1,572.666666666667,2.061,0.00358604626075074,574.727666666667
2009,3,2,"35-39",2,525.333333333333,1.952,0.00370198045839824,527.285333333333
2009,3,2,"35-39",3,382,0.729,0.00190474199760144,382.729
2009,3,2,"35-39",4,278,0.064,0.000230162840209448,278.064
2009,3,2,"40-44",1,485.333333333333,2.016,0.00413666309177264,487.349333333333
2009,3,2,"40-44",2,509.666666666667,1.314,0.0025715258633399,510.980666666667
2009,3,2,"40-44",3,318,1.202,0.00376564056616187,319.202
2009,3,2,"40-44",4,246,0.444,0.00180162633296002,246.444
2009,3,2,"45-49",1,464.333333333333,2.554,0.0054702704863843,466.887333333333
2009,3,2,"45-49",2,445.666666666667,1.067,0.0023884477029938,446.733666666667
2009,3,2,"45-49",3,292,0.784,0.00267774195311219,292.784
2009,3,2,"45-49",4,193,0.146,0.000755904859536309,193.146
2009,3,2,"50-54",1,424.666666666667,1.561,0.00366236197712803,426.227666666667
2009,3,2,"50-54",2,341.333333333333,1.003,0.00292986721635351,342.336333333333
2009,3,2,"50-54",3,225,0.301,0.00133599051934967,225.301
2009,3,2,"50-54",4,131,0.182,0.00138738546446921,131.182
2009,3,2,"55-59",1,316,0.951,0.00300046379408804,316.951
2009,3,2,"55-59",2,245,0.354,0.00144281324127587,245.354
2009,3,2,"55-59",3,209,0.178,0.000850949908690206,209.178
2009,3,2,"55-59",4,138,0.086,0.00062280028388106,138.086
2009,3,2,"60-64",1,241.666666666667,1.087,0.00447779024278384,242.753666666667
2009,3,2,"60-64",2,178.333333333333,0.38,0.00212631029208789,178.713333333333
2009,3,2,"60-64",3,121,0.341,0.00281026198894026,121.341
2009,3,2,"60-64",4,82,0.103,0.00125452175925362,82.103
2009,3,2,"65-69",1,261,1.756,0.00668300628720182,262.756
2009,3,2,"65-69",2,138,0.633,0.00456601242128498,138.633
2009,3,2,"65-69",3,80,0.515,0.00639632366639757,80.515
2009,3,2,"65-69",4,35,0.157,0.00446568250988423,35.157
2010,3,1,"25-29",1,734.666666666667,39.648,0.0512039894203218,774.314666666667
2010,3,1,"25-29",2,905.333333333333,27.027,0.0289877196977849,932.360333333333
2010,3,1,"25-29",3,456,14.031,0.0298512225789363,470.031
2010,3,1,"25-29",4,255,0.699,0.00273368296317154,255.699
2010,3,1,"30-34",1,686.666666666667,31.966,0.0444816962583573,718.632666666667
2010,3,1,"30-34",2,733.333333333333,25.046,0.0330256889911733,758.379333333333
2010,3,1,"30-34",3,358,11.844,0.0320243129535696,369.844
2010,3,1,"30-34",4,265,1.096,0.0041188142625218,266.096
2010,3,1,"35-39",1,707.333333333333,28.403,0.0386048625209484,735.736333333333
2010,3,1,"35-39",2,711.666666666667,21.109,0.0288069063428689,732.775666666667
2010,3,1,"35-39",3,347,12.935,0.035937044188534,359.935
2010,3,1,"35-39",4,256,0.735,0.00286287416986387,256.735
2010,3,1,"40-44",1,620.666666666667,21.449,0.0334036391159018,642.115666666667
2010,3,1,"40-44",2,581.333333333333,12.838,0.0216065624169011,594.171333333333
2010,3,1,"40-44",3,282,8.272,0.0284974093264249,290.272
2010,3,1,"40-44",4,245,0.958,0.00389497393863993,245.958
2010,3,1,"45-49",1,519,14.07,0.0263942821768248,533.07
2010,3,1,"45-49",2,514,12.146,0.0230848471716976,526.146
2010,3,1,"45-49",3,280,5.523,0.0193434504400696,285.523
2010,3,1,"45-49",4,228,0.956,0.00417547476371006,228.956
2010,3,1,"50-54",1,410,11.968,0.0283623402722481,421.968
2010,3,1,"50-54",2,386,8.049,0.020426393671853,394.049
2010,3,1,"50-54",3,229,3.665,0.0157522618356865,232.665
2010,3,1,"50-54",4,142,0.597,0.00418662384201631,142.597
2010,3,1,"55-59",1,325.333333333333,6.495,0.0195733737826286,331.828333333333
2010,3,1,"55-59",2,247.666666666667,3.533,0.0140645091089558,251.199666666667
2010,3,1,"55-59",3,169,2.542,0.0148185284070373,171.542
2010,3,1,"55-59",4,141,0.765,0.0053962543646175,141.765
2010,3,1,"60-64",1,291.333333333333,3.548,0.0120319586183821,294.881333333333
2010,3,1,"60-64",2,147.666666666667,2.82,0.0187392017011474,150.486666666667
2010,3,1,"60-64",3,109,1.478,0.013378229149695,110.478
2010,3,1,"60-64",4,81,0.73,0.00893184877034137,81.73
2010,3,1,"65-69",1,184,4.251,0.0225815533516422,188.251
2010,3,1,"65-69",2,113,1.42,0.012410417759133,114.42
2010,3,1,"65-69",3,57,0.934,0.0161217937653192,57.934
2010,3,1,"65-69",4,47,0.265,0.00560668570824077,47.265
2010,3,2,"25-29",1,442.666666666667,2.764,0.00620523059331344,445.430666666667
2010,3,2,"25-29",2,583.333333333333,3.343,0.00569820156372423,586.676333333333
2010,3,2,"25-29",3,527,2.844,0.00536761763839923,529.844
2010,3,2,"25-29",4,314,0.146,0.000464752057960311,314.146
2010,3,2,"30-34",1,533.666666666667,2.449,0.00456804408501399,536.115666666667
2010,3,2,"30-34",2,567.333333333333,1.215,0.00213702147867815,568.548333333333
2010,3,2,"30-34",3,406,1.37,0.00336303606058374,407.37
2010,3,2,"30-34",4,318,0.149,0.000468334019594592,318.149
2010,3,2,"35-39",1,527.666666666667,2.413,0.00455214593529652,530.079666666667
2010,3,2,"35-39",2,507.333333333333,1.135,0.00223219407304945,508.468333333333
2010,3,2,"35-39",3,387,1.352,0.0034813777191826,388.352
2010,3,2,"35-39",4,324,0.33,0.0010174821940616,324.33
2010,3,2,"40-44",1,502,1.03,0.0020475915949347,503.03
2010,3,2,"40-44",2,514,1.406,0.0027279465120701,515.406
2010,3,2,"40-44",3,342,0.952,0.00277589866803518,342.952
2010,3,2,"40-44",4,214,0.26,0.00121347895080743,214.26
2010,3,2,"45-49",1,468.666666666667,1.113,0.00236919577191861,469.779666666667
2010,3,2,"45-49",2,430.333333333333,0.699,0.00162168808681793,431.032333333333
2010,3,2,"45-49",3,305,0.616,0.00201560127742003,305.616
2010,3,2,"45-49",4,218,0.003,1.37612785145159e-05,218.003
2010,3,2,"50-54",1,384,1.823,0.00472496455628617,385.823
2010,3,2,"50-54",2,373,0.915,0.0024470802187663,373.915
2010,3,2,"50-54",3,226,0.499,0.00220310023443812,226.499
2010,3,2,"50-54",4,180,0.146,0.000810453743075061,180.146
2010,3,2,"55-59",1,351,0.61,0.00173487670999118,351.61
2010,3,2,"55-59",2,277,1,0.00359712230215827,278
2010,3,2,"55-59",3,190,0.261,0.00137179979081367,190.261
2010,3,2,"55-59",4,120,NA,NA,NA
2010,3,2,"60-64",1,261,1.315,0.00501305682099766,262.315
2010,3,2,"60-64",2,184,0.255,0.0013839515888307,184.255
2010,3,2,"60-64",3,124,0.802,0.00642617906764315,124.802
2010,3,2,"60-64",4,96,0.304,0.00315667054327961,96.304
2010,3,2,"65-69",1,235,0.711,0.00301640568323074,235.711
2010,3,2,"65-69",2,150,1.039,0.006879018001973,151.039
2010,3,2,"65-69",3,98,0.435,0.00441915985167877,98.435
2010,3,2,"65-69",4,48,0.229,0.00474818055526758,48.229
2011,3,1,"25-29",1,645.666666666667,40.662,0.0592456675276083,686.328666666667
2011,3,1,"25-29",2,873.333333333333,29.504,0.032679198024598,902.837333333333
2011,3,1,"25-29",3,578,14.626,0.0246799836659208,592.626
2011,3,1,"25-29",4,223,0.897,0.0040063064712792,223.897
2011,3,1,"30-34",1,680,36.999,0.05160258243038,716.999
2011,3,1,"30-34",2,756,29.183,0.0371671317387157,785.183
2011,3,1,"30-34",3,414,15.034,0.0350415118615308,429.034
2011,3,1,"30-34",4,244,1.083,0.00441891114438782,245.083
2011,3,1,"35-39",1,609.666666666667,29.477,0.0461195213804304,639.143666666667
2011,3,1,"35-39",2,721.333333333333,23.138,0.0310797729395446,744.471333333333
2011,3,1,"35-39",3,342,9.907,0.028152324335691,351.907
2011,3,1,"35-39",4,277,0.549,0.00197802910477069,277.549
2011,3,1,"40-44",1,585.666666666667,23.426,0.0384604860344184,609.092666666667
2011,3,1,"40-44",2,580.333333333333,14.911,0.0250502174737209,595.244333333333
2011,3,1,"40-44",3,349,8.344,0.0233500492522611,357.344
2011,3,1,"40-44",4,223,1.792,0.00797181394355671,224.792
2011,3,1,"45-49",1,505,16.597,0.0318195848519067,521.597
2011,3,1,"45-49",2,548,13.547,0.0241244276970583,561.547
2011,3,1,"45-49",3,259,7.208,0.0270765717033297,266.208
2011,3,1,"45-49",4,196,2.01,0.0101510024746225,198.01
2011,3,1,"50-54",1,389.666666666667,12.529,0.0311515042015205,402.195666666667
2011,3,1,"50-54",2,411.333333333333,7.374,0.0176113466685561,418.707333333333
2011,3,1,"50-54",3,221,3.162,0.0141058698619748,224.162
2011,3,1,"50-54",4,166,0.423,0.00254171598877559,166.423
2011,3,1,"55-59",1,352,6.133,0.0171249228638523,358.133
2011,3,1,"55-59",2,229,4.963,0.0212127558631066,233.963
2011,3,1,"55-59",3,156,3.376,0.0211826121875314,159.376
2011,3,1,"55-59",4,152,0.609,0.00399059033215603,152.609
2011,3,1,"60-64",1,276.666666666667,3.937,0.014030465270708,280.603666666667
2011,3,1,"60-64",2,186.333333333333,2.46,0.013030121120096,188.793333333333
2011,3,1,"60-64",3,121,2.271,0.018422824508603,123.271
2011,3,1,"60-64",4,101,0.497,0.00489669645408239,101.497
2011,3,1,"65-69",1,172.666666666667,3.166,0.0180057554720587,175.832666666667
2011,3,1,"65-69",2,107.333333333333,1.787,0.0163764162499504,109.120333333333
2011,3,1,"65-69",3,61,0.798,0.0129130392569339,61.798
2011,3,1,"65-69",4,79,0.021,0.000265752141835715,79.021
2011,3,2,"25-29",1,428.666666666667,3.192,0.00739130703254769,431.858666666667
2011,3,2,"25-29",2,610.333333333333,1.858,0.00303499886201155,612.191333333333
2011,3,2,"25-29",3,510,1.498,0.00292865270245436,511.498
2011,3,2,"25-29",4,313,NA,NA,NA
2011,3,2,"30-34",1,503.333333333333,3.727,0.00735021013278499,507.060333333333
2011,3,2,"30-34",2,571.666666666667,2.044,0.00356277147830614,573.710666666667
2011,3,2,"30-34",3,451,1.752,0.00386966816270276,452.752
2011,3,2,"30-34",4,329,0.188,0.000571102227298686,329.188
2011,3,2,"35-39",1,505,1.709,0.00337274451410968,506.709
2011,3,2,"35-39",2,536,1.273,0.00236937273974311,537.273
2011,3,2,"35-39",3,398,0.616,0.00154534690027495,398.616
2011,3,2,"35-39",4,328,0.109,0.000332206675220735,328.109
2011,3,2,"40-44",1,519.333333333333,1.453,0.00279001177066218,520.786333333333
2011,3,2,"40-44",2,509.666666666667,1.089,0.00213213493470785,510.755666666667
2011,3,2,"40-44",3,344,1.143,0.00331167081470579,345.143
2011,3,2,"40-44",4,244,0.166,0.00067986533751628,244.166
2011,3,2,"45-49",1,456,1.803,0.00393837524000498,457.803
2011,3,2,"45-49",2,446,0.54,0.00120929815917947,446.54
2011,3,2,"45-49",3,306,1.307,0.0042530759143137,307.307
2011,3,2,"45-49",4,249,0.182,0.000730389835541893,249.182
2011,3,2,"50-54",1,409,1.426,0.00347443875388011,410.426
2011,3,2,"50-54",2,359,0.516,0.00143526296465248,359.516
2011,3,2,"50-54",3,281,0.503,0.00178683708521756,281.503
2011,3,2,"50-54",4,165,NA,NA,NA
2011,3,2,"55-59",1,310.333333333333,0.305,0.000981849202985251,310.638333333333
2011,3,2,"55-59",2,256.666666666667,0.652,0.00253382317126883,257.318666666667
2011,3,2,"55-59",3,188,0.152,0.000807857476933543,188.152
2011,3,2,"55-59",4,156,0.049,0.000314003934661549,156.049
2011,3,2,"60-64",1,320,1.025,0.00319289774939646,321.025
2011,3,2,"60-64",2,223,0.696,0.00311136542450468,223.696
2011,3,2,"60-64",3,148,0.283,0.00190851277624542,148.283
2011,3,2,"60-64",4,76,0.209,0.00274245823984044,76.209
2011,3,2,"65-69",1,260,1.773,0.00677304382040929,261.773
2011,3,2,"65-69",2,146,0.414,0.00282759845369978,146.414
2011,3,2,"65-69",3,100,0.11,0.00109879132953751,100.11
2011,3,2,"65-69",4,51,0.115,0.00224982881737259,51.115
2012,3,1,"25-29",1,556,42.052,0.0703149558901233,598.052
2012,3,1,"25-29",2,851,25.77,0.0293919728092886,876.77
2012,3,1,"25-29",3,620,12.537,0.0198201844318988,632.537
2012,3,1,"25-29",4,289,0.533,0.0018408955110471,289.533
2012,3,1,"30-34",1,692.333333333333,33.365,0.045976404336972,725.698333333333
2012,3,1,"30-34",2,775.666666666667,27.385,0.034101168251939,803.051666666667
2012,3,1,"30-34",3,394,14.111,0.0345763775051395,408.111
2012,3,1,"30-34",4,277,1.204,0.00432775948584492,278.204
2012,3,1,"35-39",1,661.666666666667,25.594,0.0372406006066597,687.260666666667
2012,3,1,"35-39",2,677.333333333333,19.147,0.0274910849361145,696.480333333333
2012,3,1,"35-39",3,383,12.952,0.0327110356810927,395.952
2012,3,1,"35-39",4,256,0.809,0.00315020112223481,256.809
2012,3,1,"40-44",1,605,23.434,0.0372895164806487,628.434
2012,3,1,"40-44",2,657,16.424,0.0243887951721352,673.424
2012,3,1,"40-44",3,336,10.176,0.0293954520244038,346.176
2012,3,1,"40-44",4,248,0.98,0.00393605912121456,248.98
2012,3,1,"45-49",1,577,17.514,0.0294593567182606,594.514
2012,3,1,"45-49",2,534,13.469,0.0246023062493036,547.469
2012,3,1,"45-49",3,293,5.065,0.0169929377820274,298.065
2012,3,1,"45-49",4,204,0.707,0.00345371677568427,204.707
2012,3,1,"50-54",1,467.666666666667,12.669,0.0263753056022629,480.335666666667
2012,3,1,"50-54",2,395.333333333333,6.875,0.0170931316689112,402.208333333333
2012,3,1,"50-54",3,237,6.807,0.0279196249492426,243.807
2012,3,1,"50-54",4,190,0.724,0.00379606132421719,190.724
2012,3,1,"55-59",1,332.333333333333,7.546,0.0222019971793911,339.879333333333
2012,3,1,"55-59",2,331.666666666667,3.605,0.0107524743615874,335.271666666667
2012,3,1,"55-59",3,176,2.831,0.0158305886563292,178.831
2012,3,1,"55-59",4,141,0.255,0.00180524583200595,141.255
2012,3,1,"60-64",1,251.333333333333,3.393,0.013320177602368,254.726333333333
2012,3,1,"60-64",2,228.666666666667,2.553,0.0110414483197075,231.219666666667
2012,3,1,"60-64",3,140,1.286,0.00910210495024277,141.286
2012,3,1,"60-64",4,86,0.353,0.00408787187474668,86.353
2012,3,1,"65-69",1,215.666666666667,2.77,0.0126810211960751,218.436666666667
2012,3,1,"65-69",2,121.333333333333,1.699,0.0138093780225794,123.032333333333
2012,3,1,"65-69",3,77,0.844,0.0108421972149427,77.844
2012,3,1,"65-69",4,63,0.155,0.00245427915446125,63.155
2012,3,2,"25-29",1,422.333333333333,3.714,0.00871734126568097,426.047333333333
2012,3,2,"25-29",2,741.666666666667,1.608,0.00216339944318475,743.274666666667
2012,3,2,"25-29",3,525,2.524,0.00478461643451293,527.524
2012,3,2,"25-29",4,357,0.18,0.000503947589450697,357.18
2012,3,2,"30-34",1,553.333333333333,1.704,0.0030700637554711,555.037333333333
2012,3,2,"30-34",2,633.666666666667,1.929,0.00303494831882114,635.595666666667
2012,3,2,"30-34",3,482,2.07,0.00427624103951908,484.07
2012,3,2,"30-34",4,371,0.323,0.000869862626338794,371.323
2012,3,2,"35-39",1,601.666666666667,2.001,0.00331473774477458,603.667666666667
2012,3,2,"35-39",2,555.333333333333,1.78,0.0031950411047423,557.113333333333
2012,3,2,"35-39",3,434,1.264,0.00290398470813116,435.264
2012,3,2,"35-39",4,340,0.213,0.000626078368551466,340.213
