"year","race","sex","age","edclass","non_inst","inst","inst_rate","tpop"
2014,1,1,"30-34",3,1746,29.683,0.0167163846249584,1775.683
2014,1,1,"30-34",4,2306,4.167,0.00180376570178693,2310.167
2014,1,1,"35-39",1,299,20.458,0.064039717271128,319.458
2014,1,1,"35-39",2,1638,44.9,0.0266801354804207,1682.9
2014,1,1,"35-39",3,1620,23.376,0.0142243771358472,1643.376
2014,1,1,"35-39",4,2087,2.785,0.00133267297832074,2089.785
2014,1,1,"40-44",1,298,15.501,0.0494448183578362,313.501
2014,1,1,"40-44",2,1699,46.05,0.0263889286839919,1745.05
2014,1,1,"40-44",3,1729,24.763,0.0141199238437577,1753.763
2014,1,1,"40-44",4,2432,4.668,0.00191573082586549,2436.668
2014,1,1,"45-49",1,390.333333333333,17.251,0.0423249830505425,407.584333333333
2014,1,1,"45-49",2,2096.66666666667,41.734,0.0195164548209082,2138.40066666667
2014,1,1,"45-49",3,1597,29.023,0.0178490710156006,1626.023
2014,1,1,"45-49",4,2469,5.985,0.00241819647391802,2474.985
2014,1,1,"50-54",1,470.333333333333,16.033,0.0329648639331533,486.366333333333
2014,1,1,"50-54",2,2559.66666666667,38.032,0.0146406511609763,2597.69866666667
2014,1,1,"50-54",3,2043,25.536,0.0123449628142802,2068.536
2014,1,1,"50-54",4,2486,5.229,0.00209896400531625,2491.229
2014,1,1,"55-59",1,423.666666666667,13.763,0.0314633438213686,437.429666666667
2014,1,1,"55-59",2,2606.33333333333,28.695,0.0108898259791008,2635.02833333333
2014,1,1,"55-59",3,2112,21.409,0.0100351128170923,2133.409
2014,1,1,"55-59",4,2310,5.628,0.00243044219537853,2315.628
2014,1,1,"60-64",1,367,9.08,0.0241437991916614,376.08
2014,1,1,"60-64",2,1974,18.926,0.0094965894368381,1992.926
2014,1,1,"60-64",3,1746,14.9,0.00846158214549378,1760.9
2014,1,1,"60-64",4,2459,8.107,0.00328603501996468,2467.107
2014,1,1,"65-69",1,345.333333333333,10.044,0.0282629167870395,355.377333333333
2014,1,1,"65-69",2,1658.66666666667,22.069,0.0131305596934041,1680.73566666667
2014,1,1,"65-69",3,1451,14.503,0.00989626087425273,1465.503
2014,1,1,"65-69",4,2048,7.214,0.00351009675878035,2055.214
2014,1,2,"25-29",1,213.333333333333,4.434,0.0203611805872322,217.767333333333
2014,1,2,"25-29",2,1237.66666666667,9.796,0.00785274001519885,1247.46266666667
2014,1,2,"25-29",3,1977,5.252,0.00264951176742412,1982.252
2014,1,2,"25-29",4,2683,0.198,7.37925415865695e-05,2683.198
2014,1,2,"30-34",1,248.333333333333,5.483,0.0216022346867617,253.816333333333
2014,1,2,"30-34",2,1179.66666666667,9.716,0.00816894366489282,1189.38266666667
2014,1,2,"30-34",3,1679,9.381,0.00555621035773324,1688.381
2014,1,2,"30-34",4,2949,0.743,0.000251886350777,2949.743
2014,1,2,"35-39",1,183.333333333333,3.994,0.021320967575474,187.327333333333
2014,1,2,"35-39",2,1156.66666666667,6.053,0.0052058980109565,1162.71966666667
2014,1,2,"35-39",3,1699,7.298,0.00427709579452124,1706.298
2014,1,2,"35-39",4,2568,1.683,0.000654944598224762,2569.683
2014,1,2,"40-44",1,185,2.844,0.0151402227380167,187.844
2014,1,2,"40-44",2,1338,7.335,0.00545217362218332,1345.335
2014,1,2,"40-44",3,1902,4.36,0.00228708113892444,1906.36
2014,1,2,"40-44",4,2747,1.07,0.00038936417194613,2748.07
2014,1,2,"45-49",1,216,3.953,0.0179720212954586,219.953
2014,1,2,"45-49",2,1831,5.404,0.00294270759593205,1836.404
2014,1,2,"45-49",3,2081,4.917,0.00235723664939688,2085.917
2014,1,2,"45-49",4,2569,0.762,0.000296525514814212,2569.762
2014,1,2,"50-54",1,302.666666666667,4.875,0.0158515106354153,307.541666666667
2014,1,2,"50-54",2,2306.33333333333,7.439,0.00321509592487996,2313.77233333333
2014,1,2,"50-54",3,2448,7.997,0.00325611146919153,2455.997
2014,1,2,"50-54",4,2693,2.163,0.000802548862536329,2695.163
2014,1,2,"55-59",1,302.333333333333,4.996,0.016256176869981,307.329333333333
2014,1,2,"55-59",2,2565.66666666667,10.245,0.00397723265614051,2575.91166666667
2014,1,2,"55-59",3,2351,7.178,0.00304387539871884,2358.178
2014,1,2,"55-59",4,2549,3.126,0.00122486115497432,2552.126
2014,1,2,"60-64",1,329.333333333333,3.536,0.0106227869193918,332.869333333333
2014,1,2,"60-64",2,2252.66666666667,13.479,0.00594798480886121,2266.14566666667
2014,1,2,"60-64",3,2036,10.718,0.00523667647423827,2046.718
2014,1,2,"60-64",4,2337,4.142,0.00176922202924897,2341.142
2014,1,2,"65-69",1,481.666666666667,9.308,0.0189582082985952,490.974666666667
2014,1,2,"65-69",2,2074.33333333333,19.208,0.00917488453376607,2093.54133333333
2014,1,2,"65-69",3,1722,11.621,0.00670331058518557,1733.621
2014,1,2,"65-69",4,1703,6.141,0.00359303299142669,1709.141
2015,1,1,"25-29",1,246.333333333333,27.472,0.100334057286442,273.805333333333
2015,1,1,"25-29",2,1743.66666666667,54.916,0.0305329307447271,1798.58266666667
2015,1,1,"25-29",3,1782,25.401,0.014053881789376,1807.401
2015,1,1,"25-29",4,2457,2.436,0.000990470986030944,2459.436
2015,1,1,"30-34",1,287,27.287,0.086821917546701,314.287
2015,1,1,"30-34",2,1627,58.837,0.0349007644274031,1685.837
2015,1,1,"30-34",3,1780,29.143,0.0161087321455518,1809.143
2015,1,1,"30-34",4,2408,2.795,0.00115936859002943,2410.795
2015,1,1,"35-39",1,308.666666666667,21.356,0.0647107067393351,330.022666666667
2015,1,1,"35-39",2,1679.33333333333,56.023,0.0322832832219473,1735.35633333333
2015,1,1,"35-39",3,1554,23.563,0.0149363290087306,1577.563
2015,1,1,"35-39",4,2166,3.646,0.00168045847110542,2169.646
2015,1,1,"40-44",1,254,16.508,0.0610259215993612,270.508
2015,1,1,"40-44",2,1707,42.382,0.0242268412502244,1749.382
2015,1,1,"40-44",3,1655,26.538,0.015781980544002,1681.538
2015,1,1,"40-44",4,2307,5.023,0.0021725562418713,2312.023
2015,1,1,"45-49",1,327,17.453,0.0506687414538413,344.453
2015,1,1,"45-49",2,2099,37.517,0.0175598883603547,2136.517
2015,1,1,"45-49",3,1564,23.003,0.0144946165823253,1587.003
2015,1,1,"45-49",4,2452,5.056,0.00205774715757394,2457.056
2015,1,1,"50-54",1,438.333333333333,18.198,0.0398614479911565,456.531333333333
2015,1,1,"50-54",2,2559.66666666667,42.08,0.0161737499423464,2601.74666666667
2015,1,1,"50-54",3,1889,23.88,0.012483794069675,1912.88
2015,1,1,"50-54",4,2535,6.989,0.00274942181103065,2541.989
2015,1,1,"55-59",1,462.333333333333,12.644,0.0266202176665272,474.977333333333
2015,1,1,"55-59",2,2504.66666666667,29.668,0.0117064255128631,2534.33466666667
2015,1,1,"55-59",3,2070,18.319,0.00877212724684303,2088.319
2015,1,1,"55-59",4,2431,8.546,0.00350311082471903,2439.546
2015,1,1,"60-64",1,319.666666666667,8.808,0.026814853301726,328.474666666667
2015,1,1,"60-64",2,2046.33333333333,19.812,0.00958887048281212,2066.14533333333
2015,1,1,"60-64",3,1949,20.098,0.0102067037801064,1969.098
2015,1,1,"60-64",4,2401,7.135,0.00296287375915387,2408.135
2015,1,1,"65-69",1,305.333333333333,9.317,0.0296106471628294,314.650333333333
2015,1,1,"65-69",2,1631.66666666667,21.33,0.0129038372733157,1652.99666666667
2015,1,1,"65-69",3,1535,14.031,0.00905792072592479,1549.031
2015,1,1,"65-69",4,2168,7.695,0.00353680088431513,2175.695
2015,1,2,"25-29",1,220.666666666667,6.873,0.0302057223722164,227.539666666667
2015,1,2,"25-29",2,1248.33333333333,8.881,0.00706403018525348,1257.21433333333
2015,1,2,"25-29",3,1820,8.2,0.00448528607373373,1828.2
2015,1,2,"25-29",4,2877,0.679,0.000235954044909109,2877.679
2015,1,2,"30-34",1,246.666666666667,4.692,0.0186665535038909,251.358666666667
2015,1,2,"30-34",2,1159.33333333333,8.172,0.00699953975941866,1167.50533333333
2015,1,2,"30-34",3,1850,7.511,0.00404358305280561,1857.511
2015,1,2,"30-34",4,2829,1.15,0.000406338886631451,2830.15
2015,1,2,"35-39",1,189.666666666667,2.969,0.0154125144703213,192.635666666667
2015,1,2,"35-39",2,1239.33333333333,7.069,0.0056715234005499,1246.40233333333
2015,1,2,"35-39",3,1604,6.075,0.00377311615918513,1610.075
2015,1,2,"35-39",4,2648,1.369,0.00051672681306379,2649.369
2015,1,2,"40-44",1,205.333333333333,2.362,0.0113724269202004,207.695333333333
2015,1,2,"40-44",2,1298.66666666667,5.782,0.00443252398331249,1304.44866666667
2015,1,2,"40-44",3,1744,5.833,0.00333346096456062,1749.833
2015,1,2,"40-44",4,2708,1.283,0.000473557025973293,2709.283
2015,1,2,"45-49",1,252.333333333333,3.177,0.012433939397102,255.510333333333
2015,1,2,"45-49",2,1682.66666666667,6.012,0.00356017999082517,1688.67866666667
2015,1,2,"45-49",3,1958,5.724,0.00291486991043548,1963.724
2015,1,2,"45-49",4,2658,1.021,0.000383975906922134,2659.021
2015,1,2,"50-54",1,320.666666666667,4.594,0.014124056397843,325.260666666667
2015,1,2,"50-54",2,2223.33333333333,8.868,0.00397275992428401,2232.20133333333
2015,1,2,"50-54",3,2328,7.647,0.00327403927048908,2335.647
2015,1,2,"50-54",4,2718,1.805,0.000663650519062948,2719.805
2015,1,2,"55-59",1,350.333333333333,4.511,0.0127126167061049,354.844333333333
2015,1,2,"55-59",2,2428.66666666667,10.585,0.00433944563599082,2439.25166666667
2015,1,2,"55-59",3,2393,6.738,0.00280780651887831,2399.738
2015,1,2,"55-59",4,2632,1.858,0.000705429070208037,2633.858
2015,1,2,"60-64",1,308.333333333333,6.656,0.0211308742729913,314.989333333333
2015,1,2,"60-64",2,2249.66666666667,14.139,0.00624567744846179,2263.80566666667
2015,1,2,"60-64",3,2114,8.906,0.0041951928158854,2122.906
2015,1,2,"60-64",4,2404,4.214,0.00174984449056438,2408.214
2015,1,2,"65-69",1,374,8.907,0.023261523033008,382.907
2015,1,2,"65-69",2,2206,19.508,0.00876563912598831,2225.508
2015,1,2,"65-69",3,1741,12.359,0.00704875613037604,1753.359
2015,1,2,"65-69",4,1871,7.197,0.00383186641230925,1878.197
2016,1,1,"25-29",1,279,29.304,0.095049042503503,308.304
2016,1,1,"25-29",2,1624,55.132,0.0328336307091998,1679.132
2016,1,1,"25-29",3,1933,26.61,0.0135792326024056,1959.61
2016,1,1,"25-29",4,2504,1.113,0.00044429133536092,2505.113
2016,1,1,"30-34",1,228.666666666667,25.371,0.0998710165028021,254.037666666667
2016,1,1,"30-34",2,1689.33333333333,57.848,0.0331093280911121,1747.18133333333
2016,1,1,"30-34",3,1668,31.238,0.0183835342665359,1699.238
2016,1,1,"30-34",4,2512,1.912,0.000760567593455936,2513.912
2016,1,1,"35-39",1,261,19.89,0.0708106376161487,280.89
2016,1,1,"35-39",2,1631,51.505,0.0306120932775831,1682.505
2016,1,1,"35-39",3,1604,28.194,0.017273681927516,1632.194
2016,1,1,"35-39",4,2280,4.194,0.00183609623350731,2284.194
2016,1,1,"40-44",1,255.666666666667,16.288,0.0598923349970093,271.954666666667
2016,1,1,"40-44",2,1564.33333333333,38.834,0.0242232979630739,1603.16733333333
2016,1,1,"40-44",3,1636,24.477,0.0147409449212485,1660.477
2016,1,1,"40-44",4,2276,6.586,0.00288532392645885,2282.586
2016,1,1,"45-49",1,325,14.932,0.0439264323452926,339.932
2016,1,1,"45-49",2,1921,41.359,0.0210761639434986,1962.359
2016,1,1,"45-49",3,1733,22.341,0.0127274415626365,1755.341
2016,1,1,"45-49",4,2564,4.04,0.00157318421831436,2568.04
2016,1,1,"50-54",1,388,17.076,0.0421550523852314,405.076
2016,1,1,"50-54",2,2331,34.715,0.0146742105452263,2365.715
2016,1,1,"50-54",3,1936,22.127,0.0113000842131282,1958.127
2016,1,1,"50-54",4,2529,7.528,0.00296783634952975,2536.528
2016,1,1,"55-59",1,398.333333333333,13.473,0.0327168353408843,411.806333333333
2016,1,1,"55-59",2,2583.66666666667,29.196,0.0111739512269302,2612.86266666667
2016,1,1,"55-59",3,2005,22.845,0.0112656539331162,2027.845
2016,1,1,"55-59",4,2543,6.348,0.00249004843591381,2549.348
2016,1,1,"60-64",1,287.666666666667,9.028,0.0304285887624089,296.694666666667
2016,1,1,"60-64",2,2044.33333333333,26.168,0.0126384849788393,2070.50133333333
2016,1,1,"60-64",3,2053,17.354,0.00838214141156537,2070.354
2016,1,1,"60-64",4,2353,7.246,0.00307001897259862,2360.246
2016,1,1,"65-69",1,356.333333333333,8.322,0.0228215502127123,364.655333333333
2016,1,1,"65-69",2,1557.66666666667,23.845,0.0150773468843627,1581.51166666667
2016,1,1,"65-69",3,1641,14.287,0.0086311316406158,1655.287
2016,1,1,"65-69",4,2375,8.358,0.00350681685252488,2383.358
2016,1,2,"25-29",1,227,7.485,0.03192101840203,234.485
2016,1,2,"25-29",2,1275,8.145,0.00634768479010556,1283.145
2016,1,2,"25-29",3,1845,7.63,0.00411846941915007,1852.63
2016,1,2,"25-29",4,2888,0.217,7.51328587845027e-05,2888.217
2016,1,2,"30-34",1,202,6.355,0.030500827913897,208.355
2016,1,2,"30-34",2,1181,7.196,0.00605623987961582,1188.196
2016,1,2,"30-34",3,1798,7.15,0.00396088967675816,1805.15
2016,1,2,"30-34",4,2906,0.274,9.42787913321318e-05,2906.274
2016,1,2,"35-39",1,219.333333333333,3.829,0.0171579134471618,223.162333333333
2016,1,2,"35-39",2,1157.66666666667,8.238,0.0070657578063844,1165.90466666667
2016,1,2,"35-39",3,1629,8.543,0.0052169622416022,1637.543
2016,1,2,"35-39",4,2874,0.749,0.000260544485796847,2874.749
2016,1,2,"40-44",1,175.666666666667,1.82,0.0102542914021711,177.486666666667
2016,1,2,"40-44",2,1164.33333333333,5.98,0.00510974268999185,1170.31333333333
2016,1,2,"40-44",3,1746,6.02,0.00343603383523019,1752.02
2016,1,2,"40-44",4,2608,1,0.000383288616328095,2609
2016,1,2,"45-49",1,223,2.832,0.0125402954408587,225.832
2016,1,2,"45-49",2,1626,5.973,0.00365998702184411,1631.973
2016,1,2,"45-49",3,1896,4.636,0.00243918351541274,1900.636
2016,1,2,"45-49",4,2790,1.442,0.000516578886467997,2791.442
2016,1,2,"50-54",1,285.333333333333,2.176,0.00756844995176968,287.509333333333
2016,1,2,"50-54",2,1996.66666666667,6.869,0.00342843909109346,2003.53566666667
2016,1,2,"50-54",3,2299,4.648,0.00201766936615316,2303.648
2016,1,2,"50-54",4,2752,1.848,0.000671061002640669,2753.848
2016,1,2,"55-59",1,293,5.824,0.0194897330870345,298.824
2016,1,2,"55-59",2,2400,10.843,0.00449759689867818,2410.843
2016,1,2,"55-59",3,2436,7.326,0.00299837189142996,2443.326
2016,1,2,"55-59",4,2660,2.656,0.000997500240361504,2662.656
2016,1,2,"60-64",1,295.333333333333,7.028,0.0232437128204224,302.361333333333
2016,1,2,"60-64",2,2252.66666666667,13.396,0.00591157526093718,2266.06266666667
2016,1,2,"60-64",3,2179,9.278,0.00423986349083617,2188.278
2016,1,2,"60-64",4,2518,5.551,0.00219967815193749,2523.551
2016,1,2,"65-69",1,326.666666666667,7.584,0.0226895583354608,334.250666666667
2016,1,2,"65-69",2,2167.33333333333,16.988,0.00777724400744457,2184.32133333333
2016,1,2,"65-69",3,1846,11.367,0.00611995367636014,1857.367
2016,1,2,"65-69",4,2148,7.383,0.00342537729953331,2155.383
2017,1,1,"25-29",1,271,25.761,0.0868072287126678,296.761
2017,1,1,"25-29",2,1820,54.927,0.0292955405730463,1874.927
2017,1,1,"25-29",3,1864,25.035,0.0132527983864778,1889.035
2017,1,1,"25-29",4,2395,1.68,0.000700969674716691,2396.68
2017,1,1,"30-34",1,226,26.367,0.104478794771107,252.367
2017,1,1,"30-34",2,1745,54.842,0.0304704524063779,1799.842
2017,1,1,"30-34",3,1644,28.426,0.0169968656311251,1672.426
2017,1,1,"30-34",4,2521,3.997,0.00158297217778873,2524.997
2017,1,1,"35-39",1,240.666666666667,25.849,0.0969886698342937,266.515666666667
2017,1,1,"35-39",2,1597.33333333333,56.661,0.0342570702076166,1653.99433333333
2017,1,1,"35-39",3,1630,28.02,0.01689967551658,1658.02
2017,1,1,"35-39",4,2522,3.753,0.0014858935137363,2525.753
2017,1,1,"40-44",1,212.333333333333,13.476,0.0596786669579645,225.809333333333
2017,1,1,"40-44",2,1407.66666666667,41.352,0.0285379346389833,1449.01866666667
2017,1,1,"40-44",3,1565,26.712,0.0167819303994692,1591.712
2017,1,1,"40-44",4,2352,4.249,0.0018032898899904,2356.249
2017,1,1,"45-49",1,293.333333333333,16.18,0.0522756154823702,309.513333333333
2017,1,1,"45-49",2,1919.66666666667,41.611,0.021216271773859,1961.27766666667
2017,1,1,"45-49",3,1699,22.823,0.0132551371424357,1721.823
2017,1,1,"45-49",4,2477,4.941,0.00199078060276211,2481.941
2017,1,1,"50-54",1,378.666666666667,14.296,0.036380046280902,392.962666666667
2017,1,1,"50-54",2,2332.33333333333,36.944,0.0155929402945933,2369.27733333333
2017,1,1,"50-54",3,1785,20.432,0.0113169590435973,1805.432
2017,1,1,"50-54",4,2441,4.832,0.0019756058470083,2445.832
2017,1,1,"55-59",1,381,12.669,0.0321818583632442,393.669
2017,1,1,"55-59",2,2648,31.513,0.0117607192053183,2679.513
2017,1,1,"55-59",3,2007,18.624,0.00919420386014384,2025.624
2017,1,1,"55-59",4,2404,7.903,0.00327666576972623,2411.903
2017,1,1,"60-64",1,312,7.694,0.0240667638429248,319.694
2017,1,1,"60-64",2,2073,28.155,0.0133997729820028,2101.155
2017,1,1,"60-64",3,1938,16.764,0.00857597131929992,1954.764
2017,1,1,"60-64",4,2347,6.488,0.00275675932913191,2353.488
2017,1,1,"65-69",1,306,7.681,0.0244866600144733,313.681
2017,1,1,"65-69",2,1558,24.382,0.0154084159197969,1582.382
2017,1,1,"65-69",3,1624,18.064,0.0110007892506017,1642.064
2017,1,1,"65-69",4,2484,8.712,0.00349498859073972,2492.712
2017,1,2,"25-29",1,194.333333333333,5.927,0.0295964752547101,200.260333333333
2017,1,2,"25-29",2,1290.66666666667,7.028,0.00541575778996806,1297.69466666667
2017,1,2,"25-29",3,1849,6.354,0.00342468337578705,1855.354
2017,1,2,"25-29",4,2900,0.327,0.000112745907616624,2900.327
2017,1,2,"30-34",1,175.666666666667,4.128,0.022959524197974,179.794666666667
2017,1,2,"30-34",2,1162.33333333333,9.843,0.00839720076245639,1172.17633333333
2017,1,2,"30-34",3,1685,8.007,0.00472945475122076,1693.007
2017,1,2,"30-34",4,3039,0.438,0.000144105587940929,3039.438
2017,1,2,"35-39",1,226,5.208,0.0225251721393723,231.208
2017,1,2,"35-39",2,1104,8.22,0.00739062415709122,1112.22
2017,1,2,"35-39",3,1639,9.02,0.00547323454812442,1648.02
2017,1,2,"35-39",4,2934,1.403,0.000477958222431469,2935.403
2017,1,2,"40-44",1,161,2.563,0.0156698030728221,163.563
2017,1,2,"40-44",2,1068,5.276,0.00491579053291045,1073.276
2017,1,2,"40-44",3,1580,5.281,0.00333127060754529,1585.281
2017,1,2,"40-44",4,2772,0.516,0.000186112541821219,2772.516
2017,1,2,"45-49",1,190.666666666667,2.882,0.0148903118251051,193.548666666667
2017,1,2,"45-49",2,1567.33333333333,7.698,0.00488752181438084,1575.03133333333
2017,1,2,"45-49",3,1860,5.637,0.0030214881029911,1865.637
2017,1,2,"45-49",4,2825,1.821,0.000644186526136604,2826.821
2017,1,2,"50-54",1,291,2.538,0.00864624000981134,293.538
2017,1,2,"50-54",2,1990,7.007,0.0035087508456405,1997.007
2017,1,2,"50-54",3,2218,4.914,0.00221061183653529,2222.914
2017,1,2,"50-54",4,2584,1.758,0.000679878008692229,2585.758
2017,1,2,"55-59",1,290,6.501,0.0219257270633151,296.501
2017,1,2,"55-59",2,2457,10.146,0.0041124440953231,2467.146
2017,1,2,"55-59",3,2364,10.766,0.00453349930056267,2374.766
2017,1,2,"55-59",4,2657,2.293,0.000862259254621435,2659.293
2017,1,2,"60-64",1,298.666666666667,5.439,0.0178852306818792,304.105666666667
2017,1,2,"60-64",2,2249.33333333333,14.371,0.00634844391486344,2263.70433333333
2017,1,2,"60-64",3,2282,9.223,0.00402536112809622,2291.223
2017,1,2,"60-64",4,2557,3.585,0.00140007068697192,2560.585
2017,1,2,"65-69",1,321.333333333333,8.45,0.0256228837115278,329.783333333333
2017,1,2,"65-69",2,2030.66666666667,19.783,0.00964812758957425,2050.44966666667
2017,1,2,"65-69",3,1902,12.539,0.00654935731264811,1914.539
2017,1,2,"65-69",4,2219,9.269,0.00415973116351751,2228.269
2018,1,1,"25-29",1,265.333333333333,25.736,0.0884187959798811,291.069333333333
2018,1,1,"25-29",2,1868.66666666667,55.098,0.0286407173157354,1923.76466666667
2018,1,1,"25-29",3,1774,22.689,0.0126282289255403,1796.689
2018,1,1,"25-29",4,2476,3.584,0.00144540374514435,2479.584
2018,1,1,"30-34",1,230.333333333333,24.477,0.0960596836078076,254.810333333333
2018,1,1,"30-34",2,1649.66666666667,61.013,0.0356659409642055,1710.67966666667
2018,1,1,"30-34",3,1644,32.272,0.0192522454589709,1676.272
2018,1,1,"30-34",4,2671,4.897,0.00183004054341404,2675.897
2018,1,1,"35-39",1,205.666666666667,25.769,0.111344117227682,231.435666666667
2018,1,1,"35-39",2,1544.33333333333,52.695,0.032995657559822,1597.02833333333
2018,1,1,"35-39",3,1611,28.717,0.0175133879809748,1639.717
2018,1,1,"35-39",4,2682,4.925,0.00183295030564679,2686.925
2018,1,1,"40-44",1,196,16.985,0.0797474000516468,212.985
2018,1,1,"40-44",2,1407,43.321,0.0298699391376116,1450.321
2018,1,1,"40-44",3,1542,23.837,0.0152231681841724,1565.837
2018,1,1,"40-44",4,2348,5.778,0.00245477695857468,2353.778
2018,1,1,"45-49",1,246.333333333333,12.978,0.0500479475122568,259.311333333333
2018,1,1,"45-49",2,1790.66666666667,40.389,0.0220577674044863,1831.05566666667
2018,1,1,"45-49",3,1647,21.986,0.0131732680801397,1668.986
2018,1,1,"45-49",4,2535,5.339,0.00210168800305786,2540.339
2018,1,1,"50-54",1,347.333333333333,13.775,0.0381464472803637,361.108333333333
2018,1,1,"50-54",2,2129.66666666667,38.043,0.0175498594599615,2167.70966666667
2018,1,1,"50-54",3,1693,22.079,0.0128734594732954,1715.079
2018,1,1,"50-54",4,2518,5.061,0.00200589680550728,2523.061
2018,1,1,"55-59",1,418,15.958,0.0367731439448057,433.958
2018,1,1,"55-59",2,2504,29.353,0.0115866205775508,2533.353
2018,1,1,"55-59",3,1976,22.621,0.0113183039705877,1998.621
2018,1,1,"55-59",4,2485,4.552,0.00182844142239246,2489.552
2018,1,1,"60-64",1,313,9.38,0.0290960977728147,322.38
2018,1,1,"60-64",2,2101,30.488,0.014303622633578,2131.488
2018,1,1,"60-64",3,1852,21.32,0.0113808639207396,1873.32
2018,1,1,"60-64",4,2478,7.743,0.00311496401679498,2485.743
2018,1,1,"65-69",1,293,10.603,0.0349238973264428,303.603
2018,1,1,"65-69",2,1633,24.176,0.0145886737437665,1657.176
2018,1,1,"65-69",3,1695,13.627,0.00797540949546039,1708.627
2018,1,1,"65-69",4,2439,9.245,0.00377617436163456,2448.245
2018,1,2,"25-29",1,204.333333333333,5.328,0.0254124111265151,209.661333333333
2018,1,2,"25-29",2,1244.66666666667,9.823,0.00783027573762398,1254.48966666667
2018,1,2,"25-29",3,1795,6.077,0.0033740922792307,1801.077
2018,1,2,"25-29",4,3039,0.511,0.00016811914811297,3039.511
2018,1,2,"30-34",1,164.333333333333,6.558,0.0383752638128713,170.891333333333
2018,1,2,"30-34",2,1158.66666666667,11.882,0.0101507953819947,1170.54866666667
2018,1,2,"30-34",3,1657,7.064,0.00424502903734472,1664.064
2018,1,2,"30-34",4,3095,1.717,0.00055445815681575,3096.717
2018,1,2,"35-39",1,179.333333333333,4.19,0.0228308843562127,183.523333333333
2018,1,2,"35-39",2,1071.66666666667,7.12,0.00660000741573867,1078.78666666667
2018,1,2,"35-39",3,1666,7.53,0.00449947117769027,1673.53
2018,1,2,"35-39",4,3053,0.821,0.000268843524227517,3053.821
2018,1,2,"40-44",1,181.666666666667,2.81,0.0152322786982997,184.476666666667
2018,1,2,"40-44",2,1144.33333333333,6.076,0.00528159831804795,1150.40933333333
2018,1,2,"40-44",3,1495,6.195,0.00412671238579931,1501.195
2018,1,2,"40-44",4,2725,0.919,0.00033713400875081,2725.919
2018,1,2,"45-49",1,209.333333333333,4.637,0.0216712285659538,213.970333333333
2018,1,2,"45-49",2,1443.66666666667,6.812,0.0046963806890415,1450.47866666667
2018,1,2,"45-49",3,1796,5.629,0.00312439464506844,1801.629
2018,1,2,"45-49",4,2873,1.235,0.000429679549514914,2874.235
2018,1,2,"50-54",1,222.333333333333,4.993,0.0219640194199528,227.326333333333
2018,1,2,"50-54",2,1921.66666666667,10.425,0.00539570672544005,1932.09166666667
2018,1,2,"50-54",3,2023,5.321,0.00262335202366884,2028.321
2018,1,2,"50-54",4,2654,1.723,0.000648787542977939,2655.723
2018,1,2,"55-59",1,324,4.812,0.0146345023904237,328.812
2018,1,2,"55-59",2,2377,11.652,0.00487806511789913,2388.652
2018,1,2,"55-59",3,2256,6.286,0.00277860535758962,2262.286
2018,1,2,"55-59",4,2746,1.923,0.000699801268085023,2747.923
2018,1,2,"60-64",1,272.666666666667,4.121,0.0148886691723981,276.787666666667
2018,1,2,"60-64",2,2341.33333333333,15.51,0.00658083623151305,2356.84333333333
2018,1,2,"60-64",3,2271,9.638,0.00422601044093802,2280.638
2018,1,2,"60-64",4,2526,4.912,0.00194080236689383,2530.912
2018,1,2,"65-69",1,309.666666666667,7.793,0.0245480003234007,317.459666666667
2018,1,2,"65-69",2,2067.33333333333,19.018,0.0091154350162181,2086.35133333333
2018,1,2,"65-69",3,1920,13.183,0.00681932336462715,1933.183
2018,1,2,"65-69",4,2264,8.031,0.00353472289770694,2272.031
2019,1,1,"25-29",1,208.666666666667,18.4500554278019,0.0884187959798811,227.116722094469
2019,1,1,"25-29",2,1783.33333333333,51.0759458797282,0.0286407173157354,1834.40927921306
2019,1,1,"25-29",3,1783,22.5161321742383,0.0126282289255403,1805.51613217424
2019,1,1,"25-29",4,2606,3.76672215984617,0.00144540374514435,2609.76672215985
2019,1,1,"30-34",1,236.666666666667,22.7341251205145,0.0960596836078076,259.400791787181
2019,1,1,"30-34",2,1662.33333333333,59.2886825294975,0.0356659409642055,1721.62201586283
2019,1,1,"30-34",3,1574,30.3030343524201,0.0192522454589709,1604.30303435242
2019,1,1,"30-34",4,2738,5.01065100786764,0.00183004054341404,2743.01065100787
2019,1,1,"35-39",1,239.666666666667,26.685473428901,0.111344117227682,266.352140095568
2019,1,1,"35-39",2,1563.33333333333,51.5832113185218,0.032995657559822,1614.91654465186
2019,1,1,"35-39",3,1561,27.3383986383016,0.0175133879809748,1588.3383986383
2019,1,1,"35-39",4,2772,5.0809382472529,0.00183295030564679,2777.08093824725
2019,1,1,"40-44",1,187.333333333333,14.9393462763418,0.0797474000516468,202.272679609675
2019,1,1,"40-44",2,1517.66666666667,45.3326109645152,0.0298699391376116,1562.99927763118
2019,1,1,"40-44",3,1509,22.9717607899162,0.0152231681841724,1531.97176078992
2019,1,1,"40-44",4,2308,5.66562522039037,0.00245477695857468,2313.66562522039
2019,1,1,"45-49",1,231.333333333333,11.5777585245021,0.0500479475122568,242.911091857835
2019,1,1,"45-49",2,1705.66666666667,37.6231986029189,0.0220577674044863,1743.28986526959
2019,1,1,"45-49",3,1634,21.5251200429482,0.0131732680801397,1655.52512004295
