year,race,sex,age,edclass,non_inst,inst,inst_rate
2016,2,2,45-49,4,369000,648,0.001753019088430074
2016,2,2,50-54,1,115000,2109,0.018008863537388245
2016,2,2,50-54,2,544000,3013,0.005508095785657745
2016,2,2,50-54,3,481000,1836,0.003802533365366294
2016,2,2,50-54,4,352000,1065,0.0030164417316924643
2016,2,2,55-59,1,143666.666666667,1911,0.013127013530005716
2016,2,2,55-59,2,493333.33333333296,3505,0.007054608641979455
2016,2,2,55-59,3,439000,1376,0.003124602612313114
2016,2,2,55-59,4,324000,238,7.34028707307595e-4
2016,2,2,60-64,1,143666.666666667,1994,0.013689351048784586
2016,2,2,60-64,2,445333.33333333296,5681,0.012596052010172635
2016,2,2,60-64,3,379000,2153,0.005648650279546534
2016,2,2,60-64,4,267000,502,0.0018766214832038638
2016,2,2,65-69,1,144666.666666667,3439,0.02321990830870747
2016,2,2,65-69,2,355333.33333333296,4646,0.01290629647257529
2016,2,2,65-69,3,262000,2756,0.010409584674190576
2016,2,2,65-69,4,195000,1045,0.005330408834706317
2016,3,1,25-29,1,466000,30884,0.06215535215462764
2016,3,1,25-29,2,959000,30714,0.031033207573096876
2016,3,1,25-29,3,623000,12007,0.01890845297768371
2016,3,1,25-29,4,396000,548,0.0013819260215661155
2016,3,1,30-34,1,530666.666666667,29417,0.05252251002975148
2016,3,1,30-34,2,872333.333333333,26141,0.029094876759603233
2016,3,1,30-34,3,480000,12076,0.024540924572626993
2016,3,1,30-34,4,314000,1422,0.004508246095706704
2016,3,1,35-39,1,664000,26369,0.03819551573144217
2016,3,1,35-39,2,737000,27758,0.036296449334299215
2016,3,1,35-39,3,423000,13940,0.03190369387101204
2016,3,1,35-39,4,345000,1000,0.002890173410404624
2016,3,1,40-44,1,622666.666666667,17896,0.027937937896266186
2016,3,1,40-44,2,679333.333333333,20589,0.02941612093151289
2016,3,1,40-44,3,361000,9005,0.024337508952581723
2016,3,1,40-44,4,309000,1046,0.003373692935886933
2016,3,1,45-49,1,586000,15625,0.025971327654269686
2016,3,1,45-49,2,576000,12408,0.021087408736794877
2016,3,1,45-49,3,307000,7483,0.02379460892957648
2016,3,1,45-49,4,248000,1110,0.004455862871823693
2016,3,1,50-54,1,518000,13223,0.02489161802105707
2016,3,1,50-54,2,539000,9334,0.017022471705201575
2016,3,1,50-54,3,291000,3527,0.011975133009876853
2016,3,1,50-54,4,246000,904,0.0036613420600719307
2016,3,1,55-59,1,433000,7636,0.017329496455123956
2016,3,1,55-59,2,371000,7395,0.019543070072278967
2016,3,1,55-59,3,241000,3556,0.014540636909337738
2016,3,1,55-59,4,158000,265,0.001674406849271791
2016,3,1,60-64,1,308000,5839,0.018605080949149085
2016,3,1,60-64,2,270000,2876,0.010539585745906566
2016,3,1,60-64,3,180000,1861,0.010233090107279736
2016,3,1,60-64,4,168000,858,0.00508119248125644
2016,3,1,65-69,1,265666.66666666704,2535,0.00945184282971146
2016,3,1,65-69,2,164333.333333333,2658,0.01591699369627968
2016,3,1,65-69,3,119000,582,0.004866953220384339
2016,3,1,65-69,4,127000,118,9.282713699082742e-4
2016,3,2,25-29,1,317666.66666666704,2352,0.00734957127500895
2016,3,2,25-29,2,701333.333333333,2522,0.0035831226681998117
2016,3,2,25-29,3,694000,2610,0.003746716240076944
2016,3,2,25-29,4,468000,58,1.2391626678744943e-4
2016,3,2,30-34,1,465666.66666666704,3644,0.007764579539352747
2016,3,2,30-34,2,666333.333333333,2762,0.004127961835034969
2016,3,2,30-34,3,577000,1710,0.0029548478512553783
2016,3,2,30-34,4,419000,161,3.841006200481438e-4
2016,3,2,35-39,1,512666.666666667,2635,0.005113509562359909
2016,3,2,35-39,2,661333.333333333,1641,0.002475208944740446
2016,3,2,35-39,3,525000,1839,0.00349062996475204
2016,3,2,35-39,4,380000,265,6.968824372477089e-4
2016,3,2,40-44,1,591333.333333333,1143,0.001929190983156009
2016,3,2,40-44,2,603666.666666667,1095,0.001810630634106548
2016,3,2,40-44,3,374000,1480,0.003941621391285821
2016,3,2,40-44,4,385000,73,1.8957444432614077e-4
2016,3,2,45-49,1,525666.666666667,422,8.021461528031392e-4
2016,3,2,45-49,2,553333.333333333,1039,0.001874191653383377
2016,3,2,45-49,3,346000,932,0.002686405405093794
2016,3,2,45-49,4,331000,NA,NA
2016,3,2,50-54,1,482666.66666666704,878,0.0018157577996930983
2016,3,2,50-54,2,435333.33333333296,710,0.0016282785350079899
2016,3,2,50-54,3,382000,350,9.153916568588989e-4
2016,3,2,50-54,4,249000,NA,NA
2016,3,2,55-59,1,408333.33333333296,980,0.0023942537909018378
2016,3,2,55-59,2,416666.66666666704,1539,0.00368000752420858
2016,3,2,55-59,3,269000,336,0.0012475124008673182
2016,3,2,55-59,4,192000,203,0.0010561749816600156
2016,3,2,60-64,1,333333.33333333296,1359,0.004060445563437869
2016,3,2,60-64,2,291666.66666666704,815,0.002786499438711255
2016,3,2,60-64,3,210000,475,0.002256800095023162
2016,3,2,60-64,4,164000,NA,NA
2016,3,2,65-69,1,273666.66666666704,1492,0.0054223260276494946
2016,3,2,65-69,2,253333.333333333,822,0.003234242576062412
2016,3,2,65-69,3,161000,164,0.0010175969819562682
2016,3,2,65-69,4,92000,394,0.004264346169664697
2017,1,1,25-29,1,271000,25761,0.08680722871266777
2017,1,1,25-29,2,1820000,54927,0.02929554057304631
2017,1,1,25-29,3,1864000,25035,0.013252798386477752
2017,1,1,25-29,4,2395000,1680,7.009696747166914e-4
2017,1,1,30-34,1,226000,26367,0.10447879477110716
2017,1,1,30-34,2,1745000,54842,0.03047045240637789
2017,1,1,30-34,3,1644000,28426,0.016996865631125083
2017,1,1,30-34,4,2521000,3997,0.001582972177788726
2017,1,1,35-39,1,240666.666666667,25849,0.09698866983429355
2017,1,1,35-39,2,1597333.33333333,56661,0.03425707020761666
2017,1,1,35-39,3,1630000,28020,0.016899675516580018
2017,1,1,35-39,4,2522000,3753,0.0014858935137362997
2017,1,1,40-44,1,212333.333333333,13476,0.05967866695796463
2017,1,1,40-44,2,1407666.66666667,41352,0.02853793463898319
2017,1,1,40-44,3,1565000,26712,0.01678193039946925
2017,1,1,40-44,4,2352000,4249,0.0018032898899904043
2017,1,1,45-49,1,293333.33333333296,16180,0.05227561548237023
2017,1,1,45-49,2,1919666.66666667,41611,0.021216271773858944
2017,1,1,45-49,3,1699000,22823,0.013255137142435662
2017,1,1,45-49,4,2477000,4941,0.0019907806027621125
2017,1,1,50-54,1,378666.66666666704,14296,0.03638004628090197
2017,1,1,50-54,2,2332333.3333333298,36944,0.015592940294593368
2017,1,1,50-54,3,1785000,20432,0.011316959043597322
2017,1,1,50-54,4,2441000,4832,0.001975605847008298
2017,1,1,55-59,1,381000,12669,0.03218185836324425
2017,1,1,55-59,2,2648000,31513,0.011760719205318279
2017,1,1,55-59,3,2007000,18624,0.009194203860143838
2017,1,1,55-59,4,2404000,7903,0.0032766657697262287
2017,1,1,60-64,1,312000,7694,0.024066763842924797
2017,1,1,60-64,2,2073000,28155,0.013399772982002756
2017,1,1,60-64,3,1938000,16764,0.008575971319299925
2017,1,1,60-64,4,2347000,6488,0.0027567593291319098
2017,1,1,65-69,1,306000,7681,0.0244866600144733
2017,1,1,65-69,2,1558000,24382,0.015408415919796864
2017,1,1,65-69,3,1624000,18064,0.011000789250601682
2017,1,1,65-69,4,2484000,8712,0.0034949885907397246
2017,1,2,25-29,1,194333.333333333,5927,0.02959647525471017
2017,1,2,25-29,2,1290666.66666667,7028,0.005415757789968043
2017,1,2,25-29,3,1849000,6354,0.0034246833757870464
2017,1,2,25-29,4,2900000,327,1.1274590761662391e-4
2017,1,2,30-34,1,175666.666666667,4128,0.02295952419797394
2017,1,2,30-34,2,1162333.33333333,9843,0.008397200762456413
2017,1,2,30-34,3,1685000,8007,0.004729454751220757
2017,1,2,30-34,4,3039000,438,1.4410558794092856e-4
2017,1,2,35-39,1,226000,5208,0.02252517213937234
2017,1,2,35-39,2,1104000,8220,0.007390624157091223
2017,1,2,35-39,3,1639000,9020,0.005473234548124416
2017,1,2,35-39,4,2934000,1403,4.7795822243146854e-4
2017,1,2,40-44,1,161000,2563,0.01566980307282209
2017,1,2,40-44,2,1068000,5276,0.004915790532910453
2017,1,2,40-44,3,1580000,5281,0.003331270607545287
2017,1,2,40-44,4,2772000,516,1.8611254182121942e-4
2017,1,2,45-49,1,190666.666666667,2882,0.014890311825105116
2017,1,2,45-49,2,1567333.33333333,7698,0.004887521814380846
2017,1,2,45-49,3,1860000,5637,0.0030214881029910962
2017,1,2,45-49,4,2825000,1821,6.441865261366036e-4
2017,1,2,50-54,1,291000,2538,0.008646240009811337
2017,1,2,50-54,2,1990000,7007,0.003508750845640501
2017,1,2,50-54,3,2218000,4914,0.0022106118365352867
2017,1,2,50-54,4,2584000,1758,6.798780086922288e-4
2017,1,2,55-59,1,290000,6501,0.021925727063315133
2017,1,2,55-59,2,2457000,10146,0.004112444095323098
2017,1,2,55-59,3,2364000,10766,0.004533499300562666
2017,1,2,55-59,4,2657000,2293,8.622592546214351e-4
2017,1,2,60-64,1,298666.66666666704,5439,0.017885230681879194
2017,1,2,60-64,2,2249333.3333333298,14371,0.00634844391486345
2017,1,2,60-64,3,2282000,9223,0.0040253611280962175
2017,1,2,60-64,4,2557000,3585,0.0014000706869719225
2017,1,2,65-69,1,321333.33333333296,8450,0.0256228837115278
2017,1,2,65-69,2,2030666.66666667,19783,0.00964812758957424
2017,1,2,65-69,3,1902000,12539,0.00654935731264811
2017,1,2,65-69,4,2219000,9269,0.004159731163517511
2017,2,1,25-29,1,121666.66666666699,46265,0.27549896287180253
2017,2,1,25-29,2,627333.333333333,59831,0.08706942007564425
2017,2,1,25-29,3,571000,26018,0.043579925563383345
2017,2,1,25-29,4,338000,1615,0.004755384773935192
2017,2,1,30-34,1,122333.33333333301,36765,0.23108350181753468
2017,2,1,30-34,2,425666.66666666704,55531,0.11540164021299623
2017,2,1,30-34,3,498000,24273,0.046475693746374024
2017,2,1,30-34,4,314000,1288,0.004085153891045647
2017,2,1,35-39,1,113333.33333333301,32450,0.22259060249228355
2017,2,1,35-39,2,467666.66666666704,52381,0.10072345932392088
2017,2,1,35-39,3,341000,25194,0.06879959802727516
2017,2,1,35-39,4,332000,1387,0.004160330186839919
2017,2,1,40-44,1,91333.3333333333,22517,0.19777719871995697
2017,2,1,40-44,2,398666.66666666704,38609,0.08829441687051715
2017,2,1,40-44,3,365000,19975,0.051886486135463344
2017,2,1,40-44,4,289000,1602,0.00551269433796051
2017,2,1,45-49,1,99333.3333333333,19408,0.16344771828961557
2017,2,1,45-49,2,452666.66666666704,32181,0.06637342450515381
2017,2,1,45-49,3,341000,18648,0.051850698460717146
2017,2,1,45-49,4,299000,1756,0.005838620010905851
2017,2,1,50-54,1,127333.33333333301,18229,0.12523157318628703
2017,2,1,50-54,2,554666.666666667,27835,0.047785271000655195
2017,2,1,50-54,3,326000,16038,0.046889526894672524
2017,2,1,50-54,4,232000,2875,0.012240553485896753
2017,2,1,55-59,1,136000,19218,0.1238129598371323
2017,2,1,55-59,2,526000,23621,0.042976887709894634
2017,2,1,55-59,3,277000,9117,0.03186458686481405
2017,2,1,55-59,4,244000,2561,0.010386881948077758
2017,2,1,60-64,1,111333.33333333301,12391,0.10015006479458392
2017,2,1,60-64,2,395666.66666666704,16657,0.04039787513207663
2017,2,1,60-64,3,276000,8206,0.028873422798955686
2017,2,1,60-64,4,219000,1158,0.005259858828659417
2017,2,1,65-69,1,145333.333333333,8262,0.05379069676596089
2017,2,1,65-69,2,282666.66666666704,11842,0.04020934301876793
2017,2,1,65-69,3,173000,4568,0.025725355919985583
2017,2,1,65-69,4,158000,2276,0.014200504130375102
2017,2,2,25-29,1,100666.66666666699,3756,0.03596920208894609
2017,2,2,25-29,2,615333.333333333,3237,0.005233034669730365
2017,2,2,25-29,3,635000,2499,0.0039200061490292535
2017,2,2,25-29,4,425000,163,3.8338237334857453e-4
2017,2,2,30-34,1,82000,2457,0.02909172715109464
2017,2,2,30-34,2,438000,3607,0.008167895889331464
2017,2,2,30-34,3,602000,3166,0.005231622397821424
2017,2,2,30-34,4,441000,285,6.458411230837214e-4
2017,2,2,35-39,1,85666.6666666667,1990,0.022702209377495522
2017,2,2,35-39,2,426333.33333333296,2930,0.006825647038725264
2017,2,2,35-39,3,504000,2605,0.005142073212858144
2017,2,2,35-39,4,505000,273,5.403019753677714e-4
2017,2,2,40-44,1,102000,1250,0.012106537530266344
2017,2,2,40-44,2,395000,2864,0.007198439667826192
2017,2,2,40-44,3,455000,2092,0.004576759164457046
2017,2,2,40-44,4,439000,410,9.330693429826358e-4
2017,2,2,45-49,1,98333.3333333333,2218,0.022058384771957283
2017,2,2,45-49,2,413666.66666666704,1523,0.0036682030461580176
2017,2,2,45-49,3,476000,1859,0.0038902688868473756
2017,2,2,45-49,4,459000,771,0.001676921771925589
2017,2,2,50-54,1,126333.33333333301,2491,0.019336409011755075
2017,2,2,50-54,2,474666.66666666704,2182,0.004575875225263637
2017,2,2,50-54,3,474000,1478,0.0031084508641829904
2017,2,2,50-54,4,397000,100,2.518257365902795e-4
2017,2,2,55-59,1,126666.66666666699,2120,0.016461331400766083
2017,2,2,55-59,2,521333.333333333,4550,0.008652109149684662
2017,2,2,55-59,3,479000,2690,0.005584504556872678
2017,2,2,55-59,4,316000,323,0.0010211081710782964
2017,2,2,60-64,1,183000,3548,0.01901923365568111
2017,2,2,60-64,2,446000,4479,0.00994274982851587
2017,2,2,60-64,3,349000,3046,0.00865227839543696
2017,2,2,60-64,4,268000,1100,0.004087699739873653
2017,2,2,65-69,1,149666.666666667,3138,0.020536022023760137
2017,2,2,65-69,2,374333.33333333296,6178,0.01623604728374277
2017,2,2,65-69,3,301000,3473,0.01140659434498297
2017,2,2,65-69,4,190000,1710,0.008919722497522299
2017,3,1,25-29,1,410000,34601,0.07782483620144803
2017,3,1,25-29,2,960000,29705,0.030013994068939735
2017,3,1,25-29,3,677000,13389,0.019393414437367917
2017,3,1,25-29,4,360000,742,0.0020568716700578252
2017,3,1,30-34,1,481666.66666666704,30493,0.059538073738723364
2017,3,1,30-34,2,832333.333333333,25404,0.029617458647013938
2017,3,1,30-34,3,554000,12760,0.022513938880654952
2017,3,1,30-34,4,412000,1870,0.004518327010897142
2017,3,1,35-39,1,637666.666666667,26218,0.039491799278388695
2017,3,1,35-39,2,830333.333333333,22353,0.026214798016777573
2017,3,1,35-39,3,461000,13538,0.02852880064399479
2017,3,1,35-39,4,296000,1481,0.004978469213159832
2017,3,1,40-44,1,611333.333333333,21806,0.03444107616122414
2017,3,1,40-44,2,669666.666666667,15793,0.02304001353836038
2017,3,1,40-44,3,361000,10712,0.02881800964187328
2017,3,1,40-44,4,304000,1063,0.0034845261470581486
2017,3,1,45-49,1,530000,15438,0.028303858550376027
2017,3,1,45-49,2,654000,16338,0.0243727791054662
2017,3,1,45-49,3,303000,6648,0.021469539606262595
2017,3,1,45-49,4,277000,972,0.003496755068855856
2017,3,1,50-54,1,499333.33333333296,11820,0.02312417669844667
2017,3,1,50-54,2,538666.666666667,9144,0.01669189841745809
2017,3,1,50-54,3,315000,4851,0.015166436872168603
2017,3,1,50-54,4,244000,624,0.0025508535548433514
2017,3,1,55-59,1,405000,7106,0.01724313647459634
2017,3,1,55-59,2,392000,8257,0.020629245709631563
2017,3,1,55-59,3,256000,3609,0.013901675211568166
2017,3,1,55-59,4,199000,413,0.0020710786157371887
2017,3,1,60-64,1,341333.33333333296,5023,0.014502405518786544
2017,3,1,60-64,2,266666.66666666704,4070,0.015033057952992432
2017,3,1,60-64,3,178000,2845,0.01573170394536758
2017,3,1,60-64,4,181000,311,0.001715284786913094
2017,3,1,65-69,1,253666.666666667,5154,0.01991340207247744
2017,3,1,65-69,2,214333.333333333,1998,0.009235832688745981
2017,3,1,65-69,3,118000,1970,0.016420771859631575
2017,3,1,65-69,4,132000,338,0.0025540661034623466
2017,3,2,25-29,1,294000,2592,0.008739278200356044
2017,3,2,25-29,2,687000,3869,0.00560019337964216
2017,3,2,25-29,3,752000,1866,0.0024752409579421276
2017,3,2,25-29,4,500000,275,5.496976662835441e-4
2017,3,2,30-34,1,412333.33333333296,2812,0.006773531518279548
2017,3,2,30-34,2,659666.666666667,2874,0.004337846934678724
2017,3,2,30-34,3,600000,1841,0.0030589474628680995
2017,3,2,30-34,4,452000,NA,NA
2017,3,2,35-39,1,501666.66666666704,1883,0.003739452381062706
2017,3,2,35-39,2,657333.333333333,1893,0.0028715479104546304
2017,3,2,35-39,3,506000,1123,0.0022144529039306044
2017,3,2,35-39,4,432000,216,4.997501249375312e-4
2017,3,2,40-44,1,517333.333333333,1443,0.002781545547246117
2017,3,2,40-44,2,610666.666666667,2859,0.00465995174339351
2017,3,2,40-44,3,419000,794,0.0018914038790454365
2017,3,2,40-44,4,419000,NA,NA
2017,3,2,45-49,1,528000,1068,0.0020186441062396516
2017,3,2,45-49,2,567000,737,0.0012981362849347497
2017,3,2,45-49,3,372000,431,0.0011572613450545203
2017,3,2,45-49,4,329000,165,5.0126836085246e-4
2017,3,2,50-54,1,406666.66666666704,1134,0.0027807703436809788
2017,3,2,50-54,2,485333.33333333296,1052,0.0021628941662166366
2017,3,2,50-54,3,410000,1225,0.0029789044926743268
2017,3,2,50-54,4,271000,68,2.5085956291410273e-4
2017,3,2,55-59,1,402000,1075,0.0026669974570489364
2017,3,2,55-59,2,439000,479,0.0010899269362131068
2017,3,2,55-59,3,278000,779,0.0027943281237108966
2017,3,2,55-59,4,224000,326,0.001453242156504373
2017,3,2,60-64,1,352000,1448,0.004096783685294584
2017,3,2,60-64,2,325000,920,0.002822778595974472
2017,3,2,60-64,3,202000,449,0.0022178425183626495
2017,3,2,60-64,4,152000,436,0.0028602167467002546
2017,3,2,65-69,1,324333.33333333296,1323,0.004062564932971266
2017,3,2,65-69,2,247666.666666667,602,0.002424792496301047
2017,3,2,65-69,3,176000,397,0.002250605169022149
2017,3,2,65-69,4,109000,223,0.0020416945148915523
2018,1,1,25-29,1,265333.33333333296,25736,0.0884187959798812
2018,1,1,25-29,2,1868666.66666667,55098,0.028640717315735382
2018,1,1,25-29,3,1774000,22689,0.012628228925540257
2018,1,1,25-29,4,2476000,3584,0.0014454037451443469
2018,1,1,30-34,1,230333.333333333,24477,0.09605968360780777
2018,1,1,30-34,2,1649666.66666667,61013,0.03566594096420538
2018,1,1,30-34,3,1644000,32272,0.01925224545897086
2018,1,1,30-34,4,2671000,4897,0.0018300405434140401
2018,1,1,35-39,1,205666.666666667,25769,0.11134411722768153
2018,1,1,35-39,2,1544333.33333333,52695,0.03299565755982212
2018,1,1,35-39,3,1611000,28717,0.017513387980974765
2018,1,1,35-39,4,2682000,4925,0.0018329503056467896
2018,1,1,40-44,1,196000,16985,0.07974740005164684
2018,1,1,40-44,2,1407000,43321,0.029869939137611604
2018,1,1,40-44,3,1542000,23837,0.015223168184172426
2018,1,1,40-44,4,2348000,5778,0.002454776958574683
2018,1,1,45-49,1,246333.333333333,12978,0.05004794751225689
2018,1,1,45-49,2,1790666.66666667,40389,0.022057767404486298
2018,1,1,45-49,3,1647000,21986,0.013173268080139678
2018,1,1,45-49,4,2535000,5339,0.0021016880030578595
2018,1,1,50-54,1,347333.33333333296,13775,0.03814644728036373
2018,1,1,50-54,2,2129666.6666666702,38043,0.017549859459961476
2018,1,1,50-54,3,1693000,22079,0.0128734594732954
2018,1,1,50-54,4,2518000,5061,0.0020058968055072786
2018,1,1,55-59,1,418000,15958,0.03677314394480572
2018,1,1,55-59,2,2504000,29353,0.01158662057755078
2018,1,1,55-59,3,1976000,22621,0.01131830397058772
2018,1,1,55-59,4,2485000,4552,0.0018284414223924627
2018,1,1,60-64,1,313000,9380,0.029096097772814692
2018,1,1,60-64,2,2101000,30488,0.014303622633578044
2018,1,1,60-64,3,1852000,21320,0.01138086392073965
2018,1,1,60-64,4,2478000,7743,0.0031149640167949786
2018,1,1,65-69,1,293000,10603,0.03492389732644276
2018,1,1,65-69,2,1633000,24176,0.014588673743766503
2018,1,1,65-69,3,1695000,13627,0.00797540949546039
2018,1,1,65-69,4,2439000,9245,0.0037761743616345584
2018,1,2,25-29,1,204333.333333333,5328,0.025412411126515183
2018,1,2,25-29,2,1244666.66666667,9823,0.007830275737623963
2018,1,2,25-29,3,1795000,6077,0.003374092279230705
2018,1,2,25-29,4,3039000,511,1.6811914811296947e-4
2018,1,2,30-34,1,164333.333333333,6558,0.038375263812871416
2018,1,2,30-34,2,1158666.66666667,11882,0.010150795381994626
2018,1,2,30-34,3,1657000,7064,0.004245029037344718
2018,1,2,30-34,4,3095000,1717,5.544581568157503e-4
2018,1,2,35-39,1,179333.333333333,4190,0.022830884356212694
2018,1,2,35-39,2,1071666.66666667,7120,0.006600007415738649
2018,1,2,35-39,3,1666000,7530,0.004499471177690271
2018,1,2,35-39,4,3053000,821,2.688435242275169e-4
2018,1,2,40-44,1,181666.666666667,2810,0.015232278698299666
2018,1,2,40-44,2,1144333.33333333,6076,0.005281598318047968
2018,1,2,40-44,3,1495000,6195,0.004126712385799313
2018,1,2,40-44,4,2725000,919,3.371340087508103e-4
2018,1,2,45-49,1,209333.333333333,4637,0.02167122856595388
2018,1,2,45-49,2,1443666.66666667,6812,0.004696380689041491
2018,1,2,45-49,3,1796000,5629,0.0031243946450684353
2018,1,2,45-49,4,2873000,1235,4.296795495149144e-4
2018,1,2,50-54,1,222333.333333333,4993,0.021964019419952848
2018,1,2,50-54,2,1921666.66666667,10425,0.005395706725440036
2018,1,2,50-54,3,2023000,5321,0.0026233520236688375
2018,1,2,50-54,4,2654000,1723,6.487875429779386e-4
2018,1,2,55-59,1,324000,4812,0.014634502390423708
2018,1,2,55-59,2,2377000,11652,0.004878065117899133
2018,1,2,55-59,3,2256000,6286,0.002778605357589624
2018,1,2,55-59,4,2746000,1923,6.998012680850227e-4
2018,1,2,60-64,1,272666.66666666704,4121,0.014888669172398075
2018,1,2,60-64,2,2341333.3333333298,15510,0.006580836231513065
2018,1,2,60-64,3,2271000,9638,0.004226010440938018
2018,1,2,60-64,4,2526000,4912,0.0019408023668938312
2018,1,2,65-69,1,309666.66666666704,7793,0.024548000323400633
2018,1,2,65-69,2,2067333.3333333298,19018,0.009115435016218122
2018,1,2,65-69,3,1920000,13183,0.006819323364627146
2018,1,2,65-69,4,2264000,8031,0.0035347228977069415
2018,2,1,25-29,1,130333.33333333301,49856,0.27668674431338935
2018,2,1,25-29,2,665666.666666667,61079,0.08404453277327185
2018,2,1,25-29,3,585000,23810,0.03910908165108983
2018,2,1,25-29,4,315000,472,0.0014961708170614192
2018,2,1,30-34,1,105000,37935,0.26540035680554097
2018,2,1,30-34,2,489000,57722,0.10557833780239317
2018,2,1,30-34,3,417000,23638,0.053644942106672595
2018,2,1,30-34,4,381000,1385,0.003622004001202976
2018,2,1,35-39,1,127666.66666666699,29112,0.18568852905157127
2018,2,1,35-39,2,452333.33333333296,53808,0.10631022691949028
2018,2,1,35-39,3,329000,21718,0.06192439509805599
2018,2,1,35-39,4,394000,2318,0.005848838558934997
2018,2,1,40-44,1,68333.3333333333,23306,0.2543231072537994
2018,2,1,40-44,2,404666.66666666704,39155,0.08822237159820191
2018,2,1,40-44,3,347000,20774,0.05648577659105864
2018,2,1,40-44,4,335000,1914,0.005680974966905501
2018,2,1,45-49,1,100666.66666666699,16874,0.14355882503076908
2018,2,1,45-49,2,478333.33333333296,33291,0.06506922722596598
2018,2,1,45-49,3,327000,16708,0.04861103029315582
2018,2,1,45-49,4,308000,1815,0.005858334812710812
2018,2,1,50-54,1,124000,20835,0.14385335036420754
2018,2,1,50-54,2,561000,30835,0.05210066995023951
2018,2,1,50-54,3,335000,14131,0.04047477880795461
2018,2,1,50-54,4,207000,2175,0.010397992111868053
2018,2,1,55-59,1,123333.33333333301,18196,0.12856698729120963
2018,2,1,55-59,2,492666.66666666704,28489,0.05466504889454011
2018,2,1,55-59,3,299000,13065,0.04186627785877942
2018,2,1,55-59,4,243000,2576,0.010489624393263185
2018,2,1,60-64,1,105666.66666666699,10353,0.08923487109943978
2018,2,1,60-64,2,411333.33333333296,15879,0.03716887074889383
2018,2,1,60-64,3,300000,8561,0.02774491915699003
2018,2,1,60-64,4,226000,2553,0.011170275603470529
2018,2,1,65-69,1,109333.33333333301,9001,0.07606414593679511
2018,2,1,65-69,2,282666.66666666704,13519,0.04564366720424233
2018,2,1,65-69,3,195000,6648,0.032968340871221136
2018,2,1,65-69,4,182000,1564,0.00852018914384084
2018,2,2,25-29,1,105666.66666666699,2674,0.024681406181735317
2018,2,2,25-29,2,582333.333333333,3273,0.005589078897712289
2018,2,2,25-29,3,673000,1928,0.002856601000403006
2018,2,2,25-29,4,471000,210,4.456611701789011e-4
2018,2,2,30-34,1,92666.6666666667,2973,0.031085428291608423
2018,2,2,30-34,2,404333.33333333296,2516,0.006184107466482274
2018,2,2,30-34,3,563000,2648,0.004681356603399994
2018,2,2,30-34,4,524000,413,7.875472194625229e-4
2018,2,2,35-39,1,90000,1735,0.018913173815882707
2018,2,2,35-39,2,431000,2600,0.005996309963099631
2018,2,2,35-39,3,527000,1997,0.003775068667686206
2018,2,2,35-39,4,496000,354,7.13200659206937e-4
2018,2,2,40-44,1,73666.6666666667,1900,0.0251433612704014
2018,2,2,40-44,2,395333.33333333296,2500,0.006284038542103064
2018,2,2,40-44,3,440000,1223,0.002771840996502902
2018,2,2,40-44,4,500000,390,7.793920741821379e-4
2018,2,2,45-49,1,116000,1570,0.013353746704091179
2018,2,2,45-49,2,383000,2132,0.005535764361309889
2018,2,2,45-49,3,479000,1722,0.0035821119066737116
2018,2,2,45-49,4,476000,292,6.130692936265988e-4
2018,2,2,50-54,1,124000,1935,0.015365069281772344
2018,2,2,50-54,2,442000,4446,0.009958651214256596
2018,2,2,50-54,3,482000,1935,0.003998470869021666
2018,2,2,50-54,4,407000,506,0.0012416995087188901
2018,2,2,55-59,1,147333.333333333,2021,0.0135315792645231
2018,2,2,55-59,2,479666.66666666704,3328,0.006890345235006041
2018,2,2,55-59,3,430000,1728,0.004002520105251455
2018,2,2,55-59,4,322000,296,9.184104053416735e-4
2018,2,2,60-64,1,169333.333333333,2729,0.015860531164093663
2018,2,2,60-64,2,477666.66666666704,5787,0.011970123300336942
2018,2,2,60-64,3,430000,3796,0.008750656990843623
2018,2,2,60-64,4,287000,1190,0.004129220306048093
2018,2,2,65-69,1,134000,3509,0.025518329709328116
2018,2,2,65-69,2,336000,5394,0.015799926184994463
2018,2,2,65-69,3,312000,3205,0.01016798591392903
2018,2,2,65-69,4,247000,549,0.002217742749920218
2018,3,1,25-29,1,378000,31680,0.0773286467486819
2018,3,1,25-29,2,946000,28767,0.029511667916538004
2018,3,1,25-29,3,752000,12955,0.016935636736801513
2018,3,1,25-29,4,469000,789,0.0016794773823993324
2018,3,1,30-34,1,542000,25076,0.044219822387122715
2018,3,1,30-34,2,821000,28983,0.03409832902540404
2018,3,1,30-34,3,516000,13548,0.02558408302930046
2018,3,1,30-34,4,393000,1915,0.004849144752668295
2018,3,1,35-39,1,636666.666666667,27806,0.041846717547448634
2018,3,1,35-39,2,841333.333333333,27675,0.03184664512231376
2018,3,1,35-39,3,479000,13297,0.02701011787599762
2018,3,1,35-39,4,376000,679,0.001802595844206871
2018,3,1,40-44,1,557000,19675,0.03411800407508562
2018,3,1,40-44,2,767000,17895,0.022799227922206153
2018,3,1,40-44,3,347000,9716,0.027237354085603113
2018,3,1,40-44,4,305000,1250,0.004081632653061225
2018,3,1,45-49,1,498666.66666666704,13664,0.026670275447107056
2018,3,1,45-49,2,674333.333333333,13179,0.0191691106632269
2018,3,1,45-49,3,389000,6355,0.01607416119689899
