year,race,sex,age,edclass,non_inst,inst,inst_rate
2004,2,1,30-34,2,481333.33333333296,54142.333333333336,0.10111072585308895
2004,2,1,30-34,3,352000,22056,0.058964433133006824
2004,2,1,30-34,4,225000,1568.3333333333335,0.006922120625859748
2004,2,1,35-39,1,134666.666666667,37924.333333333336,0.21973528940288461
2004,2,1,35-39,2,500333.33333333296,55093.333333333336,0.09919101231485712
2004,2,1,35-39,3,304000,23085,0.07057798431600348
2004,2,1,35-39,4,238000,2787,0.011574545137403598
2004,2,1,40-44,1,175666.666666667,35718.333333333336,0.16897288517791365
2004,2,1,40-44,2,547333.333333333,46439.666666666664,0.07821114578579136
2004,2,1,40-44,3,327000,18241.333333333332,0.05283646994759222
2004,2,1,40-44,4,214000,2745,0.012664652010427
2004,2,1,45-49,1,152000,26378,0.14787698034510982
2004,2,1,45-49,2,548000,28110.333333333332,0.04879331563224868
2004,2,1,45-49,3,259000,15131.666666666666,0.05519853598331701
2004,2,1,45-49,4,211000,2583.6666666666665,0.012096742728454579
2004,2,1,50-54,1,154333.333333333,15734.666666666668,0.09251985480317697
2004,2,1,50-54,2,359666.66666666704,16951,0.04500850995660493
2004,2,1,50-54,3,280000,8743,0.03027952192780431
2004,2,1,50-54,4,170000,2265,0.013148347023481265
2004,2,1,55-59,1,147333.333333333,9250,0.05907397551889316
2004,2,1,55-59,2,264666.66666666704,9557,0.0348511130208795
2004,2,1,55-59,3,172000,4987.333333333334,0.02817904106131889
2004,2,1,55-59,4,108000,1163,0.010653792951824337
2004,2,1,60-64,1,124000,6747.333333333333,0.05160589635990027
2004,2,1,60-64,2,243000,5157.666666666667,0.020783829635191608
2004,2,1,60-64,3,83000,2018,0.02373614999176645
2004,2,1,60-64,4,85000,921.6666666666667,0.010726824821057942
2004,2,1,65-69,1,167666.666666667,7687.666666666667,0.04384075671545035
2004,2,1,65-69,2,109333.33333333301,3423.666666666667,0.030363229481687848
2004,2,1,65-69,3,69000,1152,0.016421484775915155
2004,2,1,65-69,4,47000,385.33333333333337,0.008131911421255522
2004,2,2,25-29,1,154666.666666667,4991.333333333333,0.03126265726323343
2004,2,2,25-29,2,479333.33333333296,4413.333333333333,0.009123232545960702
2004,2,2,25-29,3,464000,3144.3333333333335,0.006730967516820284
2004,2,2,25-29,4,269000,564,0.00209226751346619
2004,2,2,30-34,1,116333.33333333301,5282.666666666667,0.04343726702626859
2004,2,2,30-34,2,509666.66666666704,4064.666666666667,0.007912047412590493
2004,2,2,30-34,3,473000,2053,0.004321623061005825
2004,2,2,30-34,4,313000,348.6666666666667,0.0011127115056071724
2004,2,2,35-39,1,126666.66666666699,3765.6666666666665,0.028870653237821835
2004,2,2,35-39,2,540333.333333333,5012,0.009190506810363592
2004,2,2,35-39,3,460000,2706.333333333333,0.00584892217453979
2004,2,2,35-39,4,309000,556.3333333333334,0.001797195771582771
2004,2,2,40-44,1,177333.333333333,6055,0.033017367517017684
2004,2,2,40-44,2,572666.666666667,5798.333333333333,0.010023654557031678
2004,2,2,40-44,3,482000,3137.6666666666665,0.006467579992758069
2004,2,2,40-44,4,294000,463.33333333333337,0.0015734839651795926
2004,2,2,45-49,1,157333.333333333,4307,0.026645577320842006
2004,2,2,45-49,2,541666.666666667,3567.3333333333335,0.0065427565656824985
2004,2,2,45-49,3,418000,2110.6666666666665,0.005024073022029116
2004,2,2,45-49,4,291000,328.66666666666663,0.0011281645243745322
2004,2,2,50-54,1,156000,2763.3333333333335,0.017405362279283628
2004,2,2,50-54,2,420000,2436.6666666666665,0.00576812303224941
2004,2,2,50-54,3,358000,1327.3333333333333,0.0036939392308962486
2004,2,2,50-54,4,240000,868.6666666666667,0.0036063913114477326
2004,2,2,55-59,1,146000,2305,0.015542294595596912
2004,2,2,55-59,2,330000,2886,0.008669634649699897
2004,2,2,55-59,3,224000,1324,0.005875983028882853
2004,2,2,55-59,4,150000,240,0.001597444089456869
2004,2,2,60-64,1,157666.666666667,3041.6666666666665,0.018926626912107815
2004,2,2,60-64,2,284333.33333333296,2583.6666666666665,0.009004927092736469
2004,2,2,60-64,3,163000,1155.3333333333335,0.007038049327263203
2004,2,2,60-64,4,91000,723,0.007882428616595619
2004,2,2,65-69,1,168333.333333333,3660.3333333333335,0.021281791383791306
2004,2,2,65-69,2,211666.666666667,2986,0.01391084511722812
2004,2,2,65-69,3,85000,1076.6666666666667,0.012508229098090849
2004,2,2,65-69,4,63000,701,0.011004536820458077
2004,3,1,25-29,1,776333.333333333,36398.333333333336,0.04478517920018704
2004,3,1,25-29,2,732666.666666667,27787,0.03654003027140377
2004,3,1,25-29,3,383000,9075.333333333334,0.023146912243055335
2004,3,1,25-29,4,200000,1151,0.005722069490084563
2004,3,1,30-34,1,762666.666666667,27218,0.034458195162669306
2004,3,1,30-34,2,579333.333333333,23342,0.03873063772313011
2004,3,1,30-34,3,361000,7237.666666666667,0.019654878687948817
2004,3,1,30-34,4,206000,865.6666666666666,0.004184680235321795
2004,3,1,35-39,1,602666.666666667,23381.666666666668,0.037348021585127865
2004,3,1,35-39,2,543333.333333333,16912,0.03018677531747998
2004,3,1,35-39,3,345000,6593.333333333333,0.01875272568687309
2004,3,1,35-39,4,191000,1642.6666666666667,0.008527013745656899
2004,3,1,40-44,1,587666.666666667,18051.666666666668,0.029802080725089483
2004,3,1,40-44,2,420333.33333333296,13386.666666666666,0.03086476682344987
2004,3,1,40-44,3,255000,5563.333333333333,0.02135117501822973
2004,3,1,40-44,4,181000,920.3333333333334,0.005058991023543273
2004,3,1,45-49,1,430333.33333333296,11423.333333333334,0.02585888158639374
2004,3,1,45-49,2,295666.66666666704,8078,0.026594705640922058
2004,3,1,45-49,3,220000,3934.6666666666665,0.01757060094908634
2004,3,1,45-49,4,161000,676,0.004181201909992825
2004,3,1,50-54,1,341000,6153.666666666667,0.01772605983325348
2004,3,1,50-54,2,245000,4163.666666666667,0.016710569090463968
2004,3,1,50-54,3,139000,2494,0.017626189096357443
2004,3,1,50-54,4,124000,505,0.004056062005541946
2004,3,1,55-59,1,236000,3985,0.016605204491947412
2004,3,1,55-59,2,168000,2927,0.017124269424959194
2004,3,1,55-59,3,127000,1639.6666666666665,0.012746198036375507
2004,3,1,55-59,4,87000,667.3333333333334,0.007612109413616628
2004,3,1,60-64,1,191666.666666667,2454.6666666666665,0.012645012397744343
2004,3,1,60-64,2,97333.3333333333,1664,0.016808533563193628
2004,3,1,60-64,3,60000,669,0.011027048410225981
2004,3,1,60-64,4,54000,334.6666666666667,0.006159358052563128
2004,3,1,65-69,1,165333.333333333,2958.333333333333,0.017578608566476882
2004,3,1,65-69,2,69666.6666666667,1133.3333333333333,0.016007532956685493
2004,3,1,65-69,3,36000,140.66666666666666,0.003892199000202911
2004,3,1,65-69,4,35000,200,0.005681818181818182
2004,3,2,25-29,1,561333.333333333,3719.666666666667,0.006582863318426182
2004,3,2,25-29,2,518666.666666667,2172,0.004170197297179675
2004,3,2,25-29,3,436000,1404,0.003209847189326115
2004,3,2,25-29,4,215000,NA,NA
2004,3,2,30-34,1,592333.333333333,2318,0.003898082573878028
2004,3,2,30-34,2,528666.666666667,1769.6666666666667,0.003336247077091877
2004,3,2,30-34,3,356000,667,0.0018700917101946634
2004,3,2,30-34,4,214000,365,0.0017027033331000862
2004,3,2,35-39,1,541333.333333333,2566.6666666666665,0.004719004719004722
2004,3,2,35-39,2,485666.66666666704,1695,0.003477909971034513
2004,3,2,35-39,3,271000,671,0.0024698992531407473
2004,3,2,35-39,4,216000,142.33333333333331,6.585166873063581e-4
2004,3,2,40-44,1,456000,1913.6666666666667,0.004179099262524741
2004,3,2,40-44,2,439000,1168.3333333333333,0.002654287564227322
2004,3,2,40-44,3,270000,954,0.0035208928452800108
2004,3,2,40-44,4,200000,NA,NA
2004,3,2,45-49,1,386666.66666666704,1167.3333333333333,0.0030098787969423317
2004,3,2,45-49,2,330333.33333333296,1117.6666666666665,0.0033720419207263447
2004,3,2,45-49,3,225000,558,0.0024738648152581597
2004,3,2,45-49,4,165000,173.66666666666666,0.001051418607889474
2004,3,2,50-54,1,313000,899.3333333333333,0.0028650374111445494
2004,3,2,50-54,2,288000,561.6666666666666,0.001946435481728342
2004,3,2,50-54,3,163000,359,0.002197613844355071
2004,3,2,50-54,4,101000,NA,NA
2004,3,2,55-59,1,275000,614.3333333333334,0.0022289600323156878
2004,3,2,55-59,2,197000,350,0.00177349885989359
2004,3,2,55-59,3,125000,NA,NA
2004,3,2,55-59,4,72000,136.33333333333334,0.0018899398823523977
2004,3,2,60-64,1,201333.333333333,1109.3333333333333,0.00547974076610992
2004,3,2,60-64,2,129666.66666666699,668.3333333333334,0.005127811664812458
2004,3,2,60-64,3,93000,226,0.00242421642031193
2004,3,2,60-64,4,46000,NA,NA
2004,3,2,65-69,1,236000,1136.6666666666667,0.004793297817011288
2004,3,2,65-69,2,103000,1005.3333333333333,0.009666170965591508
2004,3,2,65-69,3,40000,301.6666666666667,0.00748521566519168
2004,3,2,65-69,4,36000,182.33333333333334,0.005039291735377302
2005,1,1,25-29,1,396666.66666666704,34219.166666666664,0.07941585454770494
2005,1,1,25-29,2,1928333.33333333,54767.5,0.027617103013336485
2005,1,1,25-29,3,1695000,19951.166666666668,0.011633664593170633
2005,1,1,25-29,4,1784000,3645.166666666668,0.002039088480553235
2005,1,1,30-34,1,335666.66666666704,26414.666666666664,0.07295230169280559
2005,1,1,30-34,2,1898333.33333333,48075.833333333336,0.024699756945589166
2005,1,1,30-34,3,1683000,20141.666666666664,0.011826183963948975
2005,1,1,30-34,4,2082000,3414.333333333333,0.0016372445891248148
2005,1,1,35-39,1,382000,28988,0.07053247296758056
2005,1,1,35-39,2,2316000,51221.333333333336,0.02163774574522253
2005,1,1,35-39,3,1721000,22142.833333333332,0.012702822115265558
2005,1,1,35-39,4,2223000,4711.333333333333,0.0021148760446820306
2005,1,1,40-44,1,507333.33333333296,28066.333333333332,0.05242127532142658
2005,1,1,40-44,2,2749666.6666666702,48933.5,0.017484991454954153
2005,1,1,40-44,3,1998000,21885.333333333336,0.010834938484956903
2005,1,1,40-44,4,2479000,4989.833333333334,0.002008797808418298
2005,1,1,45-49,1,505666.66666666704,19713,0.037521436878346366
2005,1,1,45-49,2,2807333.3333333298,38867.33333333333,0.013655865444952245
2005,1,1,45-49,3,2111000,17412.166666666668,0.008180824625681446
2005,1,1,45-49,4,2521000,4443.166666666667,0.001759361178787169
2005,1,1,50-54,1,383666.66666666704,13855.5,0.03485466009652289
2005,1,1,50-54,2,2249333.3333333298,22363.666666666668,0.009844476031207817
2005,1,1,50-54,3,1987000,13279.5,0.006638822224594113
2005,1,1,50-54,4,2625000,4666.666666666666,0.0017746228926353148
2005,1,1,55-59,1,468333.33333333296,11080.666666666666,0.023112939268913037
2005,1,1,55-59,2,1796666.66666667,18235.5,0.010047649033056216
2005,1,1,55-59,3,1652000,10656,0.006409022672158282
2005,1,1,55-59,4,2291000,6416.833333333334,0.0027930644714669033
2005,1,1,60-64,1,497333.33333333296,10016.333333333334,0.019742465584222338
2005,1,1,60-64,2,1570666.66666667,15851,0.00999106428691936
2005,1,1,60-64,3,1069000,8387.666666666668,0.007785189051418509
2005,1,1,60-64,4,1646000,3970.6666666666665,0.0024065074288189365
2005,1,1,65-69,1,555000,12707,0.022383025046370752
2005,1,1,65-69,2,1373000,13894.333333333334,0.01001830709044645
2005,1,1,65-69,3,807000,6006.166666666667,0.007387602841060862
2005,1,1,65-69,4,1054000,4675,0.004415897230028101
2005,1,2,25-29,1,311666.66666666704,5297.166666666667,0.016712211645597823
2005,1,2,25-29,2,1485333.33333333,6343.333333333333,0.004252485458198055
2005,1,2,25-29,3,1796000,5022.833333333333,0.0027888782087437908
2005,1,2,25-29,4,2223000,1198.833333333333,5.389955769092285e-4
2005,1,2,30-34,1,253666.666666667,5954.166666666667,0.02293408656855347
2005,1,2,30-34,2,1542333.33333333,7341.833333333333,0.004737659537466518
2005,1,2,30-34,3,1819000,4307.333333333333,0.00236237372306223
2005,1,2,30-34,4,2444000,1425.8333333333333,5.830613686573333e-4
2005,1,2,35-39,1,275333.33333333296,5270,0.018780960074126014
2005,1,2,35-39,2,1958666.66666667,9064.833333333334,0.004606743010076994
2005,1,2,35-39,3,2002000,5746.333333333333,0.0028620813485900195
2005,1,2,35-39,4,2458000,971.3333333333335,3.95016127339969e-4
2005,1,2,40-44,1,327000,5776.333333333333,0.017358005226733874
2005,1,2,40-44,2,2425000,8181.333333333333,0.003362401815784657
2005,1,2,40-44,3,2511000,5713.166666666667,0.002270090506274752
2005,1,2,40-44,4,2613000,1021.1666666666667,3.9064973141316703e-4
2005,1,2,45-49,1,399666.66666666704,5504.666666666667,0.013586022044994945
2005,1,2,45-49,2,2602333.3333333298,9112.833333333332,0.0034895734974944
2005,1,2,45-49,3,2532000,3527.166666666667,0.0013910979590503305
2005,1,2,45-49,4,2510000,1776,7.070694202030754e-4
2005,1,2,50-54,1,387333.33333333296,5673.166666666667,0.014435299840248626
2005,1,2,50-54,2,2406666.6666666702,7214.5,0.002988755245960391
2005,1,2,50-54,3,2283000,3464.3333333333335,0.0015151486436190491
2005,1,2,50-54,4,2338000,2282,9.750961636247256e-4
2005,1,2,55-59,1,476666.66666666704,6157.5,0.01275308989297345
2005,1,2,55-59,2,2303333.3333333298,11089.333333333332,0.004791403702118375
2005,1,2,55-59,3,1919000,5011.333333333334,0.00260462776206793
2005,1,2,55-59,4,1986000,2370.5,0.0011921822416898662
2005,1,2,60-64,1,475666.66666666704,8145.333333333333,0.01683574060447721
2005,1,2,60-64,2,2094333.3333333298,13295.333333333332,0.006308195339912828
2005,1,2,60-64,3,1354000,5324.833333333334,0.003917263337473053
2005,1,2,60-64,4,1241000,2995.6666666666665,0.0024081005641230797
2005,1,2,65-69,1,566333.333333333,13566.833333333334,0.0233951188724726
2005,1,2,65-69,2,1875666.66666667,14684.333333333334,0.00776804589905965
2005,1,2,65-69,3,954000,5653.666666666667,0.005891361501597278
2005,1,2,65-69,4,713000,3702.833333333333,0.005166483458858006
2005,2,1,25-29,1,128000,61995.5,0.3262998334171072
2005,2,1,25-29,2,560000,61766.833333333336,0.09934083007000749
2005,2,1,25-29,3,325000,20862.833333333336,0.060321119596063386
2005,2,1,25-29,4,167000,1417.8333333333335,0.008418546333672108
2005,2,1,30-34,1,86666.6666666667,44713.666666666664,0.34033759492161425
2005,2,1,30-34,2,458333.33333333296,52451.166666666664,0.10268746735005996
2005,2,1,30-34,3,357000,21323.5,0.05636313895383184
2005,2,1,30-34,4,217000,1413.6666666666667,0.006472427702173705
2005,2,1,35-39,1,135333.333333333,35609.66666666667,0.20831310241815543
2005,2,1,35-39,2,539666.666666667,54688.166666666664,0.09201265573959883
2005,2,1,35-39,3,284000,22003,0.07190452381185805
2005,2,1,35-39,4,215000,2658,0.012211818541013884
2005,2,1,40-44,1,146000,36036.666666666664,0.19796378019080405
2005,2,1,40-44,2,611000,47439.833333333336,0.07204885083147308
2005,2,1,40-44,3,295000,17719.666666666668,0.056663102949500034
2005,2,1,40-44,4,204000,2550,0.012345679012345678
2005,2,1,45-49,1,143333.333333333,27895,0.1629111225751193
2005,2,1,45-49,2,537666.666666667,29893.666666666664,0.05267046499021247
2005,2,1,45-49,3,331000,15120.333333333334,0.0436851923367692
2005,2,1,45-49,4,198000,2467.3333333333335,0.012307907190198902
2005,2,1,50-54,1,120333.33333333301,17377.333333333336,0.1261872718646828
2005,2,1,50-54,2,463666.66666666704,18380.5,0.038130086163767486
2005,2,1,50-54,3,237000,9004.5,0.03660298896971397
2005,2,1,50-54,4,176000,2384.5,0.013367192777399381
2005,2,1,55-59,1,158666.666666667,9715,0.05769630502133039
2005,2,1,55-59,2,276333.33333333296,10466.5,0.03649409373203964
2005,2,1,55-59,3,197000,5668.666666666667,0.027970118715933728
2005,2,1,55-59,4,120000,1280,0.010554089709762533
2005,2,1,60-64,1,126666.66666666699,7018.666666666666,0.052501396313731616
2005,2,1,60-64,2,218333.333333333,5406.333333333333,0.024163499543368144
2005,2,1,60-64,3,107000,2163,0.019814405980048185
2005,2,1,60-64,4,70000,1044.8333333333335,0.014706675831458542
2005,2,1,65-69,1,159000,8028.833333333334,0.04806854704726629
2005,2,1,65-69,2,148000,3764.8333333333335,0.02480702051090009
2005,2,1,65-69,3,89000,1302.5,0.014423742421306165
2005,2,1,65-69,4,63000,347.6666666666667,0.005488231610740728
2005,2,2,25-29,1,153333.333333333,4904.666666666667,0.030995504661754304
2005,2,2,25-29,2,491666.66666666704,4205.166666666667,0.008480349929131548
2005,2,2,25-29,3,481000,2893.166666666667,0.005978936810776759
2005,2,2,25-29,4,282000,319,0.001129927493367432
2005,2,2,30-34,1,119666.66666666699,4849.833333333334,0.03894932264666387
2005,2,2,30-34,2,481333.33333333296,3797.8333333333335,0.007828467009094111
2005,2,2,30-34,3,488000,1748.5,0.0035701998066354464
2005,2,2,30-34,4,302000,275.33333333333337,9.108693398733607e-4
2005,2,2,35-39,1,128000,3085.333333333333,0.023536830970156842
2005,2,2,35-39,2,547000,4581.5,0.008306116140588472
2005,2,2,35-39,3,424000,2433.6666666666665,0.005707022819492832
2005,2,2,35-39,4,321000,508.1666666666667,0.00158057156661132
2005,2,2,40-44,1,165666.666666667,6423,0.037323565815495334
2005,2,2,40-44,2,594333.333333333,5796.166666666667,0.00965819321774162
2005,2,2,40-44,3,461000,3197.8333333333335,0.006888944979277873
2005,2,2,40-44,4,303000,409.1666666666667,0.001348563957911621
2005,2,2,45-49,1,133333.333333333,4784.5,0.03464071137325987
2005,2,2,45-49,2,563666.666666667,3683.6666666666665,0.006492754917449591
2005,2,2,45-49,3,422000,2141.8333333333335,0.0050498044875711785
2005,2,2,45-49,4,323000,292.8333333333333,9.057835594870904e-4
2005,2,2,50-54,1,171333.333333333,3000.166666666667,0.017209352572320712
2005,2,2,50-54,2,445666.66666666704,2572.333333333333,0.0057387539534340636
2005,2,2,50-54,3,343000,1451.1666666666665,0.004212982295022951
2005,2,2,50-54,4,251000,950.3333333333334,0.0037719074261990788
2005,2,2,55-59,1,146333.333333333,2345,0.01577230486396811
2005,2,2,55-59,2,361666.66666666704,3164.5,0.008673875176051745
2005,2,2,55-59,3,260000,1500.5,0.005738038741799729
2005,2,2,55-59,4,162000,234,0.0014423610340619105
2005,2,2,60-64,1,154666.666666667,3138.8333333333335,0.019890519236232744
2005,2,2,60-64,2,310333.33333333296,2755.833333333333,0.00880207182724837
2005,2,2,60-64,3,156000,1309.1666666666667,0.008322252888420362
2005,2,2,60-64,4,86000,838,0.009650153158755384
2005,2,2,65-69,1,162666.666666667,3601.1666666666665,0.021658829579182942
2005,2,2,65-69,2,201333.333333333,3175,0.015525039729432404
2005,2,2,65-69,3,99000,1166.3333333333335,0.011643965537322921
2005,2,2,65-69,4,75000,768,0.010136205258156478
2005,3,1,25-29,1,739333.333333333,38389.666666666664,0.04936161932547537
2005,3,1,25-29,2,746666.666666667,27775,0.03586454757728685
2005,3,1,25-29,3,470000,8817.166666666666,0.018414474836080438
2005,3,1,25-29,4,222000,821.5,0.0036868076016003844
2005,3,1,30-34,1,768666.666666667,27810,0.03491627710374439
2005,3,1,30-34,2,646333.333333333,23475,0.03504733941301618
2005,3,1,30-34,3,353000,7196.333333333333,0.019978918904412318
2005,3,1,30-34,4,188000,656.3333333333333,0.0034789891319135847
2005,3,1,35-39,1,674000,23052.333333333332,0.033071165866551386
2005,3,1,35-39,2,543000,17314,0.03090053077381611
2005,3,1,35-39,3,312000,6155.166666666666,0.019346430017638142
2005,3,1,35-39,4,209000,1676.3333333333333,0.007956913369481462
2005,3,1,40-44,1,551333.333333333,18418.333333333332,0.03232694946043745
2005,3,1,40-44,2,483666.66666666704,14007.333333333332,0.028145599997856673
2005,3,1,40-44,3,293000,5470.666666666667,0.018328992687165237
2005,3,1,40-44,4,198000,956.1666666666667,0.004805916211024707
2005,3,1,45-49,1,469000,12050.166666666668,0.025049708952739166
2005,3,1,45-49,2,357000,8680,0.023736600306278714
2005,3,1,45-49,3,204000,3944.8333333333335,0.018970576330741565
2005,3,1,45-49,4,173000,642.5,0.0037001310163122508
2005,3,1,50-54,1,379333.33333333296,6494.333333333334,0.016832212654527126
2005,3,1,50-54,2,230666.666666667,4329.333333333333,0.018423008618586388
2005,3,1,50-54,3,137000,2593,0.018575430000071638
2005,3,1,50-54,4,131000,497.5,0.0037833418886290614
2005,3,1,55-59,1,273000,4283,0.015446312972666914
2005,3,1,55-59,2,166000,3279,0.01937038853017799
2005,3,1,55-59,3,131000,1862.8333333333333,0.014020725635586574
2005,3,1,55-59,4,100000,662.6666666666666,0.006583043034822575
2005,3,1,60-64,1,210333.333333333,2611.833333333333,0.01226528582084122
2005,3,1,60-64,2,102666.66666666699,1788.5,0.0171221784146627
2005,3,1,60-64,3,80000,726,0.008993385030845081
2005,3,1,60-64,4,41000,354.83333333333337,0.008580214324000822
2005,3,1,65-69,1,182000,3243.6666666666665,0.01751027025665295
2005,3,1,65-69,2,73000,1224.6666666666665,0.016499456604722598
2005,3,1,65-69,3,37000,106.33333333333331,0.0028656383905712405
2005,3,1,65-69,4,29000,211.5,0.007240299197233966
2005,3,2,25-29,1,599333.333333333,4174.333333333334,0.006916785923183526
2005,3,2,25-29,2,570666.666666667,2284.5,0.0039872508040970315
2005,3,2,25-29,3,381000,1391.5,0.0036389407191320935
2005,3,2,25-29,4,220000,NA,NA
2005,3,2,30-34,1,611666.666666667,2378.5,0.003873493562227098
2005,3,2,30-34,2,514333.333333333,1786.3333333333333,0.0034610836375801755
2005,3,2,30-34,3,377000,649,0.0017185269919952125
2005,3,2,30-34,4,231000,343.5,0.0014848050626017155
2005,3,2,35-39,1,533333.333333333,2591.3333333333335,0.0048352566965257585
2005,3,2,35-39,2,461666.66666666704,1737.5,0.0037494267962631584
2005,3,2,35-39,3,339000,682.5,0.002009229206685655
2005,3,2,35-39,4,227000,116.66666666666666,5.136860644309092e-4
2005,3,2,40-44,1,494666.66666666704,2037.8333333333335,0.004102707612540921
2005,3,2,40-44,2,411333.33333333296,1265.6666666666665,0.0030675466170947277
2005,3,2,40-44,3,316000,1047.5,0.003303921336708222
2005,3,2,40-44,4,197000,NA,NA
2005,3,2,45-49,1,433666.66666666704,1214.6666666666667,0.00279309911362793
2005,3,2,45-49,2,324333.33333333296,1267.3333333333333,0.003892293422822644
2005,3,2,45-49,3,258000,602,0.002327901563019621
2005,3,2,45-49,4,149000,181.83333333333331,0.001218870483559772
2005,3,2,50-54,1,353666.66666666704,981.6666666666666,0.002768000225575567
2005,3,2,50-54,2,293333.33333333296,552.3333333333334,0.0018794156911361246
2005,3,2,50-54,3,144000,374.5,0.0025939483773103978
2005,3,2,50-54,4,123000,NA,NA
2005,3,2,55-59,1,257333.33333333296,573.1666666666667,0.0022223816253823287
2005,3,2,55-59,2,210666.666666667,318.5,0.001509584797035492
2005,3,2,55-59,3,146000,NA,NA
2005,3,2,55-59,4,66000,148.16666666666669,0.00223992098546445
2005,3,2,60-64,1,229666.666666667,1169.1666666666667,0.005064927094652397
2005,3,2,60-64,2,165333.333333333,714.1666666666667,0.004300978133766954
2005,3,2,60-64,3,101000,246,0.002429725618789878
2005,3,2,60-64,4,40000,NA,NA
2005,3,2,65-69,1,232666.666666667,1129.3333333333333,0.004830421963307035
2005,3,2,65-69,2,119333.33333333301,1096.6666666666665,0.009106258130587639
2005,3,2,65-69,3,40000,333.33333333333337,0.008264462809917356
2005,3,2,65-69,4,34000,195.66666666666669,0.005721972569623832
2006,1,1,25-29,1,386666.66666666704,34517,0.08195237073928943
2006,1,1,25-29,2,1885333.33333333,54763,0.028226948868002994
2006,1,1,25-29,3,1841000,16251,0.008750028940622458
2006,1,1,25-29,4,1881000,1309,6.954224837686055e-4
2006,1,1,30-34,1,315333.33333333296,24784,0.07286897070814785
2006,1,1,30-34,2,1904666.66666667,47095,0.024129483022602614
2006,1,1,30-34,3,1672000,18484,0.010934146670421016
2006,1,1,30-34,4,1923000,2489,0.0012926586441158584
2006,1,1,35-39,1,373666.66666666704,27992,0.0696910145928217
2006,1,1,35-39,2,2117333.3333333298,49664,0.022918348461281025
2006,1,1,35-39,3,1781000,19909,0.011054972794294437
2006,1,1,35-39,4,2382000,3812,0.0015977788694163664
2006,1,1,40-44,1,481666.66666666704,27915,0.05478022822642098
2006,1,1,40-44,2,2635333.3333333298,49624,0.018482230381811182
2006,1,1,40-44,3,1983000,20836,0.010398056527580102
2006,1,1,40-44,4,2402000,4480,0.001861640238024002
2006,1,1,45-49,1,509333.33333333296,20366,0.03844822660402319
2006,1,1,45-49,2,2790666.6666666702,41225,0.014557407151285782
2006,1,1,45-49,3,2057000,17030,0.008211067342323882
2006,1,1,45-49,4,2618000,3809,0.0014528136870382243
2006,1,1,50-54,1,468333.33333333296,14202,0.029432041591427524
2006,1,1,50-54,2,2286666.6666666702,23185,0.010037441076663638
2006,1,1,50-54,3,2034000,13310,0.006501213787848445
2006,1,1,50-54,4,2584000,4304,0.0016628649494031613
2006,1,1,55-59,1,432666.66666666704,10892,0.024555939988396856
2006,1,1,55-59,2,1981333.33333333,19317,0.009655360398643724
2006,1,1,55-59,3,1766000,11389,0.006407713786908775
2006,1,1,55-59,4,2513000,6770,0.0026867531560420196
2006,1,1,60-64,1,467000,9764,0.02047973420811974
2006,1,1,60-64,2,1625000,16496,0.01004936959943856
2006,1,1,60-64,3,1139000,8974,0.007817250216468317
2006,1,1,60-64,4,1679000,4072,0.0024193855046011105
2006,1,1,65-69,1,510666.66666666704,12618,0.024113070387437287
2006,1,1,65-69,2,1397333.33333333,14261,0.010102760873461545
2006,1,1,65-69,3,776000,6176,0.00789592112261179
2006,1,1,65-69,4,1084000,4532,0.004163405393686176
2006,1,2,25-29,1,280000,5415,0.018972373561305468
2006,1,2,25-29,2,1490000,6321,0.004224360949288288
2006,1,2,25-29,3,1985000,4451,0.0022373006422374817
2006,1,2,25-29,4,2228000,342,1.5347733875679766e-4
2006,1,2,30-34,1,248666.666666667,5980,0.023483519648139876
2006,1,2,30-34,2,1441333.33333333,7333,0.005061897161043997
2006,1,2,30-34,3,1826000,4199,0.002294286031191144
2006,1,2,30-34,4,2316000,1235,5.329627767576443e-4
2006,1,2,35-39,1,275666.66666666704,5041,0.01795818425574409
2006,1,2,35-39,2,1783333.33333333,9134,0.005095769295284238
2006,1,2,35-39,3,2038000,5660,0.0027695409216797313
2006,1,2,35-39,4,2590000,566,2.1848507237414526e-4
2006,1,2,40-44,1,352333.33333333296,5712,0.015953287107033018
2006,1,2,40-44,2,2293666.6666666702,8186,0.0035562658368809533
2006,1,2,40-44,3,2350000,5860,0.002487414362483339
2006,1,2,40-44,4,2627000,852,3.242191721603804e-4
2006,1,2,45-49,1,419333.33333333296,5538,0.013034534376681893
2006,1,2,45-49,2,2663666.6666666702,9852,0.0036850313120436987
2006,1,2,45-49,3,2592000,3360,0.0012946180876641392
2006,1,2,45-49,4,2425000,1664,6.857150392472959e-4
2006,1,2,50-54,1,397666.66666666704,5761,0.014280131175931566
2006,1,2,50-54,2,2352333.3333333298,7521,0.00318706112227549
2006,1,2,50-54,3,2326000,3482,0.0014947529107329442
2006,1,2,50-54,4,2484000,2282,9.178363516286567e-4
2006,1,2,55-59,1,403333.33333333296,6078,0.014845705297199082
2006,1,2,55-59,2,2333666.6666666702,12078,0.005148897990318348
2006,1,2,55-59,3,2163000,5306,0.002447071584914675
2006,1,2,55-59,4,2063000,2344,0.0011349198971212543
2006,1,2,60-64,1,456333.33333333296,8160,0.017567528776875174
2006,1,2,60-64,2,2066666.6666666702,14294,0.006868942901691867
2006,1,2,60-64,3,1468000,5712,0.0038759269110925335
2006,1,2,60-64,4,1302000,2988,0.0022896762269078337
