"year","race","sex","age","educ","tpop_2"
2008,1,1,"65-69",1,512
2008,1,1,"65-69",2,1270
2008,1,1,"65-69",3,958
2008,1,1,"65-69",4,1363
2008,1,1,"70-74",0,14
2008,1,1,"70-74",1,468
2008,1,1,"70-74",2,956
2008,1,1,"70-74",3,615
2008,1,1,"70-74",4,895
2008,1,2,"25-29",0,4
2008,1,2,"25-29",1,325
2008,1,2,"25-29",2,1430
2008,1,2,"25-29",3,1888
2008,1,2,"25-29",4,2610
2008,1,2,"30-34",0,6
2008,1,2,"30-34",1,244
2008,1,2,"30-34",2,1210
2008,1,2,"30-34",3,1714
2008,1,2,"30-34",4,2477
2008,1,2,"35-39",0,5
2008,1,2,"35-39",1,270
2008,1,2,"35-39",2,1526
2008,1,2,"35-39",3,1926
2008,1,2,"35-39",4,2746
2008,1,2,"40-44",0,9
2008,1,2,"40-44",1,327
2008,1,2,"40-44",2,2005
2008,1,2,"40-44",3,2179
2008,1,2,"40-44",4,2583
2008,1,2,"45-49",0,4
2008,1,2,"45-49",1,409
2008,1,2,"45-49",2,2432
2008,1,2,"45-49",3,2621
2008,1,2,"45-49",4,2549
2008,1,2,"50-54",0,14
2008,1,2,"50-54",1,387
2008,1,2,"50-54",2,2399
2008,1,2,"50-54",3,2336
2008,1,2,"50-54",4,2672
2008,1,2,"55-59",0,6
2008,1,2,"55-59",1,351
2008,1,2,"55-59",2,2377
2008,1,2,"55-59",3,2049
2008,1,2,"55-59",4,2232
2008,1,2,"60-64",0,18
2008,1,2,"60-64",1,470
2008,1,2,"60-64",2,2021
2008,1,2,"60-64",3,1704
2008,1,2,"60-64",4,1729
2008,1,2,"65-69",0,4
2008,1,2,"65-69",1,525
2008,1,2,"65-69",2,1852
2008,1,2,"65-69",3,1169
2008,1,2,"65-69",4,966
2008,1,2,"70-74",0,14
2008,1,2,"70-74",1,507
2008,1,2,"70-74",2,1632
2008,1,2,"70-74",3,841
2008,1,2,"70-74",4,653
2009,1,1,"25-29",0,4
2009,1,1,"25-29",1,354
2009,1,1,"25-29",2,1993
2009,1,1,"25-29",3,1986
2009,1,1,"25-29",4,2095
2009,1,1,"30-34",0,10
2009,1,1,"30-34",1,319
2009,1,1,"30-34",2,1703
2009,1,1,"30-34",3,1627
2009,1,1,"30-34",4,2067
2009,1,1,"35-39",0,11
2009,1,1,"35-39",1,393
2009,1,1,"35-39",2,1806
2009,1,1,"35-39",3,1743
2009,1,1,"35-39",4,2300
2009,1,1,"40-44",0,2
2009,1,1,"40-44",1,494
2009,1,1,"40-44",2,2215
2009,1,1,"40-44",3,1661
2009,1,1,"40-44",4,2435
2009,1,1,"45-49",0,5
2009,1,1,"45-49",1,582
2009,1,1,"45-49",2,2745
2009,1,1,"45-49",3,2036
2009,1,1,"45-49",4,2429
2009,1,1,"50-54",0,8
2009,1,1,"50-54",1,500
2009,1,1,"50-54",2,2630
2009,1,1,"50-54",3,2106
2009,1,1,"50-54",4,2483
2009,1,1,"55-59",0,18
2009,1,1,"55-59",1,473
2009,1,1,"55-59",2,2043
2009,1,1,"55-59",3,1931
2009,1,1,"55-59",4,2389
2009,1,1,"60-64",0,5
2009,1,1,"60-64",1,395
2009,1,1,"60-64",2,1574
2009,1,1,"60-64",3,1471
2009,1,1,"60-64",4,2373
2009,1,1,"65-69",0,11
2009,1,1,"65-69",1,502
2009,1,1,"65-69",2,1471
2009,1,1,"65-69",3,978
2009,1,1,"65-69",4,1504
2009,1,1,"70-74",0,3
2009,1,1,"70-74",1,427
2009,1,1,"70-74",2,960
2009,1,1,"70-74",3,638
2009,1,1,"70-74",4,954
2009,1,2,"25-29",0,3
2009,1,2,"25-29",1,322
2009,1,2,"25-29",2,1377
2009,1,2,"25-29",3,1948
2009,1,2,"25-29",4,2644
2009,1,2,"30-34",0,10
2009,1,2,"30-34",1,227
2009,1,2,"30-34",2,1263
2009,1,2,"30-34",3,1735
2009,1,2,"30-34",4,2500
2009,1,2,"35-39",0,11
2009,1,2,"35-39",1,271
2009,1,2,"35-39",2,1506
2009,1,2,"35-39",3,1887
2009,1,2,"35-39",4,2645
2009,1,2,"40-44",0,9
2009,1,2,"40-44",1,311
2009,1,2,"40-44",2,1864
2009,1,2,"40-44",3,2103
2009,1,2,"40-44",4,2553
2009,1,2,"45-49",0,4
2009,1,2,"45-49",1,370
2009,1,2,"45-49",2,2451
2009,1,2,"45-49",3,2493
2009,1,2,"45-49",4,2627
2009,1,2,"50-54",0,4
2009,1,2,"50-54",1,485
2009,1,2,"50-54",2,2421
2009,1,2,"50-54",3,2502
2009,1,2,"50-54",4,2507
2009,1,2,"55-59",0,3
2009,1,2,"55-59",1,412
2009,1,2,"55-59",2,2274
2009,1,2,"55-59",3,2111
2009,1,2,"55-59",4,2292
2009,1,2,"60-64",0,8
2009,1,2,"60-64",1,417
2009,1,2,"60-64",2,2106
2009,1,2,"60-64",3,1717
2009,1,2,"60-64",4,1963
2009,1,2,"65-69",0,6
2009,1,2,"65-69",1,499
2009,1,2,"65-69",2,1916
2009,1,2,"65-69",3,1230
2009,1,2,"65-69",4,1083
2009,1,2,"70-74",0,13
2009,1,2,"70-74",1,541
2009,1,2,"70-74",2,1678
2009,1,2,"70-74",3,777
2009,1,2,"70-74",4,692
2010,1,1,"25-29",0,4
2010,1,1,"25-29",1,345
2010,1,1,"25-29",2,1928
2010,1,1,"25-29",3,1952
2010,1,1,"25-29",4,2260
2010,1,1,"30-34",0,10
2010,1,1,"30-34",1,351
2010,1,1,"30-34",2,1758
2010,1,1,"30-34",3,1645
2010,1,1,"30-34",4,2051
2010,1,1,"35-39",0,9
2010,1,1,"35-39",1,368
2010,1,1,"35-39",2,1761
2010,1,1,"35-39",3,1650
2010,1,1,"35-39",4,2233
2010,1,1,"40-44",0,12
2010,1,1,"40-44",1,457
2010,1,1,"40-44",2,2053
2010,1,1,"40-44",3,1684
2010,1,1,"40-44",4,2394
2010,1,1,"45-49",0,2
2010,1,1,"45-49",1,534
2010,1,1,"45-49",2,2708
2010,1,1,"45-49",3,1957
2010,1,1,"45-49",4,2480
2010,1,1,"50-54",0,5
2010,1,1,"50-54",1,497
2010,1,1,"50-54",2,2694
2010,1,1,"50-54",3,2125
2010,1,1,"50-54",4,2469
2010,1,1,"55-59",0,5
2010,1,1,"55-59",1,448
2010,1,1,"55-59",2,2192
2010,1,1,"55-59",3,1938
2010,1,1,"55-59",4,2419
2010,1,1,"60-64",0,1
2010,1,1,"60-64",1,367
2010,1,1,"60-64",2,1674
2010,1,1,"60-64",3,1483
2010,1,1,"60-64",4,2428
2010,1,1,"65-69",0,3
2010,1,1,"65-69",1,489
2010,1,1,"65-69",2,1506
2010,1,1,"65-69",3,1005
2010,1,1,"65-69",4,1510
2010,1,1,"70-74",0,8
2010,1,1,"70-74",1,446
2010,1,1,"70-74",2,1085
2010,1,1,"70-74",3,737
2010,1,1,"70-74",4,976
2010,1,2,"25-29",0,9
2010,1,2,"25-29",1,347
2010,1,2,"25-29",2,1305
2010,1,2,"25-29",3,1997
2010,1,2,"25-29",4,2697
2010,1,2,"30-34",0,7
2010,1,2,"30-34",1,271
2010,1,2,"30-34",2,1230
2010,1,2,"30-34",3,1744
2010,1,2,"30-34",4,2582
2010,1,2,"35-39",0,16
2010,1,2,"35-39",1,259
2010,1,2,"35-39",2,1383
2010,1,2,"35-39",3,1851
2010,1,2,"35-39",4,2539
2010,1,2,"40-44",0,13
2010,1,2,"40-44",1,315
2010,1,2,"40-44",2,1837
2010,1,2,"40-44",3,2055
2010,1,2,"40-44",4,2445
2010,1,2,"45-49",0,5
2010,1,2,"45-49",1,370
2010,1,2,"45-49",2,2414
2010,1,2,"45-49",3,2431
2010,1,2,"45-49",4,2608
2010,1,2,"50-54",0,5
2010,1,2,"50-54",1,431
2010,1,2,"50-54",2,2493
2010,1,2,"50-54",3,2505
2010,1,2,"50-54",4,2542
2010,1,2,"55-59",0,5
2010,1,2,"55-59",1,375
2010,1,2,"55-59",2,2262
2010,1,2,"55-59",3,2192
2010,1,2,"55-59",4,2392
2010,1,2,"60-64",0,10
2010,1,2,"60-64",1,341
2010,1,2,"60-64",2,2304
2010,1,2,"60-64",3,1719
2010,1,2,"60-64",4,2094
2010,1,2,"65-69",0,7
2010,1,2,"65-69",1,532
2010,1,2,"65-69",2,1854
2010,1,2,"65-69",3,1240
2010,1,2,"65-69",4,1249
2010,1,2,"70-74",0,3
2010,1,2,"70-74",1,499
2010,1,2,"70-74",2,1634
2010,1,2,"70-74",3,820
2010,1,2,"70-74",4,758
2011,1,1,"25-29",0,10
2011,1,1,"25-29",1,419
2011,1,1,"25-29",2,1858
2011,1,1,"25-29",3,1890
2011,1,1,"25-29",4,2303
2011,1,1,"30-34",0,8
2011,1,1,"30-34",1,330
2011,1,1,"30-34",2,1765
2011,1,1,"30-34",3,1752
2011,1,1,"30-34",4,2191
2011,1,1,"35-39",0,3
2011,1,1,"35-39",1,302
2011,1,1,"35-39",2,1592
2011,1,1,"35-39",3,1623
2011,1,1,"35-39",4,2245
2011,1,1,"40-44",0,12
2011,1,1,"40-44",1,400
2011,1,1,"40-44",2,1998
2011,1,1,"40-44",3,1726
2011,1,1,"40-44",4,2453
2011,1,1,"45-49",0,3
2011,1,1,"45-49",1,488
2011,1,1,"45-49",2,2493
2011,1,1,"45-49",3,1906
2011,1,1,"45-49",4,2504
2011,1,1,"50-54",0,14
2011,1,1,"50-54",1,510
2011,1,1,"50-54",2,2598
2011,1,1,"50-54",3,2085
2011,1,1,"50-54",4,2564
2011,1,1,"55-59",0,6
2011,1,1,"55-59",1,437
2011,1,1,"55-59",2,2207
2011,1,1,"55-59",3,1869
2011,1,1,"55-59",4,2585
2011,1,1,"60-64",0,6
2011,1,1,"60-64",1,435
2011,1,1,"60-64",2,1750
2011,1,1,"60-64",3,1867
2011,1,1,"60-64",4,2502
2011,1,1,"65-69",0,5
2011,1,1,"65-69",1,413
2011,1,1,"65-69",2,1494
2011,1,1,"65-69",3,952
2011,1,1,"65-69",4,1527
2011,1,1,"70-74",0,9
2011,1,1,"70-74",1,449
2011,1,1,"70-74",2,1153
2011,1,1,"70-74",3,736
2011,1,1,"70-74",4,1029
2011,1,2,"25-29",0,7
2011,1,2,"25-29",1,277
2011,1,2,"25-29",2,1284
2011,1,2,"25-29",3,2027
2011,1,2,"25-29",4,2708
2011,1,2,"30-34",0,7
2011,1,2,"30-34",1,242
2011,1,2,"30-34",2,1251
2011,1,2,"30-34",3,1849
2011,1,2,"30-34",4,2682
2011,1,2,"35-39",0,7
2011,1,2,"35-39",1,265
2011,1,2,"35-39",2,1218
2011,1,2,"35-39",3,1829
2011,1,2,"35-39",4,2449
2011,1,2,"40-44",0,5
2011,1,2,"40-44",1,318
2011,1,2,"40-44",2,1646
2011,1,2,"40-44",3,2048
2011,1,2,"40-44",4,2649
2011,1,2,"45-49",0,8
2011,1,2,"45-49",1,339
2011,1,2,"45-49",2,2171
2011,1,2,"45-49",3,2336
2011,1,2,"45-49",4,2695
2011,1,2,"50-54",0,9
2011,1,2,"50-54",1,445
2011,1,2,"50-54",2,2571
2011,1,2,"50-54",3,2415
2011,1,2,"50-54",4,2538
2011,1,2,"55-59",0,5
2011,1,2,"55-59",1,349
2011,1,2,"55-59",2,2346
2011,1,2,"55-59",3,2223
2011,1,2,"55-59",4,2467
2011,1,2,"60-64",0,8
2011,1,2,"60-64",1,382
2011,1,2,"60-64",2,2304
2011,1,2,"60-64",3,1940
2011,1,2,"60-64",4,2063
2011,1,2,"65-69",0,6
2011,1,2,"65-69",1,438
2011,1,2,"65-69",2,1876
2011,1,2,"65-69",3,1294
2011,1,2,"65-69",4,1376
2011,1,2,"70-74",0,7
2011,1,2,"70-74",1,463
2011,1,2,"70-74",2,1736
2011,1,2,"70-74",3,853
2011,1,2,"70-74",4,770
2012,1,1,"25-29",0,3
2012,1,1,"25-29",1,372
2012,1,1,"25-29",2,1849
2012,1,1,"25-29",3,1641
2012,1,1,"25-29",4,2173
2012,1,1,"30-34",0,2
2012,1,1,"30-34",1,326
2012,1,1,"30-34",2,1678
2012,1,1,"30-34",3,1737
2012,1,1,"30-34",4,2215
2012,1,1,"35-39",0,5
2012,1,1,"35-39",1,255
2012,1,1,"35-39",2,1523
2012,1,1,"35-39",3,1599
2012,1,1,"35-39",4,2216
2012,1,1,"40-44",0,8
2012,1,1,"40-44",1,379
2012,1,1,"40-44",2,1910
2012,1,1,"40-44",3,1803
2012,1,1,"40-44",4,2395
2012,1,1,"45-49",0,6
2012,1,1,"45-49",1,459
2012,1,1,"45-49",2,2232
2012,1,1,"45-49",3,1889
2012,1,1,"45-49",4,2461
2012,1,1,"50-54",0,10
2012,1,1,"50-54",1,543
2012,1,1,"50-54",2,2612
2012,1,1,"50-54",3,1955
2012,1,1,"50-54",4,2573
2012,1,1,"55-59",0,8
2012,1,1,"55-59",1,462
2012,1,1,"55-59",2,2336
2012,1,1,"55-59",3,1921
2012,1,1,"55-59",4,2559
2012,1,1,"60-64",0,13
2012,1,1,"60-64",1,348
2012,1,1,"60-64",2,1798
2012,1,1,"60-64",3,1731
2012,1,1,"60-64",4,2467
2012,1,1,"65-69",0,5
2012,1,1,"65-69",1,462
2012,1,1,"65-69",2,1441
2012,1,1,"65-69",3,1249
2012,1,1,"65-69",4,1878
2012,1,1,"70-74",0,19
2012,1,1,"70-74",1,482
2012,1,1,"70-74",2,1212
2012,1,1,"70-74",3,756
2012,1,1,"70-74",4,1133
2012,1,2,"25-29",0,0
2012,1,2,"25-29",1,283
2012,1,2,"25-29",2,1220
2012,1,2,"25-29",3,1920
2012,1,2,"25-29",4,2649
2012,1,2,"30-34",0,4
2012,1,2,"30-34",1,235
2012,1,2,"30-34",2,1174
2012,1,2,"30-34",3,1767
2012,1,2,"30-34",4,2687
2012,1,2,"35-39",0,3
2012,1,2,"35-39",1,224
2012,1,2,"35-39",2,1156
2012,1,2,"35-39",3,1767
2012,1,2,"35-39",4,2432
2012,1,2,"40-44",0,4
2012,1,2,"40-44",1,234
2012,1,2,"40-44",2,1580
2012,1,2,"40-44",3,2005
2012,1,2,"40-44",4,2701
2012,1,2,"45-49",0,9
2012,1,2,"45-49",1,365
2012,1,2,"45-49",2,2092
2012,1,2,"45-49",3,2163
2012,1,2,"45-49",4,2570
2012,1,2,"50-54",0,5
2012,1,2,"50-54",1,424
2012,1,2,"50-54",2,2567
2012,1,2,"50-54",3,2356
2012,1,2,"50-54",4,2604
2012,1,2,"55-59",0,4
2012,1,2,"55-59",1,396
2012,1,2,"55-59",2,2412
2012,1,2,"55-59",3,2285
2012,1,2,"55-59",4,2493
2012,1,2,"60-64",0,6
2012,1,2,"60-64",1,370
2012,1,2,"60-64",2,2086
2012,1,2,"60-64",3,2205
2012,1,2,"60-64",4,2169
2012,1,2,"65-69",0,4
2012,1,2,"65-69",1,512
2012,1,2,"65-69",2,2051
2012,1,2,"65-69",3,1419
2012,1,2,"65-69",4,1455
2012,1,2,"70-74",0,19
2012,1,2,"70-74",1,525
2012,1,2,"70-74",2,1757
2012,1,2,"70-74",3,915
2012,1,2,"70-74",4,860
2013,1,1,"25-29",0,1
2013,1,1,"25-29",1,408
2013,1,1,"25-29",2,1628
2013,1,1,"25-29",3,1798
2013,1,1,"25-29",4,2259
2013,1,1,"30-34",0,5
2013,1,1,"30-34",1,331
2013,1,1,"30-34",2,1621
2013,1,1,"30-34",3,1795
2013,1,1,"30-34",4,2269
2013,1,1,"35-39",0,2
2013,1,1,"35-39",1,255
2013,1,1,"35-39",2,1551
2013,1,1,"35-39",3,1596
2013,1,1,"35-39",4,2141
2013,1,1,"40-44",0,7
2013,1,1,"40-44",1,343
2013,1,1,"40-44",2,1785
2013,1,1,"40-44",3,1861
2013,1,1,"40-44",4,2382
2013,1,1,"45-49",0,6
2013,1,1,"45-49",1,446
2013,1,1,"45-49",2,2100
2013,1,1,"45-49",3,1773
2013,1,1,"45-49",4,2521
2013,1,1,"50-54",0,3
2013,1,1,"50-54",1,533
2013,1,1,"50-54",2,2538
2013,1,1,"50-54",3,2016
2013,1,1,"50-54",4,2539
2013,1,1,"55-59",0,1
2013,1,1,"55-59",1,426
2013,1,1,"55-59",2,2481
2013,1,1,"55-59",3,2006
2013,1,1,"55-59",4,2473
2013,1,1,"60-64",0,6
2013,1,1,"60-64",1,292
2013,1,1,"60-64",2,1773
2013,1,1,"60-64",3,1792
2013,1,1,"60-64",4,2433
2013,1,1,"65-69",0,1
2013,1,1,"65-69",1,412
2013,1,1,"65-69",2,1471
2013,1,1,"65-69",3,1375
2013,1,1,"65-69",4,2123
2013,1,1,"70-74",0,8
2013,1,1,"70-74",1,446
2013,1,1,"70-74",2,1173
2013,1,1,"70-74",3,844
2013,1,1,"70-74",4,1282
2013,1,2,"25-29",0,2
2013,1,2,"25-29",1,308
2013,1,2,"25-29",2,1222
2013,1,2,"25-29",3,1859
2013,1,2,"25-29",4,2644
2013,1,2,"30-34",0,4
2013,1,2,"30-34",1,252
2013,1,2,"30-34",2,1223
2013,1,2,"30-34",3,1812
2013,1,2,"30-34",4,2734
2013,1,2,"35-39",0,8
2013,1,2,"35-39",1,226
2013,1,2,"35-39",2,1126
2013,1,2,"35-39",3,1688
2013,1,2,"35-39",4,2510
2013,1,2,"40-44",0,0
2013,1,2,"40-44",1,223
2013,1,2,"40-44",2,1546
2013,1,2,"40-44",3,1963
2013,1,2,"40-44",4,2667
2013,1,2,"45-49",0,4
2013,1,2,"45-49",1,289
2013,1,2,"45-49",2,1896
2013,1,2,"45-49",3,2149
2013,1,2,"45-49",4,2608
2013,1,2,"50-54",0,7
2013,1,2,"50-54",1,405
2013,1,2,"50-54",2,2358
2013,1,2,"50-54",3,2367
2013,1,2,"50-54",4,2688
2013,1,2,"55-59",0,3
2013,1,2,"55-59",1,382
2013,1,2,"55-59",2,2417
2013,1,2,"55-59",3,2313
2013,1,2,"55-59",4,2592
2013,1,2,"60-64",0,8
2013,1,2,"60-64",1,318
2013,1,2,"60-64",2,2112
2013,1,2,"60-64",3,2112
2013,1,2,"60-64",4,2314
2013,1,2,"65-69",0,6
2013,1,2,"65-69",1,473
2013,1,2,"65-69",2,2087
2013,1,2,"65-69",3,1598
2013,1,2,"65-69",4,1578
2013,1,2,"70-74",0,7
2013,1,2,"70-74",1,495
2013,1,2,"70-74",2,1718
2013,1,2,"70-74",3,1128
2013,1,2,"70-74",4,958
2014,1,1,"25-29",0,11
2014,1,1,"25-29",1,279
2014,1,1,"25-29",2,1755
2014,1,1,"25-29",3,1847
2014,1,1,"25-29",4,2356
2014,1,1,"30-34",0,2
2014,1,1,"30-34",1,334
2014,1,1,"30-34",2,1678
2014,1,1,"30-34",3,1746
2014,1,1,"30-34",4,2306
2014,1,1,"35-39",0,4
2014,1,1,"35-39",1,346
2014,1,1,"35-39",2,1587
2014,1,1,"35-39",3,1620
2014,1,1,"35-39",4,2087
2014,1,1,"40-44",0,7
2014,1,1,"40-44",1,343
2014,1,1,"40-44",2,1647
2014,1,1,"40-44",3,1729
2014,1,1,"40-44",4,2432
2014,1,1,"45-49",0,9
2014,1,1,"45-49",1,446
2014,1,1,"45-49",2,2032
2014,1,1,"45-49",3,1597
2014,1,1,"45-49",4,2469
2014,1,1,"50-54",0,9
2014,1,1,"50-54",1,531
2014,1,1,"50-54",2,2490
2014,1,1,"50-54",3,2043
2014,1,1,"50-54",4,2486
2014,1,1,"55-59",0,7
2014,1,1,"55-59",1,481
2014,1,1,"55-59",2,2542
2014,1,1,"55-59",3,2112
2014,1,1,"55-59",4,2310
2014,1,1,"60-64",0,7
2014,1,1,"60-64",1,408
2014,1,1,"60-64",2,1926
2014,1,1,"60-64",3,1746
2014,1,1,"60-64",4,2459
2014,1,1,"65-69",0,1
2014,1,1,"65-69",1,384
2014,1,1,"65-69",2,1619
2014,1,1,"65-69",3,1451
2014,1,1,"65-69",4,2048
2014,1,1,"70-74",0,0
2014,1,1,"70-74",1,435
2014,1,1,"70-74",2,1246
2014,1,1,"70-74",3,857
2014,1,1,"70-74",4,1397
2014,1,2,"25-29",0,0
2014,1,2,"25-29",1,253
2014,1,2,"25-29",2,1198
2014,1,2,"25-29",3,1977
2014,1,2,"25-29",4,2683
2014,1,2,"30-34",0,19
2014,1,2,"30-34",1,268
2014,1,2,"30-34",2,1141
2014,1,2,"30-34",3,1679
2014,1,2,"30-34",4,2949
2014,1,2,"35-39",0,12
2014,1,2,"35-39",1,200
2014,1,2,"35-39",2,1128
2014,1,2,"35-39",3,1699
2014,1,2,"35-39",4,2568
2014,1,2,"40-44",0,0
2014,1,2,"40-44",1,214
2014,1,2,"40-44",2,1309
2014,1,2,"40-44",3,1902
2014,1,2,"40-44",4,2747
2014,1,2,"45-49",0,5
2014,1,2,"45-49",1,238
2014,1,2,"45-49",2,1804
2014,1,2,"45-49",3,2081
2014,1,2,"45-49",4,2569
2014,1,2,"50-54",0,8
2014,1,2,"50-54",1,344
2014,1,2,"50-54",2,2257
2014,1,2,"50-54",3,2448
2014,1,2,"50-54",4,2693
2014,1,2,"55-59",0,6
2014,1,2,"55-59",1,339
2014,1,2,"55-59",2,2523
2014,1,2,"55-59",3,2351
2014,1,2,"55-59",4,2549
2014,1,2,"60-64",0,24
2014,1,2,"60-64",1,332
2014,1,2,"60-64",2,2226
2014,1,2,"60-64",3,2036
2014,1,2,"60-64",4,2337
2014,1,2,"65-69",0,5
2014,1,2,"65-69",1,533
2014,1,2,"65-69",2,2018
2014,1,2,"65-69",3,1722
2014,1,2,"65-69",4,1703
2014,1,2,"70-74",0,7
2014,1,2,"70-74",1,375
2014,1,2,"70-74",2,1794
2014,1,2,"70-74",3,1150
2014,1,2,"70-74",4,1164
2015,1,1,"25-29",0,8
2015,1,1,"25-29",1,299
2015,1,1,"25-29",2,1683
2015,1,1,"25-29",3,1782
2015,1,1,"25-29",4,2457
2015,1,1,"30-34",0,3
2015,1,1,"30-34",1,345
2015,1,1,"30-34",2,1566
2015,1,1,"30-34",3,1780
2015,1,1,"30-34",4,2408
2015,1,1,"35-39",0,16
2015,1,1,"35-39",1,343
2015,1,1,"35-39",2,1629
2015,1,1,"35-39",3,1554
2015,1,1,"35-39",4,2166
2015,1,1,"40-44",0,2
2015,1,1,"40-44",1,293
2015,1,1,"40-44",2,1666
2015,1,1,"40-44",3,1655
2015,1,1,"40-44",4,2307
2015,1,1,"45-49",0,18
2015,1,1,"45-49",1,365
2015,1,1,"45-49",2,2043
2015,1,1,"45-49",3,1564
2015,1,1,"45-49",4,2452
2015,1,1,"50-54",0,1
2015,1,1,"50-54",1,522
2015,1,1,"50-54",2,2475
2015,1,1,"50-54",3,1889
2015,1,1,"50-54",4,2535
2015,1,1,"55-59",0,8
2015,1,1,"55-59",1,525
2015,1,1,"55-59",2,2434
2015,1,1,"55-59",3,2070
2015,1,1,"55-59",4,2431
2015,1,1,"60-64",0,0
2015,1,1,"60-64",1,364
2015,1,1,"60-64",2,2002
2015,1,1,"60-64",3,1949
2015,1,1,"60-64",4,2401
2015,1,1,"65-69",0,25
2015,1,1,"65-69",1,316
2015,1,1,"65-69",2,1596
2015,1,1,"65-69",3,1535
2015,1,1,"65-69",4,2168
2015,1,1,"70-74",0,0
2015,1,1,"70-74",1,407
2015,1,1,"70-74",2,1301
2015,1,1,"70-74",3,994
2015,1,1,"70-74",4,1412
2015,1,2,"25-29",0,3
2015,1,2,"25-29",1,258
2015,1,2,"25-29",2,1208
2015,1,2,"25-29",3,1820
2015,1,2,"25-29",4,2877
2015,1,2,"30-34",0,0
2015,1,2,"30-34",1,289
2015,1,2,"30-34",2,1117
2015,1,2,"30-34",3,1850
2015,1,2,"30-34",4,2829
2015,1,2,"35-39",0,9
2015,1,2,"35-39",1,218
2015,1,2,"35-39",2,1202
2015,1,2,"35-39",3,1604
2015,1,2,"35-39",4,2648
2015,1,2,"40-44",0,4
2015,1,2,"40-44",1,238
2015,1,2,"40-44",2,1262
2015,1,2,"40-44",3,1744
2015,1,2,"40-44",4,2708
2015,1,2,"45-49",0,1
2015,1,2,"45-49",1,290
2015,1,2,"45-49",2,1644
2015,1,2,"45-49",3,1958
2015,1,2,"45-49",4,2658
2015,1,2,"50-54",0,7
2015,1,2,"50-54",1,363
2015,1,2,"50-54",2,2174
2015,1,2,"50-54",3,2328
2015,1,2,"50-54",4,2718
2015,1,2,"55-59",0,4
2015,1,2,"55-59",1,415
2015,1,2,"55-59",2,2360
2015,1,2,"55-59",3,2393
2015,1,2,"55-59",4,2632
2015,1,2,"60-64",0,7
2015,1,2,"60-64",1,352
2015,1,2,"60-64",2,2199
2015,1,2,"60-64",3,2114
2015,1,2,"60-64",4,2404
2015,1,2,"65-69",0,7
2015,1,2,"65-69",1,414
2015,1,2,"65-69",2,2159
2015,1,2,"65-69",3,1741
2015,1,2,"65-69",4,1871
2015,1,2,"70-74",0,0
2015,1,2,"70-74",1,455
2015,1,2,"70-74",2,1823
2015,1,2,"70-74",3,1242
2015,1,2,"70-74",4,1149
2016,1,1,"25-29",0,5
2016,1,1,"25-29",1,328
2016,1,1,"25-29",2,1570
2016,1,1,"25-29",3,1933
2016,1,1,"25-29",4,2504
2016,1,1,"30-34",0,0
2016,1,1,"30-34",1,272
2016,1,1,"30-34",2,1646
2016,1,1,"30-34",3,1668
2016,1,1,"30-34",4,2512
2016,1,1,"35-39",0,17
2016,1,1,"35-39",1,284
2016,1,1,"35-39",2,1591
2016,1,1,"35-39",3,1604
2016,1,1,"35-39",4,2280
2016,1,1,"40-44",0,2
2016,1,1,"40-44",1,298
2016,1,1,"40-44",2,1520
2016,1,1,"40-44",3,1636
2016,1,1,"40-44",4,2276
2016,1,1,"45-49",0,15
2016,1,1,"45-49",1,364
2016,1,1,"45-49",2,1867
2016,1,1,"45-49",3,1733
2016,1,1,"45-49",4,2564
2016,1,1,"50-54",0,11
2016,1,1,"50-54",1,443
2016,1,1,"50-54",2,2265
2016,1,1,"50-54",3,1936
2016,1,1,"50-54",4,2529
2016,1,1,"55-59",0,6
2016,1,1,"55-59",1,459
2016,1,1,"55-59",2,2517
2016,1,1,"55-59",3,2005
2016,1,1,"55-59",4,2543
2016,1,1,"60-64",0,2
2016,1,1,"60-64",1,335
2016,1,1,"60-64",2,1995
2016,1,1,"60-64",3,2053
2016,1,1,"60-64",4,2353
2016,1,1,"65-69",0,21
2016,1,1,"65-69",1,372
2016,1,1,"65-69",2,1521
2016,1,1,"65-69",3,1641
2016,1,1,"65-69",4,2375
2016,1,1,"70-74",0,8
2016,1,1,"70-74",1,357
2016,1,1,"70-74",2,1244
2016,1,1,"70-74",3,964
2016,1,1,"70-74",4,1492
2016,1,2,"25-29",0,2
2016,1,2,"25-29",1,269
2016,1,2,"25-29",2,1231
2016,1,2,"25-29",3,1845
2016,1,2,"25-29",4,2888
2016,1,2,"30-34",0,2
2016,1,2,"30-34",1,230
2016,1,2,"30-34",2,1151
2016,1,2,"30-34",3,1798
2016,1,2,"30-34",4,2906
2016,1,2,"35-39",0,4
2016,1,2,"35-39",1,250
2016,1,2,"35-39",2,1123
2016,1,2,"35-39",3,1629
2016,1,2,"35-39",4,2874
2016,1,2,"40-44",0,2
2016,1,2,"40-44",1,204
2016,1,2,"40-44",2,1134
2016,1,2,"40-44",3,1746
2016,1,2,"40-44",4,2608
2016,1,2,"45-49",0,0
2016,1,2,"45-49",1,262
2016,1,2,"45-49",2,1587
2016,1,2,"45-49",3,1896
2016,1,2,"45-49",4,2790
2016,1,2,"50-54",0,8
2016,1,2,"50-54",1,322
2016,1,2,"50-54",2,1952
2016,1,2,"50-54",3,2299
2016,1,2,"50-54",4,2752
2016,1,2,"55-59",0,11
2016,1,2,"55-59",1,329
2016,1,2,"55-59",2,2353
2016,1,2,"55-59",3,2436
